Document,Topic,Auto_Label,Descriptive_Label,Probability
"must be data driven. Clinical, process, and assay development tasks must be closely integrated. Clinical development involves studies of the effects of vaccines on patients for safety, immu- nogenicity, and efficacy through a staged process: phase 1, early safety and immunogenicity in small numbers; phase 2, safety, dose ranging, and immunogenicity in 200 to 400 individuals; sometimes phase 2b, nonlicensure, proof-of-concept trials for efficacy; and phase 3, safety and efficacy trials that permit licen- sure, which generally require thousands of subjects.",0,Vaccine,Vaccine – Tpp,0.8053712740454096
"“Process” can be broadly divided into two categories: bulk manufacturing and finishing operations. Bulk manufacturing includes cell culture and/or fermentation-based manufactur- ing followed by a variety of separation processes to purify the vaccine. The finishing operations include formulation with adjuvant/stabilizer followed by vial or syringe filling (includ- ing lyophilization in the case of live viral vaccines) followed by labeling, packaging, and controlled storage. Process development may be as costly as clinical development and is",-1,Noise / Outlier,Noise / Outlier,0.0
"critically important to the overall success of a vaccine develop- ment program. As development proceeds toward licensure, costs escalate as clinical studies become larger, manufacturing scales up, and facilities must be built. Postlicensure studies of safety and efficacy (phase 4) of vaccines are essential and represent a large additional cost. It is important to note that, unlike pharmaceuticals, vaccines that pass early proof-of-con- cept studies in humans have a very high probability of achiev- ing licensure.",0,Vaccine,Vaccine – Tpp,0.7909678639036944
"Clinical activities are more visible than bioprocess develop- ment and clearly drive the go/no-go decisions that direct prog- ress. The two are interwoven and each has rate-limiting steps, so they must be done in concert.",3,Biotech,Biotech,1.0
"The first stage of vaccine development involves acceptance of a candidate from a basic research laboratory and develop- ment of a small-scale process and formulation to make mate- rial for Phase I study, analytical release assays, preclinical toxicology, immunological assays to evaluate clinical responses, an investigational new drug (IND) filing, and well-designed Phase I/IIa studies.",0,Vaccine,Vaccine – Tpp,1.0
"The second step is to complete the definition of product and process prior to initiation of Phase II dose-ranging studies, which may take a year or more. Product definition includes methods of synthesis/bioprocess steps, number of compo- nents, and stability/formulation. Stability, release, and raw material assays must be in place. Immunologic and other assays must be established to support dose-ranging studies, and a regulatory plan for vaccine process and product submis- sions must be written.",0,Vaccine,Vaccine – Tpp,0.7294564375780939
"The third step is to define the clinical dose and arrive at the appropriate manufacturing scale, which may take 2 years or more. It results in the identification, manufacture, filling, and release of clinical-grade vaccine—usually in a pilot plant— demonstration of safety and a dose response in a Phase II clinical study; validation of critical assays to support Phase III clinical studies; consistency of lot manufacture (ability to produce three or more consecutive production-scale lots that meet all product specifications based on validated analytical methods); and completion of technology transfer to final site",0,Vaccine,Vaccine – Tpp,1.0
Global vaccine geographical breakout,-1,Noise / Outlier,Noise / Outlier,0.0
2013 sales: 25.6 B,9,Sales,Sales,1.0
2020 sales: 35.0 B,9,Sales,Sales,1.0
Global vaccine market growth,4,Vaccine,Vaccine – Pricing,1.0
"Figure 4.1. Global vaccine market growth. Worldwide projected vaccine business growth from 2005 to 2020. B, billion; EU, European Union; ROW, rest of world; US, United States; USD, U.S. dollars. (Company earnings releases and presentations, EvaluatePharma research; http:// www.evaluategroup.com.)",4,Vaccine,Vaccine – Pricing,1.0
"of manufacture of full-scale lots, including process and ana- lytical procedures. For vaccine targets for which animal studies are not predictive of efficacy in humans, such as HIV, malaria, and tuberculosis (TB), small Phase IIb proof-of-concept studies based on adaptive clinical trial designs may be used to gain confidence before committing significant resources for process development, analytic development, and factory construction.",0,Vaccine,Vaccine – Tpp,1.0
"In general, the analytical and release assays are particularly difficult to develop because, in most cases, vaccines are con- sidered “not well-characterized” biologicals by regulatory agencies. The release assays initially involve functional potency assays such as animal immunogenicity prior to acceptance of more robust and precise in vitro assays that correlate with these functional potency assays. In general, variability of bio- logical assays is a major hurdle in achieving process scale-up and manufacturing consistency.",0,Vaccine,Vaccine – Tpp,1.0
"The fourth stage is the completion of Phase III pivotal clini- cal studies and corresponding consistency lot studies, which requires 3 to 5 years. Keys to successful Phase III clinical studies are an accurate estimate of sample size based on disease incidence, low dropout rates, precise clinical end point definitions related to future label claims, and rigorous data management to the highest standards. In addition to clinical studies, scale-up and manufacture of consistency lots, includ- ing transfer to the facility of all assays, facility validation, demonstration of consistency and real-time stability are needed to support adequate shelf-life claims.",0,Vaccine,Vaccine – Tpp,1.0
"The final stage is Biologics License Application (BLA) prep- aration, licensure, and vaccine launch, which requires 1.5 to 2 years. Thus the total elapsed time for development is 10 to 15 years, assuming all activities proceed as planned.",22,Plant,Plant,1.0
"Manufacturing plants are very expensive to construct, ranging from $50 million to $300 million depending on the size (dose requirements) and manufacturing complexity, with an additional expenditure of approximately 20% of that cost for cleaning and process validation activities that are now required under the current good manufacturing practices regu- lations. With few exceptions, each vaccine requires a different plant because of unique manufacturing requirements and the regulatory difficulties associated with changing over to a dif- ferent product. Some processes are scalable, such as bacterial or yeast fermentation, so that increasing the size of the manu- facturing unit (i.e., fermenter) will greatly increase the yield; unit cost will decrease with volume increase. Other manufac- turing processes, for example, those dependent on viral growth in embryonated hen eggs or cell lines, are not scalable. Addi- tional plants or modules within plants must be built to increase the throughput, so unit costs do not appreciably decrease with volume increases. Despite the complexity of bulk vaccine manufacturing, 3 to 5 years post–product launch, the fully burdened bulk cost of production for most of the older vaccines declines to as little as $0.50 to $1.00 per dose, and significant elements of product cost are primarily driven by activities related to filling, vialing, and packaging (Table 4.2). Established vaccines with a limited number of suppliers can generate very high profit margins over the product life cycle.",-1,Noise / Outlier,Noise / Outlier,0.0
The commitment to build a plant must be made early (4,22,Plant,Plant,1.0
to 6 years before expected licensure) including a 6- to 12-month finished goods inventory build-up to expedite product to the market. Otherwise a gap of 1 to 5 years between licensure and product launch will occur.,-1,Noise / Outlier,Noise / Outlier,0.0
"Furthermore, it is far better to produce consistency lots in the final vaccine production factory to demonstrate the ability to manufacture the vaccine reliably and to use those lots in the Phase III efficacy trials. Otherwise, immune studies will be required for “bridging” the product used in the efficacy trial to",0,Vaccine,Vaccine – Tpp,1.0
"material manufactured in the commercial factory. This is espe- cially difficult if immune studies are not highly reproducible, as is the case with most cellular immune assays. Such decisions pose large financial risks if the product in development fails and requires access to large amounts of capital, an attribute usually restricted to large pharmaceutical companies.",-1,Noise / Outlier,Noise / Outlier,0.0
"Estimates of cost of development of a new drug or vaccine have risen from $231 million in 1991, to $802 million in 2003, to $1 billion in 2010.7–9 These estimates take into account all costs, including R&D costs of products that fail, postlicensure clinical studies, and improvements in manufac- turing processes. Approximately 50% of the cost is for con- struction; the remainder is the cost of capital interest. These numbers have been debated (others estimate $100 million to",21,Costs,Costs,1.0
"$200 million); however, the higher estimates have been vali- dated in two ways. First, the number of new vaccines brought to licensure annually by a company or the industry is very small compared with other products, and correlates with R&D expenditures of $600 million to $800 million for each new product. Thus, if a company spends $100 million annually for vaccine R&D, one might expect one new product every 6 to 8 years, and this appears to hold true. Second, biotechnology companies that are focused on one vaccine and have success- fully brought it to market have spent $500 million to $700 million on R&D as exemplified by the development of the live attenuated influenza vaccine by Aviron, now Medimmune. In summary, vaccine development from concept to licensure is a lengthy process as illustrated by timelines for some of the cur- rently licensed vaccines (Table 4.3).",21,Costs,Costs,1.0
ROLE OF PARTNERS,3,Biotech,Biotech,1.0
"To understand the predominant role of major pharmaceutical companies in the development of vaccines, one must examine the role of a vaccine development company in relation to its",3,Biotech,Biotech,1.0
partners. The relative contributions of the various partners to the delicate fabric of vaccine R&D is shown in Table 4.4.10 Several branches of the U.S. government play major roles in vaccine R&D.,3,Biotech,Biotech,1.0
"The U.S. National Institutes of Health (NIH) is the major funding source via intramural and extramural (largely aca- demic) programs of fundamental research (e.g., gene-based vaccines or T-cell memory studies) and directed research on pathogens (e.g., HIV), which may lead to new vaccine candi- dates. The NIH, through its vaccine trials network, has increased its role in clinical development domestically and internationally. In addition, the Dale and Betty Bumpers Vaccine Research Center at the NIH was established in 1999 primarily to pursue the development of HIV vaccines.",5,Vaccines,Vaccines – Funding,0.6964151207627673
"The Centers for Disease Control and Prevention (CDC) is the primary government agency responsible for epidemiologi- cal monitoring of disease trends. The CDC conducts disease surveillance and epidemiological studies to ascertain the prev- alence and incidence of specific diseases; this information provides a rationale for prioritizing vaccine development. These studies by the CDC are performed in addition to studies conducted by the vaccine companies, such as Phase IV studies. Through the Advisory Committee on Immunization Practices (ACIP), the CDC recommends usage of vaccines, and is responsible for most of the public purchases (directly through the Vaccines for Children program for approximately 41%, and indirectly through other federal, state, and local govern- ment purchases for approximately 16%, together totaling approximately 57% of all childhood vaccines in the United States), thereby playing a major role in determining the demand and potential profit associated with vaccines. Profes- sional organizations such as the American Academy of Pedi- atrics and the American Academy of Family Physicians also make recommendations for vaccine usage. There is no federal vaccine program for adults, although Medicare does reimburse for influenza and pneumococcal conjugate vaccines. Histori- cally, many adults with private insurance were not covered for immunizations. However, the Affordable Care Act of 2010 requires health plans to cover vaccines recommended by the ACIP prior to September 2009 with no copayments or other cost-sharing requirements when those services are delivered by an in-network provider.",1,Vaccine,Vaccine – Cdc,1.0
The Department of Defense (DOD) does targeted vaccine,1,Vaccine,Vaccine – Cdc,1.0
R&D to help it perform its mission of protecting deployable,5,Vaccines,Vaccines – Funding,1.0
"personnel and their families against infectious disease threats in the United States and abroad. Thus, the DOD assesses infec- tious disease risks in specific theaters and establishes prioriti- zation of vaccine targets, especially those not being funded and developed in the private sector.",1,Vaccine,Vaccine – Cdc,1.0
"The U.S. Army Medical Research and Materiel Command (USAMRMC) is a major DOD organization conducting basic and applied medical research programs supporting military operations. The U.S. Army Medical Material Development Activity is its advanced product development agency, which aligns closely with the Walter Reed Army Institute of Research, the U.S. Army Medical Research Institute for Infectious Dis- eases, and the Naval Medical Research Center in conducting or supporting surveillance studies and vaccine trials. USAM- RMC’s longstanding overseas laboratories (e.g., in Thailand and Kenya) provide opportunities for the United States to partner with host nations in the development and evaluation of vaccines of shared interest. Some of the more recent efforts have focused on vaccines against malaria, dengue, HIV, noro- virus, and Ebola. The Biomedical Advanced Research and Development Authority (BARDA) within the Health and Human Services Department was established in 2006 to facili- tate development and purchase of vaccines and other products for public health emergencies. BARDA also manages Project Bioshield for the procurement of advanced medical counter- measures for biological as well as other threats and has successfully developed medical countermeasures against smallpox, anthrax, and botulinum toxin. In addition, BARDA is funding a variety of early stage novel vaccine approaches for pandemic influenza. BARDA essentially is intended to overlap with and close the gap between NIH-funded preclinical or initial Phase I trials and the more advanced Project Bioshield programs that are in late stage Phase III or licensure stages of development.",5,Vaccines,Vaccines – Funding,0.7397669536432342
The U.S. Agency for International Development (USAID),5,Vaccines,Vaccines – Funding,0.4784202167810827
"supports limited R&D targeted toward those vaccines that potentially will have the greatest impact on children younger than age 5 years in developing countries. The Center for Biologics Evaluation and Research (CBER), a division of the",1,Vaccine,Vaccine – Cdc,1.0
"U.S. Food and Drug Administration (FDA), is responsible for licensing new vaccines. CBER establishes standards for manufacturing processes, facilities, and pre- and postlicensing clinical studies to ensure that licensed vaccines are safe and effective (see Table 4.4). These standards have a profound",1,Vaccine,Vaccine – Cdc,1.0
"impact on the nature and direction of vaccine development and its costs. In addition, CBER maintains a strong research base internally, so it is better positioned to evaluate data from various studies. CBER remains the premier vaccine regulatory agency in the world.",1,Vaccine,Vaccine – Cdc,1.0
"Nongovernmental organizations (NGOs) are playing an increasing role in vaccine research. The Bill and Melinda Gates Foundation supports several organizations including the International AIDS Vaccine Initiative, the Malaria Vaccine Initiative, Aeras (dedicated to developing TB vaccines), and others with significant funding for development of vaccines that would have the greatest impact on diseases of developing countries. In addition, a related organization, Programs for",5,Vaccines,Vaccines – Funding,0.526476936069414
"Appropriate Technology in Health (PATH), is a nonprofit group that forges private sector partnerships to develop vaccine technologies suitable for the developing world. These product development partnership organizations (PDPs; essentially not-for-profit biotech companies) bring together specialized knowledge, animal models, immunologic assays, and field sites for vaccine testing as well as early capital investment to reduce the scientific technical risks, opportunity costs, and financial risk to their biotech and large pharma industrial partners. They also provide opportunities for validation of novel vaccine technologies and platforms.",6,Vaccines,Vaccines – Ebola,1.0
"The role of large, full-service vaccine companies (Table 4.5)12 is predominantly in development. They engage",3,Biotech,Biotech,1.0
Continued on following page,11,Factors,Factors,1.0
"in some limited basic research and significant amounts of targeted research regarding specific organisms, but the prepon- derance of activity is in clinical and process development. Sufficient personnel and expertise in process development and chemical engineering reside almost exclusively in these com- panies; there is no other resource for such development. Clini- cal development that will satisfy FDA standards is also done mostly by the large companies, performed by academia and contract research organizations. Personnel and expertise in clinical research, regulatory affairs, data management, statis- tics, project management, and all other required disciplines also exist within the large companies. Perhaps most impor- tantly, their management is structured to make rapid go/no-go decisions required to minimize risk and assess efficient vaccine development.",3,Biotech,Biotech,1.0
"Many smaller organizations, often referred to as biotech-",7,Biotechnology,Biotechnology,0.9727804174284912
"nology companies, are engaged in vaccine research. They are often started by university scientists, supported by venture capitalists, and are capable of basic research on a vaccine idea. At this early stage, they usually have limited capacity in process development, manufacturing, and clinical develop- ment, and none in distribution, sales, or marketing. If research results are favorable, capacity in process engineering, clinical studies, and manufacturing must be enhanced or obtained by partnering. Because of the large cost of adding new capaci- ties and expertise, many biotech companies in advanced product development will opt to partner with large, full-scale companies.",3,Biotech,Biotech,1.0
"Although 60 or so small companies claim engagement in vaccine R&D, only about a dozen or so consider it a major activity, and only a very few, such as MedImmune, have made it to the market or close to the market on their own. More have licensed their products or technology plat- forms to larger companies that have then completed devel- opment, yielding new vaccines such as those for hepatitis B and Haemophilus influenzae type b. For example, the hepatitis B innovation came from the research laboratories of Chiron Corporation that succeeded in making hepatitis B surface antigen in yeast, and thus enabling Merck and GlaxoSmith- Kline to commercialize the modern hepatitis B vaccines. In the case of H. influenzae type b (Hib), Praxis Biologics and Connaught Laboratories pioneered the development of Hib polysaccharide and conjugate vaccines. These compa- nies were eventually acquired by Sanofi and Wyeth-Lederle, respectively.",3,Biotech,Biotech,1.0
The greatest contributions of the biotechnology companies,7,Biotechnology,Biotechnology,1.0
"have been the introduction of multiple ideas into early vaccine development, and testing them to determine if they should be",14,Vaccine,Vaccine – Gregerson,0.8809738106397916
rejected or carried forward. These small companies are depen- dent on several factors for their success:,7,Biotechnology,Biotechnology,0.8051229980676863
"A vibrant basic research environment that allows for cre- ation of new ideas, an environment that exists in well- funded (NIH) academic research programs.",5,Vaccines,Vaccines – Funding,0.5765286924837173
A strong venture capital and investment community that views vaccine companies as potentially financially reward- ing as other investment opportunities.,-1,Noise / Outlier,Noise / Outlier,0.0
Strong patent laws providing the intellectual property pro- tection that is essential for commercial success.,8,Patent,Patent,1.0
FUNDING SOURCES FOR VACCINE RESEARCH AND DEVELOPMENT,5,Vaccines,Vaccines – Funding,0.4155189348977944
"Funding sources for vaccine R&D include government, profits from sales of product, risk capital, and charitable foundations. The NIH competes with other federal agencies and programs for taxpayer support, and, in general, has been more successful than most. Similarly, vaccine R&D sponsored through the DOD, FDA, CDC, and USAID is competitive with other public needs as determined by the executive and legislative branches of government. Recent funding for bioterrorism vaccines (anthrax, smallpox) and emerging pathogens (Ebola, West Nile virus, severe acute respiratory syndrome [SARS], Middle East respiratory syndrome [MERS], pandemic influenza) could have long-reaching impact on vaccine research and manufac- turing and could potentially create new entrants into the vaccine business.",5,Vaccines,Vaccines – Funding,1.0
"Risk capital from private investors is the primary source of funds for small companies. Investors are attracted to the potential profits of a new vaccine, a forecast determined in part by sales of current vaccines. Large vaccine companies, which are divisions of much larger pharmaceutical companies, seek a profit by selling products. On average, pharmaceutical companies reinvest approximately 18% of their profits from product sales into R&D, and this proportion applies to vaccine sales as well as other pharmaceutical products (Pharmaceuti- cal Research Manufacturers Association, personal communica- tion, 2001).",10,Expenses,Expenses,0.8262451397693715
"Because vaccine companies are subsidiaries of large com- panies, vaccine R&D and manufacturing must compete with other product areas for resources. Comparisons of the eco- nomics of the vaccine industry with the pharmaceutical indus- try in Europe, and separately in the United States, were performed by the Mercer Consulting Company in 1995 (Fig. 4.2).13 These studies in the United States showed that the",2,Vaccines,Vaccines – Reliability,1.0
Returns* 2%,9,Sales,Sales,1.0
Vaccine industry	Pharmaceutical industry,2,Vaccines,Vaccines – Reliability,1.0
"in terms of technical feasibility, strong patent protection, and potential market size will be taken forward into development (post–Phase I). In addition, other candidate vaccines might be licensed from small companies. Even in the largest companies, only a few products can be in development at the same time. Thus, go/no-go decisions must be made and market size is a major determinant of the choice between two candidate vac- cines, otherwise equal in technical feasibility and likelihood of success (Table 4.7).",-1,Noise / Outlier,Noise / Outlier,0.0
"This system works extremely well for vaccines with large potential markets in the developed world when technical fea- sibility is demonstrated. It does not work for vaccines for diseases that exist predominantly in the poorer regions of the world (e.g., TB); it works imperfectly for diseases of the devel- oped world that affect relatively few persons because of geo- graphic restriction (e.g., Lyme disease) or diseases limited to specific risk groups (e.g., cytomegalovirus [CMV] in transplant recipients), and it does not work when technical feasibility has not been demonstrated (e.g., HIV). The last problem has to be solved by a strong basic program in vaccine-related sci- ences, particularly for HIV, Staphylococcus aureus, malaria, and other challenging targets. Niche vaccines for developed-world markets are much more attractive to biotech than to large",6,Vaccines,Vaccines – Ebola,0.9594544573466617
"Figure 4.2. Major U.S. vaccine suppliers value-added chain (versus pharmaceutical industry averages). COGS, cost of goods sold; R&D, research and development; SGA, sales, general, and admin- istrative costs. *Negligible returns (products that are sold and subse- quently returned for a refund) in the pharma business. (From Mercer Management Consulting Testimony on vaccine policy before the U.S. House of Representatives Committee on Commerce, June 15, 1995.)",10,Expenses,Expenses,1.0
"contributions to R&D, interest, taxes, and earnings after expenses were similar for the two industries (44% vs. 46%, respectively). However, the expenses were quite different. Sig- nificantly more was spent on production and distribution (32%, which includes production, distribution, and returns of product) in the vaccine industry compared with the pharma- ceutical industry (19%), whereas the pharmaceutical industry spent more than the vaccine industry on sales, marketing, and administrative expenses (35% vs. 24%, respectively).",10,Expenses,Expenses,1.0
"Consequently, within companies, there is an expectation that sales-to-expense ratios for vaccines will be similar to those of other pharmaceutical products, and that revenues will increase every year. Although some of this increase may be accomplished with sales volume, prices stabilize as vaccine products mature, and increased revenues are no longer pos- sible; hence, the requirement for a steady rollout of new prod- ucts. However, unlike pharmaceuticals, old vaccines continue to be profitable for a variety of reasons, including:",10,Expenses,Expenses,1.0
The absence of a regulatory pathway for generic vaccines deters potential entrants from engaging in a complex and expensive approval process.,4,Vaccine,Vaccine – Pricing,0.9333789825217911
"In most cases, access to knowhow, such as proprietary cell lines, virus strains, and internally developed processes, is far more valuable than patent protection.",8,Patent,Patent,0.3961863685563507
"The birth cohort is renewable, providing an ongoing unmet need for vaccines.",13,Vaccine,Vaccine – Cohort,0.8173106197902666
"As a result, sole-sourced vaccines, manufactured in fully depreciated assets, are profitable for pharmaceutical compa- nies. One such example is the MMR vaccine, which after 40 years still has no competition in the United States. A typical vaccine company will have several vaccine candidates in early development, defined as all R&D through Phase I clinical testing (Table 4.6).14-17 Those that are most promising",2,Vaccines,Vaccines – Reliability,1.0
pharmaceutical companies as evidenced by recent biotech,7,Biotechnology,Biotechnology,0.9727804174284912
"vaccine efforts for West Nile virus, Japanese encephalitis virus, the CMV-transplant indication, and dengue.",1,Vaccine,Vaccine – Cdc,0.5885361577382983
"To involve large companies in development and manufac- turing of vaccines to meet needs such as biodefense or health needs of poorer countries, incentives must be established to convince these companies that they should develop and man- ufacture such products. Such incentives might take the form of guaranteed purchase of certain volumes of a vaccine if speci- fied standards are met, direct contracting by a government agency, or some other publicly funded mechanism.18,19 The use of Advanced Market Commitments to create a funding mechanism for vaccines needed in the developing world has been endorsed by the G8 and pilot projects may be starting soon. This will not solve the problem of the high technical risk and opportunity costs associated with such vaccines, but it may contribute to the solution if combined with early investment. Companies may be willing to engage in such work. Indeed, they may already have donated or sold vaccines at very low prices to poorer countries. However, such practices alone will not solve the enormity of the health problems worldwide. Without special incentives, it is unrealistic to expect companies to engage in R&D on diseases that only, or predominantly, affect the poorer regions of the world.13",6,Vaccines,Vaccines – Ebola,1.0
Manufacturers in developing countries (initially in India,7,Biotechnology,Biotechnology,0.8051229980676863
"and China, and more recently in Brazil) are playing an increasing role in meeting these needs. Indeed, they already supply the majority of doses of older vaccines for such countries. As their expertise and capacity in vaccine R&D increases they will perhaps evolve into major participants in supplying new vaccines to the developing world. There are numerous manu- facturers in these emerging countries, but a few truly stand out.",6,Vaccines,Vaccines – Ebola,1.0
India,16,China,China,1.0
"The vaccine industry has slowly mushroomed in India with several key companies emerging including Bharat Biotech, Biological E., Panacea Biotec, and others, but the largest one is the privately held Serum Institute of India. The Indian vaccine industry has significantly benefited from technology transfer from the West. Despite the industry’s success, the available estimates suggest that R&D spending remains rela- tively low as a percentage of sales.20",17,Vaccines,Vaccines – Biotech,1.0
"Serum Institute of India is the world’s largest producer of vaccines by number of doses, producing 1.3 billion doses",17,Vaccines,Vaccines – Biotech,1.0
a year; its products are used in more than 140 countries. Serum Institute is also one of the largest suppliers of measles- containing vaccines and the diphtheria-tetanus-pertussis (DTP) vaccines to U.N. agencies (UNICEF and Pan American Health Organization [PAHO]). The Institute makes its measles vaccine in MRC-5 cells instead of chick embryos and has,-1,Noise / Outlier,Noise / Outlier,0.0
productivity estimated at 10- to 20-fold higher than the measles vaccines made by Merck and GlaxoSmithKline. This privately held vaccine company has relentlessly invested in production facilities/infrastructure that surpasses some of the best biotech manufacturing facilities in the United States. So powerful has its growth been that one out of every two chil- dren immunized worldwide get at least one vaccine produced by the Serum Institute.,2,Vaccines,Vaccines – Reliability,1.0
"Vaccines recently developed by the Serum Institute are Nasovac (live attenuated trivalent influenza vaccine), MenAf- riVac (meningococcal A conjugate vaccine), Pentavac (DTP Hepatitis B-Hib vaccine), and inactivated polio vaccine. The Institute continues to invest in R&D and is currently working on a rotavirus vaccine, a polyvalent meningococcal conjugate vaccine, a pneumococcal conjugate vaccine, and HPV Vaccine, combination vaccines containing acellular pertussis, and others.",23,Vaccines,Vaccines – Developed,1.0
China,16,China,China,1.0
"China ranks as the world’s largest vaccine consuming and manufacturing country, with an estimated annual output of 1 billion doses.21 The original six government-owned regional biological institutes are now part of the China National Biotec Group (CNBG) consolidated under the China National Phar- maceutical Group Corporation (Sinopharm Group Co., Ltd.). CNBG has a large R&D center in Beijing that maximizes the synergies of the six affiliated institutions. Today, CNBG/ Sinopharm supplies 85% of the doses of the 14 Chinese National Immunization Program vaccines. China’s vaccine manufacturing capabilities are currently intensely focused on supplying their own domestic needs for the pediatric birth cohort of 17 million newborns annually. There are 46 regis- tered vaccine manufacturers in China and 24 licensed vac- cines. Several of the manufacturers are members of the Developing Countries Vaccine Manufacturers’ Network (DCVMN). In 2013, the World Health Organization prequali- fied the Chinese-made Japanese encephalitis virus vaccine made by the Chengdu Institute for Biological Products in col- laboration with PATH.22 China became the first country ever",18,Vaccine,Vaccine – China,1.0
