Document,Topic,Auto_Label,Descriptive_Label,Probability
Testing for safety and effectiveness through clinical and further nonclinical studies (Phase I to Phase III clinical studies).,9,Drug,Drug,0.9413053564306662
"Submission of all clinical, nonclinical, and manufacturing data to the FDA and EMA in the form of a Biologics License Application (BLA) for final review and licensure.",9,Drug,Drug,0.5863778399002353
"This chapter outlines the basics of manufacturing a vaccine and a description of some examples of currently licensed products. It then moves to the regulatory requirements for vaccine manufacturing including current GMP compliance, and then discusses the development of new vaccines. The final section examines the great challenges in the field to deliver a product held to an ever-increasing standard of safety while providing sufficient doses at reasonable costs for an ever- increasing number of diseases.",-1,Noise / Outlier,Noise / Outlier,0.0
MANUFACTURING BASICS,16,Manufacturing,Manufacturing,0.9732422621698718
"The manufacture of vaccines is composed of several basic steps that result in the finished product. Table 5.1 summa- rizes these steps with examples for pathogens that have a licensed vaccine. The first step is the generation of the antigen used to induce an immune response. This step includes the generation of the pathogen itself (for subsequent inactiva- tion or isolation of a subunit) or generation of a recombi- nant protein derived from the pathogen. Vaccines under development use additional methods that will be discussed later. Viruses are grown in cells, which can be either primary cells, such as chicken fibroblasts (e.g., yellow fever vaccine), or continuous cell lines, such as MRC-5 (e.g., hepatitis A vaccine). Bacterial pathogens are grown in bioreactors using medium developed to optimize the yield of the antigen while maintaining its integrity. Recombinant proteins can be manufactured in bacteria, yeast, or cell culture. The viral and bacterial seed cultures and the cell lines used for viral pro- duction are carefully controlled, stored, characterized, and, often, protected. The first step in manufacture is the estab- lishment of a “master cell bank.” This is a collection of vialed cells that form the starting material for all future production. It is extensively characterized for performance and the absence of any adventitious agents. From this bank, working cell banks are prepared that are used as the routine starting culture for production lots. The final vaccine is a direct func- tion of its starting materials, and a change in this seed can be as complicated as initiating a new product development altogether.",1,Vaccines,Vaccines – Manufacture,1.0
51,2,Bioprocess,Bioprocess,1.0
"The next step is to release the antigen from the substrate and isolate it from the bulk of the environment used in its growth. This can be isolation of free virus or of secreted pro- teins from cells or of cells containing the antigen from the spent medium. The next step is purification of the antigen. For vaccines that are composed of recombinant proteins, this step may involve many unit operations of column chromatography and ultrafiltration. For an inactivated viral vaccine, there may simply be inactivation of isolated virus with no further puri- fication. The formulation of the vaccine is designed to maxi- mize the stability of the vaccine while delivering it in a format that allows efficient distribution and preferred clinical delivery of the product. The formulated vaccine may include an adju- vant to enhance the immune response, stabilizers to prolong shelf life, and/or preservatives to allow multidose vials to be delivered.",-1,Noise / Outlier,Noise / Outlier,0.0
Formulation consists of combining all components that,16,Manufacturing,Manufacturing,1.0
"constitute the final vaccine and uniformly mixing them in a single vessel (Fig. 5.1). Operations are conducted in a highly controlled environment with employees wearing special pro- tective clothing to avoid contamination with adventitious agents. Control monitoring of the environment and critical surfaces is conducted during operations. Quality control (QC) testing at this stage usually consists of safety, potency, purity, sterility, and other assays specific to the product.",12,Inspection,Inspection,0.5968922260843319
"During this phase, individual, scrupulously cleaned, depy- rogenated, single-dose or multidose containers are filled with vaccine and sealed with sterile stoppers or plungers. If the vaccine is to be lyophilized, the vial stoppers are inserted only partially to allow moisture to escape during the lyophilization process, and the vials are moved to a lyophilization chamber. All vials receive outer caps over the stopper for container closure integrity. To preclude the introduction of extraneous viable and nonviable contamination, all filling operations must take place in a highly controlled environment where people, equipment, and components are introduced into the critical area in a controlled manner. After filling, all containers are inspected using semiautomated or automated equipment designed to detect any minute cosmetic and physical defects. As with the formulation phase of the vaccine manufacturing operation, extensive control and monitoring of the environ- ment and critical surfaces are conducted during operations. QC testing at this stage also consists of safety, potency, purity, sterility, and other assays that may be specific to the product. Vaccine efficacy can be adversely affected by improper dis- tribution and storage conditions. The sensitivity of vaccines to",12,Inspection,Inspection,1.0
Figure 5.1. Automated vaccine formulation vessels.,1,Vaccines,Vaccines – Manufacture,0.9083450398845482
"adverse environmental conditions, particularly temperature extremes, varies depending on their composition. Live attenu- ated vaccines tend to be more susceptible than inactivated vaccines and toxoids.1 Vaccines are formulated such that the potency at the end of shelf-life remains above the effective dose demonstrated in human clinical trials. As the product may degrade over the 2 to 3 years of shelf life, the release target potency may be significantly above the specified end-of-shelf- life specification. This “overformulation” can represent a sig- nificant production yield loss and cost-of-goods increase for the final product in order to support the necessary lead times to deliver and store the vaccines, especially if they are used as a rotating stockpile to protect against supply interruption or an emergency use that does not materialize. The addition of stabilizers or lyophilization, when feasible, tends to improve the thermal resistance of vaccines. Storage at very low tempera- tures within the manufacturing supply chain may be used to reduce potency loss during storage.",18,Vaccine,Vaccine – Toxoids,1.0
Although recommended storage conditions for many vac-,18,Vaccine,Vaccine – Toxoids,1.0
"cines have been detailed,9 the vaccine manufacturers are responsible for developing data before and after licensing that demonstrate the stability of their vaccines under recom- mended storage conditions for the claimed shelf life. Gener- ally, these programs provide data in excess of the claimed shelf life (up to 3 years) to support the development of new prod- ucts intended for clinical use, as well as routine support of currently marketed products, expiration date extension, and supporting distribution conditions.10,11 Accelerated studies conducted at elevated temperatures are commonly applied to better understand the impact of transient temperature excur- sions on the vaccine. Manufacturers are required to assure that products under their control are maintained under appropri- ate conditions so that the identity, strength, quality, and purity of the products are not affected.12",18,Vaccine,Vaccine – Toxoids,0.7980021407553475
"Currently, only a limited number of vaccines are required",-1,Noise / Outlier,Noise / Outlier,0.0
"by federal regulation to have specified shipping tempera- tures.10 Although most vaccine manufacturers use insulated containers and other precautions for the brief (usually 24 to 72 hours) shipping time, occasional, unanticipated tempera- ture excursions may occur that could have a detrimental impact on the shipped product. Before accepting any vaccine shipment, users should look for any evidence of improper transportation conditions, including excessive transport time and possible adverse ambient temperature conditions.1",18,Vaccine,Vaccine – Toxoids,1.0
EXAMPLES OF VACCINE PRODUCTION,1,Vaccines,Vaccines – Manufacture,1.0
Inactivated Virus (Influenza),4,Vaccine,Vaccine – Influenza,1.0
Influenza virus vaccine for intramuscular use is a sterile sus- pension prepared from influenza viruses propagated in chicken embryos. This vaccine is the primary method for pre- venting influenza and its more severe complications.13,4,Vaccine,Vaccine – Influenza,0.8721825133470503
"Typically, influenza vaccine contains two strains of influ- enza A viruses (H1N1 and H3N2) and a single influenza B virus. An additional strain of the influenza B virus was added, with the first four-antigen-containing-vaccine licensed in 2012.14 The two type A viruses are identified by their subtypes of hemagglutinin and neuraminidase. The hemagglutinin and neuraminidase glycoproteins of influenza A virus comprise the major surface proteins and the principal immunizing anti- gens of the virus. These proteins are inserted into the viral envelopes as spike-line projections in a ratio of approximately 4 : 1.15",4,Vaccine,Vaccine – Influenza,1.0
"The trivalent subunit vaccine is the predominant influenza vaccine used today. This vaccine is produced from viral strains that are identified early each year by the World Health Orga- nization, the Centers for Disease Control and Prevention",4,Vaccine,Vaccine – Influenza,1.0
"(CDC), and CBER. For U.S.-licensed manufacturers, the viral strains are normally acquired from CBER or CDC. European strains are typically provided by the National Institute for Biological Standards and Control, and Southern Hemisphere strains by the Therapeutic Goods Administration of Australia. These viral strains are used to prepare cells banks at each manufacturer, which cell banks are ultimately used as the inoculums for vaccine production.",-1,Noise / Outlier,Noise / Outlier,0.0
"The substrate most commonly used by producers of influ- enza vaccine is the 11-day-old embryonated chicken egg. A monovalent virus (suspension) is received from CBER or the CDC. The monovalent virus suspension is passed in eggs. The inoculated eggs are incubated for a specific time and tempera- ture regimen under controlled relative humidity and then har- vested. In the European Union, the number of passages from the original sample is limited. The harvested allantoic fluids, which contain the live virus, are tested for infectivity, titer, specificity, and sterility. These fluids are then stored wet frozen at extremely low temperatures to maintain the stability of the monovalent seed virus (MSV).16 This MSV is also certified by CBER.",13,Incubated,Incubated,1.0
"Once the MSV is introduced into the egg by automated inoculators, the virus is grown at incubated temperatures, and then the allantoic fluid is harvested and purified by high-speed centrifugation on a sucrose gradient or by chromatography. The purified virus is often split using a detergent before final filtration. The virus is inactivated using formaldehyde before or after the primary purification step, depending on the manufacturer. This is repeated for three or four strains of virus, and the individually tested and released inactivated viral con- centrates are combined and diluted to final vaccine strength. Fig. 5.2 outlines the overall process.",13,Incubated,Incubated,0.7742703379466291
"The inactivated virus vaccine described above is used for the majority of flu vaccine produced and sold today. In recent years, the inactivated influenza vaccine produced on mam- malian cell culture has been approved in a number of coun- tries. The process replaces the egg-based virus expansion with a certified cell line; the downstream processes are similar, but focused on removing the host cell protein and DNA to below designated thresholds. A recombinant influenza vaccine, pro- duced in insect cells infected with a recombinant baculovirus to express the hemagglutinin protein has also been approved in the United States.",4,Vaccine,Vaccine – Influenza,0.9872645254780156
Recombinant Protein (Hepatitis B),0,Vaccines,Vaccines – Hepatitis,1.0
"In July 1986, a recombinant hepatitis B vaccine was licensed in the United States. This vaccine built on the knowledge that heat-inactivated serum containing hepatitis B virus (HBV) and hepatitis B surface antigen (HBsAg) was not infectious, but was immunogenic and partially protective against subsequent exposure to HBV.17 HBsAg was the component that conferred protection to HBV on immunization.18 To produce this vaccine, the gene coding for HBsAg, or “S” gene, was inserted into an expression vector that was capable of directing the synthesis of large quantities of HBsAg in Saccharomyces cerevisiae. The HBsAg particles expressed by and purified from the yeast cells have been demonstrated to be equivalent to the HBsAg derived from the plasma of the blood of hepatitis B chronic carriers.17,19,20",0,Vaccines,Vaccines – Hepatitis,1.0
"The recombinant S. cerevisiae cells expressing HBsAg are grown in stirred tank fermenters. The medium used in this process is a complex fermentation medium that consists of an extract of yeast, soy peptone, dextrose, amino acids, and mineral salts. In-process testing is conducted on the fermenta- tion product to determine the percentage of host cells with the expression construct.7 At the end of the fermentation process, the HBsAg is harvested by lysing the yeast cells. It is",0,Vaccines,Vaccines – Hepatitis,1.0
"separated by hydrophobic interaction and size-exclusion chromatography. The resulting HBsAg is assembled into 22-nm–diameter lipoprotein particles. The HBsAg is purified to greater than 99% for protein by a series of physical and chemical methods. The purified protein is treated in phos- phate buffer with formaldehyde, sterile filtered, and then coprecipitated with alum (potassium aluminum sulfate) to form bulk vaccine adjuvanted with amorphous aluminum hydroxyphosphate sulfate. The vaccine contains no detectable yeast DNA but may contain not more than 1% yeast protein.7,19,21 In a second recombinant hepatitis B vaccine, the surface antigen expressed in S. cerevisiae cells is purified by several physiochemical steps and formulated as a suspension of the antigen absorbed on aluminum hydroxide. The proce- dures used in its manufacturing result in a product that con- tains no more than 5% yeast protein. No substances of human origin are used in its manufacture.20 Vaccines against hepatitis B prepared from recombinant yeast cultures are noninfec- tious20 and are free of association with human blood and blood products.19",0,Vaccines,Vaccines – Hepatitis,1.0
"Each lot of hepatitis B vaccine is tested for safety, in mice and",0,Vaccines,Vaccines – Hepatitis,1.0
"guinea pigs, and for sterility.19 QC product testing for purity and identity includes numerous chemical, biochemical, and physi- cal assays on the final product to assure thorough characteriza- tion and lot-to-lot consistency. Quantitative immunoassays using monoclonal antibodies can be used to measure the pres- ence of high levels of key epitopes on the yeast-derived HBsAg. A mouse potency assay is also used to measure the immunoge- nicity of hepatitis B vaccines. The effective dose capable of seroconverting 50% of the mice (ED50) is calculated.21",0,Vaccines,Vaccines – Hepatitis,1.0
"Hepatitis B vaccines are sterile suspensions for intramuscu- lar injection. The vaccine is supplied in four formulations: pediatric, adolescent/high-risk infant, adult, and dialysis.",0,Vaccines,Vaccines – Hepatitis,1.0
All formulations contain approximately 0.5 mg of alumi- num (provided as amorphous aluminum hydroxyphosphate sulfate) per milliliter of vaccine.19 Table 5.2 summarizes the QC testing requirements for the release of recombinant hepa- titis B vaccine.,0,Vaccines,Vaccines – Hepatitis,1.0
"Most vaccines are still released by CBER on a lot-by-lot basis; but for several extensively characterized vaccines, such as hepatitis B and human papillomavirus (HPV) vaccines, which are manufactured using recombinant DNA processes, this requirement has been eliminated.. Their manufacturing process includes significant purification, and they are exten- sively characterized by their analytical methods. In addition, hepatitis B vaccine had to demonstrate a “track record” of continued safety, purity, and potency to qualify for this exemption.7,22",0,Vaccines,Vaccines – Hepatitis,1.0
Embryonated eggs inspected and components (raw material) sampled/tested Certified influenza monovalent seed virus suspension inoculated into eggs Inoculated eggs incubated,13,Incubated,Incubated,0.7022410951335607
Eggs inspected and viable eggs refrigerated Allantoic fluid from eggs harvested (contains the live virus),13,Incubated,Incubated,1.0
"Virus concentrated, purified, and inactivated",20,Virus,Virus,1.0
Whole virus reduced to subunit particles by adding disrupting agents Purification of split virus,20,Virus,Virus,1.0
Preservative and stabilizers added (if required) Sterile filtration of split virus concentrate Monovalent split virus concentrate,20,Virus,Virus,1.0
Final bulk-trivalent types A and B influenza split virus vaccine QC and CBER release,4,Vaccine,Vaccine – Influenza,1.0
Bulk aseptically filled into final containers 100% inspection for particulated and other defects,12,Inspection,Inspection,1.0
Final containers labeled Containers packaged QA/QC release,12,Inspection,Inspection,1.0
Ship to customer,26,Ship,Ship,1.0
"Figure 5.2. Egg-based influenza vaccine manufacturing process flow. CBER, Center for Biologics Evaluation and Research (of the U.S. Food and Drug Administration); QA, quality assurance; QC, quality control.",1,Vaccines,Vaccines – Manufacture,0.9424092523697416
Conjugate Vaccine (Haemophilus influenzae Type B),6,Polysaccharide,Polysaccharide,0.7165980782049048
"The production of Haemophilus influenzae type b (Hib) conju- gate includes the separate production of capsular polysaccha- ride from Hib and a carrier protein such as tetanus protein from Clostridium tetani (i.e., purified tetanus toxoid), CRM",6,Polysaccharide,Polysaccharide,0.7209637215324497
"protein from Corynebacterium diphtheriae, or outer membrane protein complex of Neisseria meningitidis.",-1,Noise / Outlier,Noise / Outlier,0.0
"The capsular polysaccharide is produced in industrial bio- reactors using approved seeds of Hib. A crude intermediate is recovered from fermentation supernatant, using a cationic detergent. The resulting material is harvested by continuous- flow centrifugation. The paste is then resuspended in buffer,",6,Polysaccharide,Polysaccharide,0.7324332975339501
"and the polysaccharide is selectively dissociated from dis- rupted paste by increasing the ionic strength. The polysaccha- ride is then further purified by phenol extraction, ultrafiltration, and ethanol precipitation. The final material is precipitated with alcohol, dried under vacuum, and stored at −35°C for further processing.",6,Polysaccharide,Polysaccharide,1.0
"Tetanus protein is prepared in bioreactors using approved seeds of C. tetani. The crude toxin is recovered from the culture supernatant by continuous-flow centrifugation and diafiltra- tion. Crude toxin is then purified by a combination of frac- tional ammonium sulfate precipitation and ultrafiltration. The resulting purified toxin is detoxified using formaldehyde, concentrated by ultrafiltration, and stored at between 2°C and 8°C for further processing.",6,Polysaccharide,Polysaccharide,1.0
"The industrial conjugation process was initially developed using tetanus toxoid by a team headed by J.B. Robbins at the National Institute of Allergy and Infectious Diseases (NIAID), Bethesda, Maryland.23",6,Polysaccharide,Polysaccharide,1.0
Conjugate preparation is a two-step process that involves:,6,Polysaccharide,Polysaccharide,0.8574216679751218
"(a) activation of the Hib capsular polysaccharide and (b) con- jugation of activated polysaccharide to tetanus protein through a spacer. Activation includes chemical fragmentation of the native polysaccharide to a specified molecular weight target and covalent linkage of adipic acid dihydrazide. The activated polysaccharide is then covalently linked to the purified tetanus protein by carbodiimide-mediated condensation using 1-ethyl- 3(3-dimethylaminopropyl)carbodiimide. Purification of the conjugated material is performed to obtain high-molecular- weight conjugate molecules devoid of chemical residues and free protein and polysaccharide. Conjugate bulk is then diluted in an appropriate buffer, filled into unit-dose and/or multidose vials, and lyophilized.",6,Polysaccharide,Polysaccharide,1.0
Live Attenuated Vaccine (Measles),25,Vaccine,Vaccine – Paramyxoviridae,1.0
"The measles virus, isolated in 1954, is part of the genus Morbil- livirus in the family Paramyxoviridae. Current vaccines are derived from Edmonston, Moraten, or Schwarz strains. Such vaccines have been on the market since the 1960s and in combination (measles, mumps, rubella [MMR]) since the 1970s. The final vaccine is a live attenuated viral vaccine induc- ing immunity in more than 90% of recipients.",25,Vaccine,Vaccine – Paramyxoviridae,1.0
"For one measles vaccine, the manufacture of the vaccine starts with specific pathogen-free embryonated chicken eggs that are incubated several days. The embryos are collected and treated with trypsin to prepare the chick embryo fibroblasts for cell culture. All of the operations are done under strict aseptic conditions, performed by well-trained operators.",-1,Noise / Outlier,Noise / Outlier,0.0
"Cell culture are grown in roller bottles using fetal calf sera and M199 Hanks media for optimal cell growth. Chick embryo fibroblast cells are further infected by the viral working seed and incubated several days for viral culture. At the end of the viral culture, the cells are disrupted by mechanical lysis to release the virus. The virus is purified by centrifugation and filtration and stored frozen. After release of all QC tests, the vaccine is formulated alone or with mumps and rubella vac- cines and lyophilized to obtain the stable product. The vaccine is reconstituted just before use.",-1,Noise / Outlier,Noise / Outlier,0.0
"Other manufacturers use different cell substrates; for example, the Serum Institute of India uses human diploid cells to manufacture their measles vaccine (see http:// www.seruminstitute.com/content/products/product_ mvac.htm).",1,Vaccines,Vaccines – Manufacture,1.0
Virus-Like Particle–Based Vaccines,15,Vaccines,Vaccines – Virus,1.0
Traditional viral vaccines rely on attenuated virus strains or inactivation of infectious virus. Subunit vaccines based on,15,Vaccines,Vaccines – Virus,0.8908014093884923
"viral proteins expressed in heterologous systems have been effective for some pathogens, but have often had poor immu- nogenicity because of incorrect folding or modification.24 Virus-like particles (VLPs) are designed to mimic the overall structure of virus particles and, thus, preserve the native anti- genic conformation of the immunogenic proteins. VLPs have been produced for a wide range of taxonomically and structur- ally distinct viruses and have unique potential advantages in terms of safety and immunogenicity over previous approaches.1 Attenuation or inactivation of the VLP is not required; this is particularly important as epitopes are commonly modified by inactivation treatments.25 However, if a viral vector (e.g., bacu- lovirus) is used as the expression system, inactivation may be required if the purification process cannot eliminate residual viral activity.",7,Vlps,Vlps,0.7139477253637301
"For a VLP to be a realistic vaccine candidate, it needs to be",7,Vlps,Vlps,0.7591167249912797
"produced in a safe expression system that is easy to scale up to large-scale production1 and by an accompanying purifica- tion and inactivation process that will maintain native struc- ture and immunogenicity and will meet the requirements of today’s global regulatory authorities. A number of expression systems manufacture multimeric VLPs, including the baculo- virus expression system (BVES) in Sf9 and High Five cells, Escherichia coli, Aspergillus niger, Chinese hamster ovary cells, human function liver cells, baby hamster kidney cells, trans- genic plants (potato, tobacco, soybean), S. cerevisiae, Pichia pastoris, human embryonic kidney 293 (HEK293) cells, and lupin callus (a plant-cell production system) with yields ranging from 0.3 to 10 µg/mL or as high as 300 to 500 µg/mL with E. coli and HEK293 (purified).2",7,Vlps,Vlps,0.6618324743515057
"The BVES has proven quite versatile, demonstrating the capability of preparing vaccine candidates for papillomavirus, feline calicivirus, hepatitis E virus, porcine parvovirus, chicken anemia virus, porcine circovirus, SV40 (simian virus 40), poliovirus, bluetongue virus, rotavirus, hepatitis C virus, HIV, simian immunodeficiency virus, feline immunodeficiency virus, Newcastle disease virus, severe acute respiratory syn- drome (SARS) coronavirus, Hantaan virus, influenza A virus, and infectious bursal disease virus.1",-1,Noise / Outlier,Noise / Outlier,0.0
"Many pathogenic viruses, such as influenza, HIV, and hep- atitis C, are surrounded by an envelope, a membrane that consists of a lipid bilayer derived from the host cell, inserted with virus glycoprotein spikes. These proteins are targets of neutralizing antibodies and are essential components of a vaccine. Owing to inherent properties of the lipid envelope, assembly of VLPs in insect cells for these viral vaccines is a different type of technical challenge to those produced viruses with multiple capsids.1 For these targets, production of VLPs is a challenging task because the synthesis and assembly of one or more recombinant proteins may be required. This is the case for VLPs of rotavirus, which is an RNA virus with capsids formed by 1860 monomers of four different proteins. In addi- tion, the production of most VLPs requires the simultaneous expression and assembly of several recombinant proteins, which, in the case of RLP, needs to occur in a single host cell.26 Purification of VLPs also constitutes a particularly challenging task. VLPs are structures of several nanometers in diameter and of molecular weights in the range of 106 Da. Also, for guaranteeing the quality of the product, it is not sufficient to demonstrate the absence of contaminant proteins; it is also necessary to show that proteins are correctly assembled into VLPs.",7,Vlps,Vlps,0.7139477253637301
Production of HPV VLPs represents another challenge. The,7,Vlps,Vlps,1.0
"HPV type 16 major 55-kDa capsids protein, L1, when pro- duced in certain recombinant expression systems such as S. cerevisiae, can form irregularly shaped VLPs with a broad size distribution. These HPV VLPs are inherently unstable and tend to aggregate in solution. The primary challenge of HPV vaccine",7,Vlps,Vlps,1.0
"formulation development was the preparation of aqueous HPV VLP solutions that are stable under a variety of purifica- tion, processing, and storage conditions. By treating the HPV VLPs through a process of disassembly and reassembly, the stability and in vitro potency of the vaccine are enhanced significantly. In addition, the in vivo immunogenicity of the vaccine was also improved by as much as approximately 10-fold, as shown in mouse potency studies.27 The disassem- bly and reassembly of particles may also be important to remove residual proteins from the expression system or host cells used in the production and is a serious processing chal- lenge, particularly for enveloped VLPs.",7,Vlps,Vlps,0.754457113253874
PRODUCT DEVELOPMENT,16,Manufacturing,Manufacturing,0.6621164465054344
"Vaccine development involves the process of taking a new antigen or immunogen identified in the research process and developing this substance into a final vaccine that can be evaluated through preclinical and clinical studies to determine the safety and efficacy of the resultant vaccine. During this process, the product’s components, in-process materials, final product specifications, and manufacturing process are defined. The manufacturing scale used during development is usually significantly smaller than that used in the final manufacturing process. Phase I and, sometimes, Phase II clinical trial vaccines are typically produced in product development, but it is usually anticipated that at least one of the three or more consistency lots used for Phase III clinical trials will be manu- factured at full-scale production volume. The product manu- factured during the development phase is manufactured according to current GMP.28",1,Vaccines,Vaccines – Manufacture,1.0
INDUSTRY’S RESPONSE TO NEW CHALLENGES,5,Flexibility,Flexibility,0.637310627141875
Manufacturing Flexibility in Scale-Up: New Trends in Single Use,5,Flexibility,Flexibility,1.0
"Early vaccines were produced in vivo (e.g., infecting calves with cowpox or rabbits with rabies virus; indeed, most influ- enza virus vaccines are still made in chicken embryos) and used neat or purified with largely glass lab equipment. Later, the animal cells used for viral vaccines were grown in vitro (e.g., roller bottles) and then infected to amplify virus for viral vaccines; later these cells were grown on microcarriers in deep culture to enable high manufacturing volumes and efficien- cies. Microbial vaccines have been produced in large (500 to 5000 L) bioreactors at larger scale. These products were pro- cessed in stainless steel equipment for purification. Large-scale production was used to increase capacity to meet the increased demand for these lifesaving products. The cost of these facili- ties was increasingly expensive through the past few decades, and systems were increasingly complex to automate, clean, sterilize, and validate the facilities for manufacturing. Large central manufacturing facilities enabled lower cost of manu- facturing; higher volumes were needed to lower the high fixed cost of construction, validation, and operation. The large central facilities were increasingly efficient, but also limited the manufacturing to a limited number of sites in developed countries.",-1,Noise / Outlier,Noise / Outlier,0.0
Higher production yields and new manufacturing tech-,5,Flexibility,Flexibility,0.5998524484935888
"niques, and an increasing focus on personalized medicine and niche products (e.g., low-volume products for rare diseases),29 has allowed a new paradigm of smaller manufacturing facili- ties and bioreactors. The advent of disposable single-use equipment has eliminated the high cost of cleaning and steril- izing manufacturing equipment, reducing the complexity and cost of manufacturing facilities, and allowing economical",21,Bioreactors,Bioreactors,1.0
manufacturing at smaller scale. Manufacturing systems that were enabled by 100% single-use technology enabled com- petitive pricing and a significant time advantage in smaller facilities.30 The promise of the technology is clear and has triggered a significant investment by equipment developers into the single-use space.,5,Flexibility,Flexibility,1.0
"The single-use promise is significant; however, there are a number of hurdles as in any new technology format. Glass and stainless steel equipment of historical manufacturing pro- cesses is generally inert and do not contribute impurities to the manufacturing process. The polymers used in single-use equipment may have different reactivity with the product (extractables and leachables), have been shown to shed par- ticulate, and have shown a tendency to leak. Many of these concerns are being overcome in time through polymer engi- neering, and altering production techniques. Next, the ability to eliminate the high cost of cleaning and sterilizing equip- ment requires that the entire system be single-use. Many pro- cesses have not been able to make this conversion because of yield (low yield means high volume; volumes >2000 L are challenging because of weight and hydrostatic pressure), pres- sure (high O2 demand, aeration volume, or flow rate), solvent use, and temperature control (heat transfer limitations). Chro- matography also has been a challenging process in single-use systems, although there are promising advances and increas- ing options for prepacked columns.29",21,Bioreactors,Bioreactors,1.0
With the promise and dynamic pace of advancement in,5,Flexibility,Flexibility,0.637310627141875
"single-use systems, manufacturers are faced with a plethora of options and a jigsaw puzzle of parts to connect effectively. As the industry is rather new, the standards necessary to allow interconnectivity of parts are still marginal but gaining atten- tion.31 Standards are in development for extractables and leachables, particulate classification and management, integ- rity, supplier evaluation, and interchangeability. Governing and sponsoring agencies include Parental Drug Associate, Bio- Process Systems Alliance, Extractables and Leachables Safety Information Exchange, Product Quality Research Institute, International Society of Pharmaceutical Engineers, American Society for Testing Materials, and United States Pharmacopeia, to name a few. Managing standards will be key to an effective use and integration of technologies supporting the vision of 100% single-use, reliable contingency supplies, robust supply chains, and limited surprises in change management.",2,Bioprocess,Bioprocess,1.0
Promise and Challenges of Distributed Manufacturing,5,Flexibility,Flexibility,0.6697566003625244
