solitude_id,solitude_label,gerotranscendence_id,gerotranscendence_label,similarity,relationship,merged_topic,extracted_relations
86,Aloneness,33,Loneliness,0.600938081741333,related,Aloneness → Loneliness,"['are', 'lacks', 'may', 'be further']"
86,Aloneness,76,Solitude,0.6102395057678223,related,Aloneness → Solitude,"['are', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
86,Aloneness,92,Solitude,0.6375513672828674,related,Aloneness → Solitude,"['are', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
97,Loneliness,92,Solitude,0.6302626132965088,related,Loneliness → Solitude,"['found', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
98,Loneliness,92,Solitude,0.6187162399291992,related,Loneliness → Solitude,"['is in', 'has', 'was', 'was associated with', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
106,Solitary,92,Solitude,0.6240519285202026,related,Solitary → Solitude,"['is', 'affords', 'engage in', 'is beneficial in', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
130,Solitude,6,Solitude,0.6486660242080688,related,Solitude → Solitude,"['summarize', 'review', 'identify', 'comes for', 'comes from', 'provokes', 'is in', 'call', 'is', 'is highly evident in', 'is evident in']"
130,Solitude,33,Loneliness,0.6097411513328552,related,Solitude → Loneliness,"['summarize', 'review', 'identify', 'comes for', 'comes from', 'provokes', 'is in', 'lacks', 'may', 'be further']"
130,Solitude,76,Solitude,0.705952525138855,related,Solitude → Solitude,"['summarize', 'review', 'identify', 'comes for', 'comes from', 'provokes', 'is in', 'redefines importance According', 'redefines', 'becomes', 'need for', 'decreased need for', 'noticed']"
130,Solitude,92,Solitude,0.7006891369819641,related,Solitude → Solitude,"['summarize', 'review', 'identify', 'comes for', 'comes from', 'provokes', 'is in', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
130,Solitude,162,Solitude,0.620147705078125,related,Solitude → Solitude,"['summarize', 'review', 'identify', 'comes for', 'comes from', 'provokes', 'is in', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'is', 'shows', 'need for', 'also shows', 'reduce']"
141,Solitude,6,Solitude,0.6316776275634766,related,Solitude → Solitude,"['call', 'is', 'is highly evident in', 'is evident in']"
141,Solitude,76,Solitude,0.6436196565628052,related,Solitude → Solitude,"['redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
141,Solitude,92,Solitude,0.7001239657402039,related,Solitude → Solitude,"['correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
141,Solitude,123,Solitude,0.6590766906738281,related,Solitude → Solitude,"['need for', 'with satisfaction is', 'is with', 'also correlates with', 'correlates with', 'correlates negatively with', 'also correlates negatively with']"
141,Solitude,169,Crises,0.6044360995292664,related,Solitude → Crises,"['seem In', 'seem', 'experienced']"
153,Introversion,92,Solitude,0.6543701887130737,related,Introversion → Solitude,"['primary conceptual characteristic of is', 'is', 'is experience of', 'conceptual characteristic of is', 'primary characteristic of is', 'is frequent experience of', 'characteristic of is', 'have reviewed', 'spend', 'have already reviewed', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
155,Solitude,92,Solitude,0.6687974333763123,related,Solitude → Solitude,"['correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
157,Ostracism,33,Loneliness,0.6031605005264282,related,Ostracism → Loneliness,"['is', '’s', 'lacks', 'may', 'be further']"
157,Ostracism,76,Solitude,0.6066110730171204,related,Ostracism → Solitude,"['is', '’s', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
157,Ostracism,92,Solitude,0.6351643800735474,related,Ostracism → Solitude,"['is', '’s', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
171,Aloneness,92,Solitude,0.6585850119590759,related,Aloneness → Solitude,"['is in', 'might', 'of', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
175,Loneliness,33,Loneliness,0.6645346879959106,related,Loneliness → Loneliness,"['is', 'is often defined as', 'is often defined In', 'is defined In', 'is defined as', 'is with', 'lacks', 'may', 'be further']"
175,Loneliness,52,Solitude,0.6090559959411621,related,Loneliness → Solitude,"['is', 'is often defined as', 'is often defined In', 'is defined In', 'is defined as', 'is with']"
175,Loneliness,76,Solitude,0.608453631401062,related,Loneliness → Solitude,"['is', 'is often defined as', 'is often defined In', 'is defined In', 'is defined as', 'is with', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
175,Loneliness,92,Solitude,0.6263352036476135,related,Loneliness → Solitude,"['is', 'is often defined as', 'is often defined In', 'is defined In', 'is defined as', 'is with', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
175,Loneliness,162,Solitude,0.6031708717346191,related,Loneliness → Solitude,"['is', 'is often defined as', 'is often defined In', 'is defined In', 'is defined as', 'is with', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'shows', 'need for', 'also shows', 'reduce']"
176,Solitude,6,Solitude,0.6969118118286133,related,Solitude → Solitude,"['experience', 'is sought out because', 'is component of', 'is also component of', 'is', 'call', 'is highly evident in', 'is evident in']"
176,Solitude,33,Loneliness,0.6531610488891602,related,Solitude → Loneliness,"['experience', 'is sought out because', 'is component of', 'is also component of', 'is', 'lacks', 'may', 'be further']"
176,Solitude,52,Solitude,0.6153599619865417,related,Solitude → Solitude,"['experience', 'is sought out because', 'is component of', 'is also component of', 'is']"
176,Solitude,76,Solitude,0.6917174458503723,related,Solitude → Solitude,"['experience', 'is sought out because', 'is component of', 'is also component of', 'is', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
176,Solitude,92,Solitude,0.7581495642662048,strong_match,Solitude → Solitude,"['experience', 'is sought out because', 'is component of', 'is also component of', 'is', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
176,Solitude,123,Solitude,0.7143546342849731,related,Solitude → Solitude,"['experience', 'is sought out because', 'is component of', 'is also component of', 'is', 'need for', 'with satisfaction is', 'is with', 'also correlates with', 'correlates with', 'correlates negatively with', 'also correlates negatively with']"
178,Loneliness,33,Loneliness,0.6280538439750671,related,Loneliness → Loneliness,"['is', 'being of', 'lacks', 'may', 'be further']"
178,Loneliness,92,Solitude,0.6252143979072571,related,Loneliness → Solitude,"['is', 'being of', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
180,Solitude,48,Solitude,0.73039710521698,related,Solitude → Solitude,"['have', 'seems Unlike', 'looks like', 'shows in', 'increases up to', 'remains', 'remains after']"
180,Solitude,52,Solitude,0.6046136021614075,related,Solitude → Solitude,"['have', 'seems Unlike']"
180,Solitude,92,Solitude,0.628240704536438,related,Solitude → Solitude,"['have', 'seems Unlike', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
180,Solitude,123,Solitude,0.6086769104003906,related,Solitude → Solitude,"['have', 'seems Unlike', 'need for', 'with satisfaction is', 'is with', 'also correlates with', 'correlates with', 'correlates negatively with', 'also correlates negatively with']"
180,Solitude,162,Solitude,0.6777310967445374,related,Solitude → Solitude,"['have', 'seems Unlike', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'is', 'shows', 'need for', 'also shows', 'reduce']"
191,Loneliness,6,Solitude,0.6386134028434753,related,Loneliness → Solitude,"['is with', 'is important', 'maintain', 'call', 'is', 'is highly evident in', 'is evident in']"
191,Loneliness,33,Loneliness,0.6397873163223267,related,Loneliness → Loneliness,"['is with', 'is important', 'maintain', 'lacks', 'may', 'be further']"
191,Loneliness,76,Solitude,0.6460468769073486,related,Loneliness → Solitude,"['is with', 'is important', 'maintain', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
191,Loneliness,92,Solitude,0.651923418045044,related,Loneliness → Solitude,"['is with', 'is important', 'maintain', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
200,Solitude,162,Solitude,0.6274808645248413,related,Solitude → Solitude,"['focus on', 'is in', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'is', 'shows', 'need for', 'also shows', 'reduce']"
207,Solitude,92,Solitude,0.652680516242981,related,Solitude → Solitude,"['is in', 'have extended', 'have extended knowledge In', 'advances in', 'Progress in', 'isolate', 'have advanced', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
209,Solitude,6,Solitude,0.6627417802810669,related,Solitude → Solitude,"['consider In', 'is given to', 'is', 'call', 'is highly evident in', 'is evident in']"
209,Solitude,76,Solitude,0.6792567372322083,related,Solitude → Solitude,"['consider In', 'is given to', 'is', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
209,Solitude,92,Solitude,0.702226459980011,related,Solitude → Solitude,"['consider In', 'is given to', 'is', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
209,Solitude,123,Solitude,0.6041656136512756,related,Solitude → Solitude,"['consider In', 'is given to', 'is', 'need for', 'with satisfaction is', 'is with', 'also correlates with', 'correlates with', 'correlates negatively with', 'also correlates negatively with']"
209,Solitude,162,Solitude,0.6246240735054016,related,Solitude → Solitude,"['consider In', 'is given to', 'is', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'shows', 'need for', 'also shows', 'reduce']"
213,Solitude,92,Solitude,0.6727312803268433,related,Solitude → Solitude,"['would push', 'would push field in', 'identify', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
213,Solitude,162,Solitude,0.6355974674224854,related,Solitude → Solitude,"['would push', 'would push field in', 'identify', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'is', 'shows', 'need for', 'also shows', 'reduce']"
223,Loneliness,76,Solitude,0.6127884984016418,related,Loneliness → Solitude,"['also seem', 'impact', 'seem', 'was', 'was found', 'was found For', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
226,Solitude,6,Solitude,0.6715739369392395,related,Solitude → Solitude,"['is', 'is associated with', 'can', 'lead to', 'call', 'is highly evident in', 'is evident in']"
226,Solitude,33,Loneliness,0.6586816310882568,related,Solitude → Loneliness,"['is', 'is associated with', 'can', 'lead to', 'lacks', 'may', 'be further']"
226,Solitude,76,Solitude,0.6520230174064636,related,Solitude → Solitude,"['is', 'is associated with', 'can', 'lead to', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
226,Solitude,92,Solitude,0.739569365978241,related,Solitude → Solitude,"['is', 'is associated with', 'can', 'lead to', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
226,Solitude,123,Solitude,0.6397885680198669,related,Solitude → Solitude,"['is', 'is associated with', 'can', 'lead to', 'need for', 'with satisfaction is', 'is with', 'also correlates with', 'correlates with', 'correlates negatively with', 'also correlates negatively with']"
226,Solitude,162,Solitude,0.6370572447776794,related,Solitude → Solitude,"['is', 'is associated with', 'can', 'lead to', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'shows', 'need for', 'also shows', 'reduce']"
226,Solitude,169,Crises,0.6058691143989563,related,Solitude → Crises,"['is', 'is associated with', 'can', 'lead to', 'seem In', 'seem', 'experienced']"
229,Solitude,6,Solitude,0.6338785290718079,related,Solitude → Solitude,"['be', 'consider', 'consider affiliation', 'have', 'meet', 'call', 'is', 'is highly evident in', 'is evident in']"
229,Solitude,33,Loneliness,0.6769206523895264,related,Solitude → Loneliness,"['be', 'consider', 'consider affiliation', 'have', 'meet', 'lacks', 'may', 'be further']"
229,Solitude,76,Solitude,0.7039411664009094,related,Solitude → Solitude,"['be', 'consider', 'consider affiliation', 'have', 'meet', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
229,Solitude,92,Solitude,0.7915155291557312,strong_match,Solitude → Solitude,"['be', 'consider', 'consider affiliation', 'have', 'meet', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
229,Solitude,123,Solitude,0.6365993618965149,related,Solitude → Solitude,"['be', 'consider', 'consider affiliation', 'have', 'meet', 'need for', 'with satisfaction is', 'is with', 'also correlates with', 'correlates with', 'correlates negatively with', 'also correlates negatively with']"
234,Loneliness,33,Loneliness,0.6025406122207642,related,Loneliness → Loneliness,"['lacks', 'Adverse Effects of', 'Effects of', 'may', 'be further']"
242,Solitude,6,Solitude,0.66166752576828,related,Solitude → Solitude,"['undertake', 'undertake analysis In', 'consider evidence As', 'consider', 'consider As', 'call', 'is', 'is highly evident in', 'is evident in']"
242,Solitude,33,Loneliness,0.6251592040061951,related,Solitude → Loneliness,"['undertake', 'undertake analysis In', 'consider evidence As', 'consider', 'consider As', 'lacks', 'may', 'be further']"
242,Solitude,76,Solitude,0.6727747917175293,related,Solitude → Solitude,"['undertake', 'undertake analysis In', 'consider evidence As', 'consider', 'consider As', 'redefines importance According', 'redefines', 'becomes', 'is in', 'need for', 'decreased need for', 'noticed']"
242,Solitude,92,Solitude,0.7145491242408752,related,Solitude → Solitude,"['undertake', 'undertake analysis In', 'consider evidence As', 'consider', 'consider As', 'correlated In', 'correlated negatively In', 'correlated negatively with', 'correlated with']"
242,Solitude,123,Solitude,0.6141065359115601,related,Solitude → Solitude,"['undertake', 'undertake analysis In', 'consider evidence As', 'consider', 'consider As', 'need for', 'with satisfaction is', 'is with', 'also correlates with', 'correlates with', 'correlates negatively with', 'also correlates negatively with']"
242,Solitude,162,Solitude,0.6152788996696472,related,Solitude → Solitude,"['undertake', 'undertake analysis In', 'consider evidence As', 'consider', 'consider As', 'is shown for', 'is also shown for', 'is also shown In', 'is shown In', 'is', 'shows', 'need for', 'also shows', 'reduce']"
242,Solitude,169,Crises,0.609963059425354,related,Solitude → Crises,"['undertake', 'undertake analysis In', 'consider evidence As', 'consider', 'consider As', 'seem In', 'seem', 'experienced']"
243,Solitude,6,Solitude,0.6346505880355835,related,Solitude → Solitude,"['tends', 'is', 'is highly evident in', 'is evident in']"
243,Solitude,76,Solitude,0.6862424612045288,related,Solitude → Solitude,"['tends', 'redefines', 'becomes', 'importance of', 'is in', 'need for', 'decreased need for', 'noticed']"
243,Solitude,92,Solitude,0.6815801858901978,related,Solitude → Solitude,"['tends', 'correlated In', 'Next correlated negatively In', 'Next correlated negatively with', 'Next correlated In', 'correlated negatively In', 'correlated negatively with', 'Next correlated with', 'correlated with']"
