Document,Topic,Auto_Label,Descriptive_Label,Probability
Vaccines should not be reconstituted until immediately,24,Vaccine,Vaccine – Freezers,0.11775985141309911
"before use. If not administered within the interval recom- mended by the manufacturer, reconstituted vaccine should be discarded.5 Only the diluent provided by the manufacturer should be used to reconstitute a lyophilized vaccine. With the exception of OPV, live virus vaccines should not be refrozen after thawing.",24,Vaccine,Vaccine – Freezers,0.11775985141309911
"Certain vaccines are distributed in multidose vials. When opened, the remaining doses from partially used multidose vials can be administered until the expiration date printed on the vial or vaccine packaging unless otherwise specified by the manufacturer, provided that the vial has been stored correctly and that the vaccine is not contaminated.5",0,Vaccines,Vaccines – Shipping,1.0
VACCINE ADMINISTRATION,0,Vaccines,Vaccines – Shipping,1.0
"Complete and accurate records documenting administration of all vaccines should be maintained by healthcare providers who administer vaccines and vaccine recipients (or their parents). For each immunization, the following information should be recorded: (a) date of vaccination; (b) product administered, manufacturer, lot number, and expiration date;",0,Vaccines,Vaccines – Shipping,1.0
"(c) site and route of administration; and (d) name, address, and title of healthcare provider administering the vaccine.",0,Vaccines,Vaccines – Shipping,1.0
Infection Control and Sterile Injection Technique,16,Syringes,Syringes,0.9639777425029656
"Infection resulting from administration of vaccines is unlikely if appropriate precautions are utilized. Hands should be washed with soap and water or cleansed with an alcohol- based waterless antiseptic hand rub before each patient contact to reduce the risk of bacterial contamination and transmission of microorganisms between vaccine recipients and healthcare personnel. In general, use of protective gloves is not necessary when administering vaccines unless the healthcare provider",-1,Noise / Outlier,Noise / Outlier,0.0
"will have contact with potentially infectious body fluids or has open lesions on the hands.2,5",-1,Noise / Outlier,Noise / Outlier,0.0
"Failure to follow relevant infection control guidelines can result in transmission of bloodborne pathogens or bacterial infection and abscess formation. Contamination of an injec- tion site can occur from bacteria on the skin at the site of injection. To prevent such contamination, skin at the injection site should be prepared with isopropyl alcohol (70%) or another disinfecting agent and allowed to dry before injection. Transmission of pathogens also can occur if needles, syringes, vaccines, or other equipment used to administer vaccines becomes contaminated. To prevent such contamination, syringes and needles must be sterile. A separate needle and syringe should be used for each injection. Disposable needles and syringes should be discarded after a single use in a labeled, puncture-proof container to prevent inadvertent needle-stick injury or reuse. Because recapping and removing a used needle from a syringe can result in injury to the user, needles should not be recapped after use.5 The needle and syringe should be discarded as a single unit without removing the needle from the syringe. Single-use disposable needles and syringes should not be sterilized and reused.",16,Syringes,Syringes,1.0
"If only reusable (i.e., nondisposable) needles and syringes",16,Syringes,Syringes,1.0
"are available, they must be thoroughly cleaned and sterilized after each injection to prevent transmission of bloodborne or other pathogens between patients. Reusable syringes are usually glass rather than plastic. Because of its inert character- istics, glass can be cleaned and sterilized more easily than plastic. Because hypodermic needles enter deep tissues, great care must be taken to ensure that all contaminants are removed from the needle and syringe.8 Liquid germicides alone are insufficient for needle sterilization because of the restricted access of the chemical agent to the lumen of the needle. Strict adherence to the recommended time and temperature for the sterilization procedure used must be observed.",16,Syringes,Syringes,0.9022089554314889
"Most vaccines have a similar appearance after they are drawn into a syringe. Cases in which the wrong vaccine was administered often are attributable to the practice of prefilling syringes or drawing doses of a vaccine into multiple syringes before their immediate need.5 The routine practice of prefill- ing syringes should be discouraged because of the potential for such administration errors. To prevent errors, vaccine doses should not be drawn into a syringe until immediately before administration. In certain circumstances in which a single vaccine type is used (e.g., in a community influenza vaccina- tion campaign), filling a small number (10 or fewer) of syringes before their immediate use may be considered. Care should be taken to ensure that the cold chain and sterility are maintained until the vaccine is administered. When the syringes are filled, the type of vaccine, lot number, and date of filling must be labeled accurately on each syringe, and the doses should be administered as soon as possible after filling, by the same person who filled the syringes. Manufacturer prefilled-syringes that are activated (i.e., syringe cap removed or needle attached) but unused should be discarded at the end of the clinic day. Likewise, vaccine drawn into syringes by the user (i.e., not by the manufacturer) should be discarded at the end of the clinic day.",16,Syringes,Syringes,1.0
Route of Administration,-1,Noise / Outlier,Noise / Outlier,0.0
"One or more routes of administration (e.g., intramuscular, subcutaneous, intradermal, intranasal, and oral) are recom- mended for each vaccine and are listed in the manufacturer’s product label and in published recommendations of immu- nization advisory committees (Table 9.1).2,5 These routes usually are determined during prelicensure vaccine studies and are based on vaccine composition and immunogenicity.",88,Vaccine,Vaccine – Administered,1.0
"Vaccines should be administered in sites where they elicit the desired immune response and where the likelihood of local tissue, neural, or vascular injury is minimal.2 To avoid unnec- essary local and systemic adverse events and to ensure the appropriate immune response, people administering vaccines should not deviate from the recommended route of adminis- tration in the product label. A route of administration or anatomic site of injection different from that recommended can result in an inadequate immune response. For example, the immunogenicity of hepatitis B vaccine and rabies vaccine is substantially lower when the gluteal instead of the deltoid vaccination site is used.9,10 The reduced immunogenicity pre- sumably is a result of inadvertent injection into subcutaneous or deep fatty tissue rather than into muscle.",88,Vaccine,Vaccine – Administered,1.0
"Deep intramuscular injection generally is recommended for adjuvant-containing vaccines because subcutaneous or intradermal administration can cause marked local irritation, induration, skin discoloration, inflammation, and granuloma formation.5 However, subcutaneous injection can lessen the risk of local neurovascular injury and is recommended for vaccines that are less reactogenic but immunogenic when administered by this route, such as live virus vaccines. Intra- dermal administration is preferred for live bacille Calmette- Guérin (BCG) vaccine and one brand of inactivated influenza vaccine.11",88,Vaccine,Vaccine – Administered,1.0
"Aspiration before injection of vaccines or toxoids (i.e., pulling back on the syringe plunger after needle insertion, before injection) is not necessary because there are no large blood vessels at the recommended injection sites. Also, the process of aspiration can be painful, especially for infants.12",-1,Noise / Outlier,Noise / Outlier,0.0
Subcutaneous Injections,69,Injections,Injections – Intramus,1.0
"Vaccines recommended for subcutaneous injection usually are administered into the thigh of infants younger than 12 months of age and into the upper, outer triceps area of persons 12 months of age or older. Subcutaneous injections also can be administered into the upper, outer triceps area of an infant. A 58 -inch, 23- to 25-gauge needle is recommended in most situations.2,5 The needle is inserted into the tissues below the dermal layer of the skin. To avoid administering the vaccine into a muscle, the skin and subcutaneous tissue should be held gently between the thumb and fingers to raise these tissues from the muscle layer. The needle is inserted into the resulting skinfold at an approximately 45-degree angle.5",57,Injections,Injections – Vaccines,0.9510813051651384
Intramuscular Injections,69,Injections,Injections – Intramus,1.0
"Selection of the site of injection and needle size is based on the volume of vaccine to be administered, the thickness of the overlying subcutaneous tissue, the size of the muscle, and the desired depth below the muscle surface into which the mate- rial is to be injected.",57,Injections,Injections – Vaccines,1.0
"The quadriceps muscle mass in the anterolateral thigh is most commonly used for intramuscular injection in infants, whereas the deltoid muscle of the upper arm is the usual recommended site for older children and adults. After a child begins to walk, the upper arm is the preferred site.13 By this age, the child’s deltoid muscle is usually large enough to be used for intramuscular injection. Although the anterolateral thigh is also an acceptable site, intramuscular injection into the thighs of 18-month-old children has been reported to cause transient limping.14,15 For infants and younger children, if more than two vaccines are injected in a single limb, the thigh is the preferred site because of the greater muscle mass; the injections should be sufficiently separated (i.e., ≥1 inch) so that any local reactions can be differentiated.13,14",61,Intramuscular,Intramuscular,0.8777078324103418
"Because of the potential risk of injury to the sciatic nerve, the gluteal region is not recommended for routine vaccina- tion.2,5 This recommendation is based primarily on reported cases of sciatic nerve injury resulting from injection of antimi- crobial agents or antiserum into the gluteus.16,17 No reports of direct nerve injury resulting from gluteal injection of current childhood vaccines have been published.",96,Sciatic,Sciatic,1.0
"If injections are given in the gluteal site, care must be taken to avoid nerve injury. The central region of the buttocks should be avoided. The needle should be inserted into the upper, outer quadrant and directed anteriorly (i.e., not cau- dally or perpendicular to the skin surface). If the gluteal muscle is chosen, injection should be lateral and superior to a line between the posterior superior iliac spine and the greater trochanter or the ventrogluteal site (i.e., the center of the triangle bounded by the anterior superior iliac spine, the tubercle of the iliac crest, and the upper border of the greater trochanter of the femur). These areas are free of major neurovascular structures. Because of the large volume that must be injected and its large muscle mass, the gluteal site",96,Sciatic,Sciatic,1.0
"often is used for passive immunization with immunoglobulin preparations.2,5",97,Immunoglobulin,Immunoglobulin,1.0
"A 22- to 25-gauge needle is appropriate for intramuscular administration of most vaccines. The ideal needle length may depend on the vaccination technique.18 One technique for intramuscular injections consists of gently bunching the muscle in the free hand while the needle is inserted perpen- dicular to the skin. A second technique consists of using the thumb and index finger to stretch the skin flat over the injec- tion site while inserting the needle perpendicular to the skin and injecting the vaccine.18,19",57,Injections,Injections – Vaccines,1.0
"The subcutaneous tissue and muscle layer thickness of the anterolateral thigh and deltoid region have been determined by ultrasonography.18,20,21 On the basis of the resulting data, a 58-inch (16-mm) needle used according to the second tech- nique described above is estimated to be adequate for intra- muscular injection in the thigh of infants and toddlers and in the deltoid of toddlers.18 However, when using the “bunching” technique described above, a 78 - to 1-inch (22- to 25-mm) needle  would  be  necessary  for  adequate  intramuscular",61,Intramuscular,Intramuscular,1.0
"penetration of the thigh of a 4-month-old infant and of the thigh and deltoid of toddlers and older children.2,5,18,20 For injection into the thigh of children 3 years through 10 years of age, the needle length must be 1- to 1.25-inches in length.22",61,Intramuscular,Intramuscular,1.0
"For adolescents and adults, the ideal needle length for intramuscular injection depends on the weight and sex of the vaccinee. For adolescents the deltoid muscle is preferred; however, the anterolateral thigh may be used, and if used the needle must be 1- to 1.5-inches in length.23 Poland and col- leagues21 reported that women have a greater deltoid fat pad thickness by ultrasonography and a greater deltoid skinfold thickness than men of an equal body mass index. These authors recommended a 1-inch (25-mm) needle for men for all weight ranges studied (i.e., 59–118 kg); a 58 - to 1-inch (16–25-mm) needle is recommended for women weighing less than 60 kg, a 1-inch (25-mm) needle is sufficient for women who weigh 60 to 90 kg, and a 1.5-inch (38-mm) needle is recommended for women who weigh more than 90 kg and men who weigh more than 118 kg.5,21",61,Intramuscular,Intramuscular,0.8777078324103418
Vaccinating Persons With Bleeding Disorders and Persons Receiving Anticoagulant Therapy,8,Vaccination,Vaccination – Revaccination,0.10784717728111418
Persons with bleeding disorders such as hemophilia and persons receiving anticoagulant therapy can be at increased risk for bleeding after intramuscular injection. If possible vac- cination could be scheduled prior to the use of anticoagulant therapy so that the patients’ risk of bleeding is not increased by their therapeutic action.,-1,Noise / Outlier,Noise / Outlier,0.0
"A 23-gauge or smaller needle should be used for the vac- cination, and firm pressure without rubbing should be applied to the site for at least 2 minutes following injection. Alterna- tively, vaccines recommended for intramuscular injection could be administered subcutaneously to persons with a bleeding disorder if the immune response and clinical reac- tion to these vaccines are expected to be comparable by either route of injection, such as meningococcal conjugate vaccine and hepatitis A vaccine.2,24,25",-1,Noise / Outlier,Noise / Outlier,0.0
Intradermal Injections,69,Injections,Injections – Intramus,1.0
"BCG, one influenza vaccine, and smallpox vaccine are the only vaccines in the United States licensed for intradermal admin- istration. Intradermal influenza vaccine is administered near the middle of the upper arm, over the insertion of the deltoid muscle. The intradermal influenza vaccine is administered using a prefilled 350-inch microneedle injector system.",104,Intranasal,Intranasal,1.0
Smallpox (vaccinia) vaccine is administered by the intra-,-1,Noise / Outlier,Noise / Outlier,0.0
"dermal route using multiple punctures with a unique bifur- cated needle held perpendicular to the skin (see Chapter 33). A successful vaccination results in a pustular lesion (“Jenne- rian pustule”) at the vaccination site 6 to 8 days after primary vaccination. The skin reaction following revaccination may be less pronounced, with more rapid progression and healing, than that after primary vaccination.26",8,Vaccination,Vaccination – Revaccination,0.1632674422245261
Oral Administration,-1,Noise / Outlier,Noise / Outlier,0.0
"For vaccines given orally, the vaccine must be swallowed and retained. A dose of oral polio vaccine (OPV) should be repeated immediately if a patient spits out, does not swallow, or regurgitates a dose within 10 minutes after administra- tion.24 However, readministration of rotavirus vaccine is not recommended if the dose is spat out or regurgitated. No data exist on the benefits or risks associated with readministering a dose of regurgitated rotavirus vaccine. The infant should receive the remaining recommended doses of rotavirus vaccine",9,Vaccines,Vaccines – Rotavirus,1.0
"following the routine schedule (with a 4-week minimum interval between doses).5,27",-1,Noise / Outlier,Noise / Outlier,0.0
Intranasal Route,104,Intranasal,Intranasal,1.0
"Live attenuated influenza vaccine (LAIV) is licensed for healthy nonpregnant persons 2 through 49 years of age and is the only vaccine administered by the intranasal route. The administra- tion device is a nasal sprayer with a dose-divider clip that allows introduction of one 0.1-mL spray into each naris. The tip should be inserted slightly into the naris before administra- tion. Even if the person coughs or sneezes immediately after administration or the dose is expelled any other way, the vaccine dose need not be repeated. Introduction of low levels of vaccine viruses into the environment likely is unavoidable when administering LAIV; however, no cases have been reported of illness or attenuated vaccine virus infections among inadvertently exposed healthcare providers or immu- nocompromised patients. The risk for acquiring vaccine viruses from the environment is unknown but is likely low; in addition, vaccine viruses are cold-adapted and attenuated and unlikely to cause symptomatic influenza. Severely immuno- suppressed persons should not administer LAIV. However, other persons at higher risk for influenza complications can administer LAIV. These include persons with underlying medical conditions placing them at higher risk or who are likely to be at risk, including pregnant women, persons with asthma, and persons 50 years or older.28",64,Doses,Doses – Laiv,1.0
Needle-Shielding/Needle-Free Devices,16,Syringes,Syringes,1.0
"Bloodborne diseases (e.g., hepatitides B and C and HIV) are occupational hazards for healthcare providers. In November 2000, to reduce the incidence of needlestick injuries among healthcare providers and the consequent risk for bloodborne diseases acquired from patients, the Needlestick Safety and Prevention Act was signed into law in the United States. The act directed the U.S. Occupational Safety and Health Admin- istration (OSHA) to strengthen its existing bloodborne patho- gen standards. Those standards were revised and became effective in April 2001.29 These federal regulations require the use of engineering and work practice controls to eliminate or minimize employee exposure to bloodborne pathogens.30 “Engineering controls” mean controls (e.g., sharps disposal containers; self-sheathing needles; and safer medical devices, such as sharps with engineered sharps injury protections and needleless systems) that isolate or remove the bloodborne pathogens hazard from the workplace.31 Work practice con- trols mean procedures followed by employers and workers to control hazards in the workplace (e.g., good housekeeping practices; closed transfers/containers/processes; and hygiene procedures).",4,Needlestick,Needlestick,1.0
Needle-shielding or needle-free devices that might satisfy,16,Syringes,Syringes,0.8754096958324006
the occupational safety regulations for administering paren- teral injections are available in the United States and are listed at multiple websites.33 Additional information regarding implementation and enforcement of these regulations is avail- able at the OSHA website.29,4,Needlestick,Needlestick,1.0
Jet Injectors,-1,Noise / Outlier,Noise / Outlier,0.0
"Jet injectors (JIs) are needle-free devices that drive liquid medi- cation through a nozzle orifice, creating a narrow stream under high pressure that penetrates skin to deliver a drug or vaccine into intradermal, subcutaneous, or intramuscular tissues.35,36 JIs have the potential to reduce the frequency of needlestick injuries to healthcare providers and to overcome the improper reuse and other drawbacks of needles and",99,Vaccine,Vaccine – Injectors,1.0
"syringes in economically developing countries.37,38 JIs have been reported safe and effective in administering different live and inactivated vaccines for viral and bacterial diseases.39 The immune responses generated are equivalent to, and occasion- ally greater than, immune responses induced by needle injec- tion. However, local reactions or injury (e.g., redness, induration, pain, blood, ecchymosis, and transient neuropa- thy at the injection site) can be more frequent when vaccines are delivered by JIs compared with needle injection.39",99,Vaccine,Vaccine – Injectors,1.0
"In the 1990s, a new generation of JIs was introduced with disposable cartridges serving as dose chambers and nozzle. With the provision of a new sterile cartridge for each patient and correct use, these devices avoid safety concerns for multiple-use–nozzle devices. These devices should be used in accordance with their labeling for intradermal, subcutaneous, or intramuscular administration. One brand of inactivated influenza vaccine has been approved by the U.S. Food and Drug Administration for use with a JI device.40,41",99,Vaccine,Vaccine – Injectors,1.0
ALLEVIATION OF PAIN AND DISCOMFORT ASSOCIATED WITH VACCINATION,60,Vaccination,Vaccination – Injection,1.0
"Several methods have been reported to reduce pain and dis- comfort associated with vaccination injection, but they have not been tested widely.39 Pretreatment with topical lidocaine- prilocaine emulsion cream or patch can decrease the pain of diphtheria and tetanus toxoids and pertussis (DTP and DTaP) vaccination in infants by causing superficial anesthesia.42–44 This product does not interfere with the immune response to MMR43 or to inactivated vaccines.45",60,Vaccination,Vaccination – Injection,0.4853514008237232
"Evidence does not support use of antipyretics before or at the time of vaccination; however, antipyretics can be used for treatment of fever and local discomfort that might occur fol- lowing vaccination. Studies of children with previous febrile seizures have not demonstrated antipyretics to be effective in the prevention of febrile seizures.46",73,Seizures,Seizures,1.0
"A topical refrigerant spray can reduce the short-term pain associated with injections and can be as effective as lidocaine- prilocaine cream.46,47 Oral administration of sweet-tasting fluid just before injection may cause a calming or analgesic effect in some infants.48 Breastfeeding is a potent analgesic intervention for infants during blood collection and may, by extrapolation, help decrease injection pain during immuniza- tion. Distraction techniques such as listening to music or “blowing away pain” also may help children cope with the discomfort associated with vaccination.49,50 Swaddling and slow lateral swaying also help as comfort measures.51",101,Analgesia,Analgesia,1.0
AGES FOR ADMINISTRATION OF IMMUNOBIOLOGICS,19,Immunization,Immunization – Poliovirus,0.849601196488739
"Recommendations for the age and timing of vaccination are based on multiple considerations and may vary in different countries. Optimal response to a vaccine depends on a number of factors, including the nature of the vaccine and the age and immune status of the recipient. Recommendations for the age at which vaccines are administered are influenced by age- specific risks for disease and complications, ability of persons of a certain age to respond to the vaccine, and potential inter- ference with the immune response by passively transferred maternal antibody or previously administered antibody- containing blood products. Vaccines usually are recommended for members of the youngest age group at risk for experiencing the disease for whom efficacy and safety have been demon- strated. These principles are demonstrated with the following examples.",7,Vaccine,Vaccine – Vaccination – T7,0.5460341605426968
"The optimal timing for administration of measles vaccine depends on the rate of disappearance of passively acquired maternal antibody and the risk of exposure to measles virus. At birth and through the first 6 months of life, most infants have passive immunity to measles because of transplacentally acquired maternal measles antibodies. These antibodies inter- fere with the immune response to live virus measles vaccine by limiting vaccine virus replication. In many developing countries, where measles is highly endemic and frequently affects infants, routine measles vaccination is recommended at 9 months of age (see Chapter 21).52 However, in the United States, where measles is less common and measles among infants is infrequent, measles vaccine is recommended rou- tinely at 12 through 15 months of age, ages at which almost all infants will have no residual maternal antibody.2,53",55,Vaccine,Vaccine – Immunity,1.0
Another example is the recommended age of pertussis vac-,35,Vaccine,Vaccine – Pertussis,1.0
"cination. Early infancy is the time of greatest risk of serious complications from pertussis, but infants who are younger than 1 month of age do not respond as well immunologically to whole-cell pertussis vaccine (and presumably acellular vac- cines) as do older infants.54–56 Initiation of routine immuniza- tion with pertussis vaccine in the United States is recommended at 2 months of age.57,58 This scheduling represents a compro- mise between factors affecting the immune response and the epidemiology of the disease necessitating early protection against pertussis. Tdap (tetanus, diphtheria, and pertussis) given to pregnant women will stimulate the development of maternal antipertussis antibodies, which will be transferred to the fetus by the placenta, likely providing the newborn with protection against pertussis in early life.59 Tdap also will protect the mother from pertussis around the time of delivery, making her less likely to become infected and transmit pertussis to her infant.59 Vaccination too early in life also may affect the immune response to subsequent doses of vaccine. For example, neonatal administration of diphtheria and tetanus toxoids (DT) may result in suppression of antibody responses to subsequent doses of Hib conjugate vaccines covalently linked to forms of those toxoids.60 When children who receive measles vaccine before the age of 1 year are revaccinated, they develop vaccine- induced immunity against disease but may have a somewhat diminished antibody response compared with children vacci- nated initially after their first birthday.61,62",63,Tdap,Tdap,1.0
"In the United States, the recommended childhood, adoles-",54,Children,Children,0.8902495230697608
"cent, and adult immunization schedules are revised annually and are approved by the ACIP, the AAP (for the childhood and adolescent schedule), the American Academy of Family Physi- cians, the American Congress of Obstetricians and Gynecolo- gists, the American College of Physicians (for the adult schedule), and the American College of Nurse Midwives (for the adult schedule).63,64 A recent U.S. childhood vaccination schedule is shown in Fig. 9.1.63 The most current vaccination schedules for children and adults are available from the CDC Vaccines and Immunizations website (http://www.cdc.gov/ vaccines/schedules/index.html).65 Table 9.2 lists the recom- mended and minimum ages and recommended and minimum acceptable intervals between doses of vaccines used in the United States. Other vaccination schedules are discussed in Chapters 74, 75, and 76.",18,Vaccines,Vaccines – Vaccination,1.0
SPACING OF VACCINE DOSES,32,Vaccines,Vaccines – Mumps,1.0
Spacing of Multiple Doses of the Same Vaccine,32,Vaccines,Vaccines – Mumps,1.0
"Although administration of one dose of some vaccines may induce a protective antibody response, most vaccines require administration of multiple doses in a primary series for devel- opment of immunity. Examples of the former are rubella and yellow fever vaccines; examples of the latter are poliovirus,",1,Vaccine,Vaccine – Vaccination,0.7107715957091839
"hepatitis B, and pertussis vaccines. In addition, periodic revac- cination (“booster doses”) with certain vaccines may be neces- sary to maintain immunity. Examples are typhoid vaccines and tetanus and diphtheria toxoids.",10,Hepatitis,Hepatitis,0.47756292861071026
"Because of immunologic memory, intervals longer than routinely recommended between doses do not impair the immunologic response to live and inactivated vaccines that require more than one dose to achieve primary immunity. Similarly, delayed administration of recommended booster doses does not adversely affect the antibody response to such doses.2,5 As a result, interruption of a recommended primary series or an extended interval between booster doses does not necessitate reinitiation of the entire vaccination series. For example, lengthening the interval between two doses of inac- tivated poliovirus vaccine (IPV) may increase the antibody response to the second dose.66 In the case of oral typhoid (Ty21a) vaccine, an exception has been proposed. The impact of a lapse in the series of oral typhoid vaccine is not known. However, as a rule of thumb for Ty21a, if fewer than 3 weeks",7,Vaccine,Vaccine – Vaccination – T7,0.8633171081884956
"have passed since the last dose, the series may be completed with the missing dose or doses. If more than 3 weeks have passed, the full series should be repeated.",-1,Noise / Outlier,Noise / Outlier,0.0
"Vaccination providers should strive to adhere as closely as possible to recommended childhood, adolescent, and adult immunization schedules. Clinical studies confirm that recom- mended ages and intervals between doses of multidose anti- gens provide optimal protection or have the best evidence of efficacy. Table 9.2 lists recommended intervals between doses of commonly used vaccines.",7,Vaccine,Vaccine – Vaccination – T7,0.5819357632074151
"In certain circumstances, administering doses of a multi- dose vaccine at shorter than the recommended intervals might be necessary. Examples include when a person is behind schedule and needs to be brought up-to-date as quickly as possible and cases of impending international travel. In these situations, an accelerated schedule with intervals between doses shorter than intervals recommended for routine vaccina- tion can be used.63 Although the effectiveness of all accelerated",7,Vaccine,Vaccine – Vaccination – T7,1.0
Text continued on p. 10ł,72,Continued,Continued,1.0
"Recommended immunization schedule for persons aged 0 through 18 years – United States, 2016.",19,Immunization,Immunization – Poliovirus,0.9791755220679544
"(FOR THOSE WHO FALL BEHIND OR START LATE, SEE THE CATCH-UP SCHEDULE [FIGURE 2]).",34,Schedule,Schedule,0.5621621387591523
"These recommendations must be read with the footnotes that follow. For those who fall behind or start late, provide catch-up vaccination at the earliest opportunity as indicated by the green bars in Figure 1. To determine minimum intervals between doses, see the catch-up schedule (Figure 2). School entry and adolescent vaccine age groups are shaded.",7,Vaccine,Vaccine – Vaccination – T7,0.6431064013349934
Range of recommended ages for all children,54,Children,Children,1.0
Range of recommended ages for catch-up immunization,19,Immunization,Immunization – Poliovirus,0.4908089720600395
Range of recommended ages for certain high-risk groups,54,Children,Children,0.9678385971079541
Range of recommended ages during which catch-up is encouraged and for certain high-risk groups,54,Children,Children,1.0
Not routinely recommended,66,Considerations,Considerations,0.8655617062631509
"This schedule includes recommendations in effect as of January 1, 2016. Any dose not administered at the recommended age should be administered at a subsequent visit, when indicated and feasible. The use of a combination vaccine generally is preferred over separate injections of its equivalent component vaccines. Vaccination providers should consult the relevant Advisory Committee on Immunization Practices (ACIP) statement for detailed recommendations, available online at http://www.cdc.gov/vaccines/hcp/acip-recs/index.html. Clinically significant adverse events that follow vaccination should be reported to the Vaccine Adverse Event Reporting System (VAERS) online (http://www.vaers.hhs.gov) or by telephone (800-822-7967). Suspected cases of vaccine-preventable diseases should be reported to the state or local health department. Additional information, including precautions and contraindications for vaccination, is available from CDC online (http://www.cdc.gov/vaccines/recs/vac-admin/contraindications.htm) or by telephone (800-CDC-INFO",18,Vaccines,Vaccines – Vaccination,0.8372023352508852
[800-232-4636]).,70,96,96,1.0
"This schedule is approved by the Advisory Committee on Immunization Practices (http//www.cdc.gov/vaccines/acip),",-1,Noise / Outlier,Noise / Outlier,0.0
"the American Academy of Pediatrics (http://www.aap.org), the American Academy of Family Physicians (http://www.aafp.org), and the American College of Obstetricians and Gynecologists (http://www.acog.org).",6,Immunization,Immunization – Pediatrics,0.791366559012986
NOTE: The above recommendations must be read along with the footnotes of this schedule.,34,Schedule,Schedule,1.0
Figure 9.1. Immunization schedules. Available at www.cdc.gov/vaccines/schedules/hcp/child-adolescent.html.	Continued,18,Vaccines,Vaccines – Vaccination,0.8291427132805921
"Catch-up immunization schedule for persons aged 4 months through 18 years who start late or who are more than 1 month behind —United States, 2016.",19,Immunization,Immunization – Poliovirus,1.0
