Document,Topic,Auto_Label,Descriptive_Label,Probability
"Most vaccines have a similar appearance after they are drawn into a syringe. Cases in which the wrong vaccine was administered often are attributable to the practice of prefilling syringes or drawing doses of a vaccine into multiple syringes before their immediate need.5 The routine practice of prefill- ing syringes should be discouraged because of the potential for such administration errors. To prevent errors, vaccine doses should not be drawn into a syringe until immediately before administration. In certain circumstances in which a single vaccine type is used (e.g., in a community influenza vaccina- tion campaign), filling a small number (10 or fewer) of syringes before their immediate use may be considered. Care should be taken to ensure that the cold chain and sterility are maintained until the vaccine is administered. When the syringes are filled, the type of vaccine, lot number, and date of filling must be labeled accurately on each syringe, and the doses should be administered as soon as possible after filling, by the same person who filled the syringes. Likewise, vaccine drawn into syringes by the user (i.e., not by the manufacturer) should be discarded at the end of the clinic day.",49,Vaccine,Vaccine – Syringe,0.9964979015908146
"One or more routes of administration (e.g., intramuscular, subcutaneous, intradermal, intranasal, and oral) are recom- mended for each vaccine and are listed in the manufacturer’s product label and in published recommendations of immu- nization advisory committees (Table 9.1).2,5 These routes usually are determined during prelicensure vaccine studies and are based on vaccine composition and immunogenicity.",41,Vaccine,Vaccine – Immunogenicity,0.8584085479635457
"Vaccines should be administered in sites where they elicit the desired immune response and where the likelihood of local tissue, neural, or vascular injury is minimal.2 To avoid unnec- essary local and systemic adverse events and to ensure the appropriate immune response, people administering vaccines should not deviate from the recommended route of adminis- tration in the product label. For example, the immunogenicity of hepatitis B vaccine and rabies vaccine is substantially lower when the gluteal instead of the deltoid vaccination site is used.9,10",41,Vaccine,Vaccine – Immunogenicity,1.0
"Deep intramuscular injection generally is recommended for adjuvant-containing vaccines because subcutaneous or intradermal administration can cause marked local irritation, induration, skin discoloration, inflammation, and granuloma formation.5 However, subcutaneous injection can lessen the risk of local neurovascular injury and is recommended for vaccines that are less reactogenic but immunogenic when administered by this route, such as live virus vaccines. dermal administration is preferred for live bacille Calmette- Guérin (BCG) vaccine and one brand of inactivated influenza vaccine.11",41,Vaccine,Vaccine – Immunogenicity,0.5951568794154973
"Aspiration before injection of vaccines or toxoids (i.e., pulling back on the syringe plunger after needle insertion, before injection) is not necessary because there are no large blood vessels at the recommended injection sites.",-1,Noise / Outlier,Noise / Outlier,0.0
"Vaccines recommended for subcutaneous injection usually are administered into the thigh of infants younger than 12 months of age and into the upper, outer triceps area of persons 12 months of age or older. To avoid administering the vaccine into a muscle, the skin and subcutaneous tissue should be held gently between the thumb and fingers to raise these tissues from the muscle layer.",17,Vaccines,Vaccines – Injection,1.0
"Selection of the site of injection and needle size is based on the volume of vaccine to be administered, the thickness of the overlying subcutaneous tissue, the size of the muscle, and the desired depth below the muscle surface into which the mate- rial is to be injected.",17,Vaccines,Vaccines – Injection,0.9846324460050214
"For infants and younger children, if more than two vaccines are injected in a single limb, the thigh is the preferred site because of the greater muscle mass; the injections should be sufficiently separated (i.e., ≥1 inch) so that any local reactions can be differentiated.13,14",17,Vaccines,Vaccines – Injection,0.8361978929456377
"tion.2,5 This recommendation is based primarily on reported cases of sciatic nerve injury resulting from injection of antimi- crobial agents or antiserum into the gluteus.16,17 No reports of direct nerve injury resulting from gluteal injection of current childhood vaccines have been published.",11,Vaccine,Vaccine – Pertussis,0.46258433481555755
A 22- to 25-gauge needle is appropriate for intramuscular administration of most vaccines. The ideal needle length may depend on the vaccination technique.18 One technique for intramuscular injections consists of gently bunching the muscle in the free hand while the needle is inserted perpen- dicular to the skin.,17,Vaccines,Vaccines – Injection,0.5058005852058648
"Alterna- tively, vaccines recommended for intramuscular injection could be administered subcutaneously to persons with a bleeding disorder if the immune response and clinical reac- tion to these vaccines are expected to be comparable by either route of injection, such as meningococcal conjugate vaccine and hepatitis A vaccine.2,24,25",41,Vaccine,Vaccine – Immunogenicity,1.0
"BCG, one influenza vaccine, and smallpox vaccine are the only vaccines in the United States licensed for intradermal admin- istration. Intradermal influenza vaccine is administered near the middle of the upper arm, over the insertion of the deltoid muscle. The intradermal influenza vaccine is administered using a prefilled 350-inch microneedle injector system.",-1,Noise / Outlier,Noise / Outlier,0.0
Smallpox (vaccinia) vaccine is administered by the intra-,-1,Noise / Outlier,Noise / Outlier,0.0
A successful vaccination results in a pustular lesion (“Jenne- rian pustule”) at the vaccination site 6 to 8 days after primary vaccination.,5,Vaccination,Vaccination – Vaccine,0.2616523877547472
"For vaccines given orally, the vaccine must be swallowed and retained. A dose of oral polio vaccine (OPV) should be repeated immediately if a patient spits out, does not swallow, or regurgitates a dose within 10 minutes after administra- tion.24 However, readministration of rotavirus vaccine is not recommended if the dose is spat out or regurgitated. No data exist on the benefits or risks associated with readministering a dose of regurgitated rotavirus vaccine. The infant should receive the remaining recommended doses of rotavirus vaccine",2,Vaccines,Vaccines – Polio,0.5558701165360495
"Live attenuated influenza vaccine (LAIV) is licensed for healthy nonpregnant persons 2 through 49 years of age and is the only vaccine administered by the intranasal route. Even if the person coughs or sneezes immediately after administration or the dose is expelled any other way, the vaccine dose need not be repeated. Introduction of low levels of vaccine viruses into the environment likely is unavoidable when administering LAIV; however, no cases have been reported of illness or attenuated vaccine virus infections among inadvertently exposed healthcare providers or immu- nocompromised patients. The risk for acquiring vaccine viruses from the environment is unknown but is likely low; in addition, vaccine viruses are cold-adapted and attenuated and unlikely to cause symptomatic influenza.",42,Influenza,Influenza – Laiv,1.0
"Jet injectors (JIs) are needle-free devices that drive liquid medi- cation through a nozzle orifice, creating a narrow stream under high pressure that penetrates skin to deliver a drug or vaccine into intradermal, subcutaneous, or intramuscular tissues.35,36 JIs have the potential to reduce the frequency of needlestick injuries to healthcare providers and to overcome the improper reuse and other drawbacks of needles and",17,Vaccines,Vaccines – Injection,0.4356949403932134
"syringes in economically developing countries.37,38 JIs have been reported safe and effective in administering different live and inactivated vaccines for viral and bacterial diseases.39 However, local reactions or injury (e.g., redness, induration, pain, blood, ecchymosis, and transient neuropa- thy at the injection site) can be more frequent when vaccines are delivered by JIs compared with needle injection.39",-1,Noise / Outlier,Noise / Outlier,0.0
"One brand of inactivated influenza vaccine has been approved by the U.S. Food and Drug Administration for use with a JI device.40,41",-1,Noise / Outlier,Noise / Outlier,0.0
ALLEVIATION OF PAIN AND DISCOMFORT ASSOCIATED WITH VACCINATION,11,Vaccine,Vaccine – Pertussis,0.7882416411629806
"Several methods have been reported to reduce pain and dis- comfort associated with vaccination injection, but they have not been tested widely.39 Pretreatment with topical lidocaine- prilocaine emulsion cream or patch can decrease the pain of diphtheria and tetanus toxoids and pertussis (DTP and DTaP) vaccination in infants by causing superficial anesthesia.42–44",11,Vaccine,Vaccine – Pertussis,1.0
"Evidence does not support use of antipyretics before or at the time of vaccination; however, antipyretics can be used for treatment of fever and local discomfort that might occur fol- lowing vaccination.",0,Vaccine,Vaccine – Immunization,1.0
"Recommendations for the age and timing of vaccination are based on multiple considerations and may vary in different countries. Optimal response to a vaccine depends on a number of factors, including the nature of the vaccine and the age and immune status of the recipient. Recommendations for the age at which vaccines are administered are influenced by age- specific risks for disease and complications, ability of persons of a certain age to respond to the vaccine, and potential inter- ference with the immune response by passively transferred maternal antibody or previously administered antibody- containing blood products. Vaccines usually are recommended for members of the youngest age group at risk for experiencing the disease for whom efficacy and safety have been demon- strated.",0,Vaccine,Vaccine – Immunization,1.0
"The optimal timing for administration of measles vaccine depends on the rate of disappearance of passively acquired maternal antibody and the risk of exposure to measles virus. These antibodies inter- fere with the immune response to live virus measles vaccine by limiting vaccine virus replication. In many developing countries, where measles is highly endemic and frequently affects infants, routine measles vaccination is recommended at 9 months of age (see Chapter 21).52 However, in the United States, where measles is less common and measles among infants is infrequent, measles vaccine is recommended rou- tinely at 12 through 15 months of age, ages at which almost all infants will have no residual maternal antibody.2,53",36,Vaccine,Vaccine – Vaccination – T36,0.6844927123627342
"Early infancy is the time of greatest risk of serious complications from pertussis, but infants who are younger than 1 month of age do not respond as well immunologically to whole-cell pertussis vaccine (and presumably acellular vac- cines) as do older infants.54–56 Initiation of routine immuniza- tion with pertussis vaccine in the United States is recommended at 2 months of age.57,58 This scheduling represents a compro- mise between factors affecting the immune response and the epidemiology of the disease necessitating early protection against pertussis. Tdap (tetanus, diphtheria, and pertussis) given to pregnant women will stimulate the development of maternal antipertussis antibodies, which will be transferred to the fetus by the placenta, likely providing the newborn with protection against pertussis in early life.59 Tdap also will protect the mother from pertussis around the time of delivery, making her less likely to become infected and transmit pertussis to her infant.59 Vaccination too early in life also may affect the immune response to subsequent doses of vaccine. For example, neonatal administration of diphtheria and tetanus toxoids (DT) may result in suppression of antibody responses to subsequent doses of Hib conjugate vaccines covalently linked to forms of those toxoids.60 When children who receive measles vaccine before the age of 1 year are revaccinated, they develop vaccine- induced immunity against disease but may have a somewhat diminished antibody response compared with children vacci- nated initially after their first birthday.61,62",46,Tdap,Tdap – Pertussis,1.0
"A recent U.S. childhood vaccination schedule is shown in Fig. The most current vaccination schedules for children and adults are available from the CDC Vaccines and Immunizations website (http://www.cdc.gov/ vaccines/schedules/index.html).65 Table 9.2 lists the recom- mended and minimum ages and recommended and minimum acceptable intervals between doses of vaccines used in the United States. Other vaccination schedules are discussed in Chapters 74, 75, and 76.",0,Vaccine,Vaccine – Immunization,1.0
SPACING OF VACCINE DOSES,44,Vaccine,Vaccine – Inactivated,1.0
Spacing of Multiple Doses of the Same Vaccine,44,Vaccine,Vaccine – Inactivated,1.0
"Although administration of one dose of some vaccines may induce a protective antibody response, most vaccines require administration of multiple doses in a primary series for devel- opment of immunity. Examples of the former are rubella and yellow fever vaccines; examples of the latter are poliovirus,",50,Vaccines,Vaccines – Immunity,1.0
"hepatitis B, and pertussis vaccines. In addition, periodic revac- cination (“booster doses”) with certain vaccines may be neces- sary to maintain immunity. Examples are typhoid vaccines and tetanus and diphtheria toxoids.",1,Antibody,Antibody – Hepatitis,1.0
"Because of immunologic memory, intervals longer than routinely recommended between doses do not impair the immunologic response to live and inactivated vaccines that require more than one dose to achieve primary immunity. Similarly, delayed administration of recommended booster doses does not adversely affect the antibody response to such doses.2,5 As a result, interruption of a recommended primary series or an extended interval between booster doses does not necessitate reinitiation of the entire vaccination series. For example, lengthening the interval between two doses of inac- tivated poliovirus vaccine (IPV) may increase the antibody response to the second dose.66 In the case of oral typhoid (Ty21a) vaccine, an exception has been proposed. The impact of a lapse in the series of oral typhoid vaccine is not known.",8,Vaccine,Vaccine – Doses,1.0
"Vaccination providers should strive to adhere as closely as possible to recommended childhood, adolescent, and adult immunization schedules. Table 9.2 lists recommended intervals between doses of commonly used vaccines.",0,Vaccine,Vaccine – Immunization,1.0
"In certain circumstances, administering doses of a multi- dose vaccine at shorter than the recommended intervals might be necessary.",8,Vaccine,Vaccine – Doses,0.8216914493808284
"For those who fall behind or start late, provide catch-up vaccination at the earliest opportunity as indicated by the green bars in Figure 1. School entry and adolescent vaccine age groups are shaded.",9,Vaccination,Vaccination – Deferred,1.0
"The use of a combination vaccine generally is preferred over separate injections of its equivalent component vaccines. Vaccination providers should consult the relevant Advisory Committee on Immunization Practices (ACIP) statement for detailed recommendations, available online at http://www.cdc.gov/vaccines/hcp/acip-recs/index.html. Clinically significant adverse events that follow vaccination should be reported to the Vaccine Adverse Event Reporting System (VAERS) online (http://www.vaers.hhs.gov) or by telephone (800-822-7967). Suspected cases of vaccine-preventable diseases should be reported to the state or local health department. Additional information, including precautions and contraindications for vaccination, is available from CDC online (http://www.cdc.gov/vaccines/recs/vac-admin/contraindications.htm) or by telephone (800-CDC-INFO",0,Vaccine,Vaccine – Immunization,1.0
"This schedule is approved by the Advisory Committee on Immunization Practices (http//www.cdc.gov/vaccines/acip),",-1,Noise / Outlier,Noise / Outlier,0.0
"The figure below provides catch-up schedules and minimum intervals between doses for children whose vaccinations have been delayed. A vaccine series does not need to be restarted, regardless of the time that has elapsed between doses.",8,Vaccine,Vaccine – Doses,1.0
"For further guidance on the use of the vaccines mentioned below, see: http://www.cdc.gov/vaccines/hcp/acip-recs/index.html.",0,Vaccine,Vaccine – Immunization,1.0
"For vaccine recommendations for persons 19 years of age and older, see the Adult Immunization Schedule www.cdc.gov/vaccines/schedules/hcp/adult.html.",0,Vaccine,Vaccine – Immunization,1.0
"For contraindications and precautions to use of a vaccine and for additional information regarding that vaccine, vaccination providers should consult the relevant ACIP statement available online at",0,Vaccine,Vaccine – Immunization,1.0
Vaccine doses administered 4 days or less before the minimum interval are considered valid. Doses of any vaccine administered ≥5 days earlier than the minimum interval or minimum age should not be counted as valid doses and should be repeated as age-appropriate. Recommended and minimum ages and intervals between vaccine doses available online at http://www.cdc.gov/mmwr/pdf/rr/rr6002.pdf.,8,Vaccine,Vaccine – Doses,0.639124667534515
Information on travel vaccine requirements and recommendations is available at http://wwwnc.cdc.gov/travel/destinations/list.,0,Vaccine,Vaccine – Immunization,1.0
"For vaccination of persons with primary and secondary immunodeficiencies, see Table 13, “Vaccination of persons with primary and secondary immunodeficiencies,” in General Recommendations on Immunization (ACIP), available at http://www.cdc.gov/mmwr/pdf/rr/rr6002.pdf.; and American Academy of Pediatrics.",0,Vaccine,Vaccine – Immunization,1.0
Hepatitis B (HepB) vaccine. (Minimum age: birth) Routine vaccination:,1,Antibody,Antibody – Hepatitis,0.7996174003000724
Administer monovalent HepB vaccine to all newborns before hospital discharge.,19,Vaccine,Vaccine – Hepb,1.0
"For infants born to hepatitis B surface antigen (HBsAg)-positive mothers, administer HepB vaccine and 0.5 mL of hepatitis B immune globulin (HBIG) within 12 hours of birth.",1,Antibody,Antibody – Hepatitis,1.0
"If mother’s HBsAg status is unknown, within 12 hours of birth administer HepB vaccine regardless of birth weight. For infants weighing less than 2,000 grams, administer HBIG in addition to HepB vaccine within 12 hours of birth.",1,Antibody,Antibody – Hepatitis,1.0
Monovalent HepB vaccine should be used for doses administered before age 6 weeks.,19,Vaccine,Vaccine – Hepb,0.9452375911082259
"Infants who did not receive a birth dose should receive 3 doses of a HepB-containing vaccine on a schedule of 0, 1 to 2 months, and 6 months starting as soon as feasible.",19,Vaccine,Vaccine – Hepb,0.9797227626234833
The final (third or fourth) dose in the HepB vaccine series should be administered no earlier than age 24 weeks.,19,Vaccine,Vaccine – Hepb,1.0
Administration of a total of 4 doses of HepB vaccine is permitted when a combination vaccine containing HepB is administered after the birth dose.,19,Vaccine,Vaccine – Hepb,1.0
Catch-up vaccination:,15,Vaccination,Vaccination – Catch,0.30817454313803144
Rotavirus (RV) vaccines. (Minimum age: 6 weeks for both RV1 [Rotarix] and RV5 [RotaTeq]) Routine vaccination:,2,Vaccines,Vaccines – Polio,0.7999866785761474
Administer a series of RV vaccine to all infants as follows:,2,Vaccines,Vaccines – Polio,0.16524997817868517
"If any dose in the series was RotaTeq or vaccine product is unknown for any dose in the series, a total of 3 doses of RV vaccine should be administered.",2,Vaccines,Vaccines – Polio,0.2109348253696972
Catch-up vaccination:,15,Vaccination,Vaccination – Catch,0.8363390858941959
"The maximum age for the first dose in the series is 14 weeks, 6 days; vaccination should not be initiated for infants aged 15 weeks, 0 days or older.",5,Vaccination,Vaccination – Vaccine,0.9293776988048845
Diphtheria and tetanus toxoids and acellular pertussis (DTaP) vaccine.,7,Vaccine,Vaccine – Tdap,1.0
Routine vaccination:,34,Vaccination,Vaccination – Routine,1.0
"Administer a 5-dose series of DTaP vaccine at ages 2, 4, 6, 15 through 18 months, and 4 through 6 years.",4,Tdap,Tdap – Dtap,1.0
Catch-up vaccination:,9,Vaccination,Vaccination – Deferred,0.7009909014251682
The fifth dose of DTaP vaccine is not necessary if the fourth dose was administered at age 4 years or older.,4,Tdap,Tdap – Dtap,1.0
Haemophilus influenzae type b (Hib) conjugate vaccine.,21,Vaccines,Vaccines – Immunization,1.0
Routine vaccination:,34,Vaccination,Vaccination – Routine,1.0
Administer a 2- or 3-dose Hib vaccine primary series and a booster dose (dose 3 or 4 depending on vaccine used in primary series) at age 12 through 15 months to complete a full Hib vaccine series.,6,Vaccine,Vaccine – Hiberix,1.0
One booster dose (dose 3 or 4 depending on vaccine used in primary series) of any Hib vaccine should be administered at age 12 through 15 months. An exception is Hiberix vaccine. Hiberix should only be used for the booster (final) dose in children aged 12 months through 4 years who have received at least 1 prior dose of Hib-containing vaccine.,6,Vaccine,Vaccine – Hiberix,1.0
"For recommendations on the use of MenHibrix in patients at increased risk for meningococcal disease, please refer to the meningococcal vaccine footnotes and also to MMWR February 28, 2014 / 63(RR01);1–13, available at http://www.cdc.gov/mmwr/PDF/rr/rr6301.pdf.",51,Meningococcal,Meningococcal – Menhibrix,1.0
Catch-up vaccination:,15,Vaccination,Vaccination – Catch,0.4386205134025366
"If dose 1 was administered at ages 12 through 14 months, administer a second (final) dose at least 8 weeks after dose 1, regardless of Hib vaccine used in the primary series.",6,Vaccine,Vaccine – Hiberix,0.43118907951001445
"For catch-up guidance related to MenHibrix, please see the meningococcal vaccine footnotes and also MMWR February 28, 2014 / 63(RR01);1–13, available at http://www.cdc.gov/mmwr/PDF/rr/rr6301.pdf.",51,Meningococcal,Meningococcal – Menhibrix,1.0
Vaccination of persons with high-risk conditions:,0,Vaccine,Vaccine – Immunization,1.0
"Children aged 12 through 59 months who are at increased risk for Hib disease, including chemotherapy recipients and those with anatomic or functional asplenia (including sickle cell disease), human immunodeficiency virus (HIV ) infection, immunoglobulin deficiency, or early component complement deficiency, who have received either no doses or only 1 dose of Hib vaccine before 12 months of age, should receive 2 additional doses of Hib vaccine 8 weeks apart; children who received 2 or more doses of Hib vaccine before 12 months of age should receive 1 additional dose.",6,Vaccine,Vaccine – Hiberix,0.6647100341085885
"For patients younger than 5 years of age undergoing chemotherapy or radiation treatment who received a Hib vaccine dose(s) within 14 days of starting therapy or during therapy, repeat the dose(s) at least 3 months following therapy completion.",6,Vaccine,Vaccine – Hiberix,0.7932399286485406
Haemophilus influenzae type b (Hib) conjugate vaccine.,21,Vaccines,Vaccines – Immunization,1.0
"Recipients of hematopoietic stem cell transplant (HSCT) should be revaccinated with a 3-dose regimen of Hib vaccine starting 6 to 12 months after successful transplant, regardless of vaccination history; doses should be administered at least 4 weeks apart.",6,Vaccine,Vaccine – Hiberix,1.0
"A single dose of any Hib-containing vaccine should be administered to unimmunized* children and adolescents 15 months of age and older undergoing an elective splenectomy; if possible, vaccine should be administered at least 14 days before procedure.",6,Vaccine,Vaccine – Hiberix,0.626656930437933
"Hib vaccine is not routinely recommended for patients 5 years or older. However, 1 dose of Hib vaccine should be administered to unimmunized* persons aged 5 years or older who have anatomic or functional asplenia (including sickle cell disease) and unvaccinated persons 5 through 18 years of age with HIV infection.",6,Vaccine,Vaccine – Hiberix,0.4053028144374543
* Patients who have not received a primary series and booster dose or at least 1 dose of Hib vaccine after 14 months of age are considered unimmunized.,6,Vaccine,Vaccine – Hiberix,0.23741063363118758
Pneumococcal vaccines. Routine vaccination with PCV13:,33,Pcv13,Pcv13,0.7176880683958933
"Administer a 4-dose series of PCV13 vaccine at ages 2, 4, and 6 months and at age 12 through 15 months.",32,Hpv,Hpv,0.7849919082170898
Catch-up vaccination with PCV13:,33,Pcv13,Pcv13,0.8851487392828585
Vaccination of persons with high-risk conditions with PCV13 and PPSV23:,33,Pcv13,Pcv13,0.6865158615554806
All recommended PCV13 doses should be administered prior to PPSV23 vaccination if possible.,33,Pcv13,Pcv13,1.0
"For children with no history of PPSV23 vaccination, administer PPSV23 at least 8 weeks after the most recent dose of PCV13.",33,Pcv13,Pcv13,1.0
Inactivated poliovirus vaccine (IPV). (Minimum age: 6 weeks) Routine vaccination:,3,Poliovirus,Poliovirus,1.0
Catch-up vaccination:,15,Vaccination,Vaccination – Catch,0.8507700561420953
"Influenza vaccines. (Minimum age: 6 months for inactivated influenza vaccine [IIV], 2 years for live, attenuated influenza vaccine [LAIV])",42,Influenza,Influenza – Laiv,1.0
Routine vaccination:,34,Vaccination,Vaccination – Routine,0.36970303988871406
"Administer influenza vaccine annually to all children beginning at age 6 months. However, LAIV should NOT be administered to some persons, including 1) persons who have experienced severe allergic reactions to LAIV, any of its components, or to a previous dose of any other influenza vaccine; 2) children 2 through 17 years receiving aspirin or aspirin-containing products; 3) persons who are allergic to eggs; 4) pregnant women; 5) immunosuppressed persons; 6) children 2 through 4 years of age with asthma or who had wheezing in the past 12 months; or 7) persons who have taken influenza antiviral medications in the previous 48 hours.",42,Influenza,Influenza – Laiv,1.0
Influenza vaccines.,31,Influenza,Influenza – Vaccines,0.8687210892377031
"For the 2015–16 season, administer 2 doses (separated by at least 4 weeks) to children who are receiving influenza vaccine for the first time. For additional guidance, follow dosing guidelines in the 2015–16 ACIP influenza vaccine recommendations, MMWR August 7, 2015 / 64(30):818–25, available at http://www.cdc.gov/mmwr/pdf/wk/mm6430.pdf.",42,Influenza,Influenza – Laiv,0.39097646419222054
"For the 2016–17 season, follow dosing guidelines in the 2016 ACIP influenza vaccine recommendations.",31,Influenza,Influenza – Vaccines,0.6261848324711251
"Measles, mumps, and rubella (MMR) vaccine. (Minimum age: 12 months for routine vaccination) Routine vaccination:",22,Vaccine,Vaccine – Vaccination,0.40547431684458884
Administer a 2-dose series of MMR vaccine at ages 12 through 15 months and 4 through 6 years.,22,Vaccine,Vaccine – Vaccination,0.9609417823180056
"Administer 1 dose of MMR vaccine to infants aged 6 through 11 months before departure from the United States for international travel. These children should be revaccinated with 2 doses of MMR vaccine, the first at age 12 through 15 months (12 months if the child remains in an area where disease risk is high), and the second dose at least 4 weeks later.",22,Vaccine,Vaccine – Vaccination,1.0
Administer 2 doses of MMR vaccine to children aged 12 months and older before departure from the United States for international travel.,22,Vaccine,Vaccine – Vaccination,1.0
Catch-up vaccination:,15,Vaccination,Vaccination – Catch,1.0
Ensure that all school-aged children and adolescents have had 2 doses of MMR vaccine; the minimum interval between the 2 doses is 4 weeks.,22,Vaccine,Vaccine – Vaccination,0.7113883119577546
Varicella (VAR) vaccine. (Minimum age: 12 months) Routine vaccination:,24,Varicella,Varicella,0.9067838474278914
Administer a 2-dose series of VAR vaccine at ages 12 through 15 months and 4 through 6 years.,-1,Noise / Outlier,Noise / Outlier,0.0
Catch-up vaccination:,9,Vaccination,Vaccination – Deferred,1.0
"[No. RR-4], available at http://www.cdc.gov/mmwr/pdf/rr/rr5604.pdf ) have 2 doses of varicella vaccine.",24,Varicella,Varicella,0.9829066140675232
Hepatitis A (HepA) vaccine. (Minimum age: 12 months) Routine vaccination:,-1,Noise / Outlier,Noise / Outlier,0.0
Initiate the 2-dose HepA vaccine series at 12 through 23 months; separate the 2 doses by 6 to 18 months.,35,Hepa,Hepa,1.0
Children who have received 1 dose of HepA vaccine before age 24 months should receive a second dose 6 to 18 months after the first dose.,35,Hepa,Hepa,0.9606634871968216
"For any person aged 2 years and older who has not already received the HepA vaccine series, 2 doses of HepA vaccine separated by 6 to 18 months may be administered if immunity against hepatitis A virus infection is desired.",35,Hepa,Hepa,0.8965430812596555
Catch-up vaccination:,9,Vaccination,Vaccination – Deferred,1.0
"Administer 2 doses of HepA vaccine at least 6 months apart to previously unvaccinated persons who live in areas where vaccination programs target older children, or who are at increased risk for infection.",35,Hepa,Hepa,1.0
Meningococcal vaccines. [MenB] vaccines: MenB-4C Routine vaccination:,10,Meningococcal,Meningococcal – Vaccines,0.5616395349670807
"Administer a single dose of Menactra or Menveo vaccine at age 11 through 12 years, with a booster dose at age 16 years.",-1,Noise / Outlier,Noise / Outlier,0.0
Catch-up vaccination:,9,Vaccination,Vaccination – Deferred,0.7009909014251682
Administer Menactra or Menveo vaccine at age 13 through 18 years if not previously vaccinated.,-1,Noise / Outlier,Noise / Outlier,0.0
