Document,Topic,Auto_Label,Descriptive_Label,Probability
"Vaccination against poliomyelitis is usually highly effective in the prevention of paralysis, as stated above, because of the induction of serum antibody. However, gut immunity is imperfect and can be overcome by large infectious doses. A study challenged subjects previously given live vaccine and killed vaccine with two different doses of the oral live vaccine: 800 or 600,000 TCID50 (median tissue culture infective dose). The live vaccine recipients were infected by the low-dose challenge 3% of the time and by the high-dose challenge 15% of the time, whereas 30% of the killed vaccine recipients could be infected by a low dose and 70% by a high dose, indicating that high challenge doses can overcome intestinal immunity.14",-1,Noise / Outlier,Noise / Outlier,0.0
"Another challenge study involved an experimental cyto- megalovirus vaccine. Seronegative, naturally seropositive, and previously vaccinated subjects were challenged parenterally with 10, 100, or 1000 PFU of a low-passage natural strain of cytomegalovirus. Seronegative subjects were infected with the lowest dose, whereas naturally seropositive subjects were resis- tant to 10 or 100 PFU; however, some could be infected by 1000 PFU. The vaccine prevented infection by 100 PFU of the challenge virus, but not by 1000 PFU.15",20,Cytomegalovirus,Cytomegalovirus,0.5565924900900097
Principle 4: Most Current Vaccines Protect Through Antibodies,4,Vaccines,Vaccines,1.0
"Table 3.2 lists the commonly used licensed vaccines and their predominant mechanisms for causing disease. Many viral and bacterial agents reach target organs through viremia or bacteremia; consequently, it is easy to understand that antibodies can prevent that passage. Some agents replicate only on the mucosa, but there, too, the local presence of antibody is preventive. The pathogenesis of toxin-producing bacteria such as diphtheria and tetanus can be restricted by antitoxic antibodies. In the case of rabies, replication occurs in the subcutaneous tissue before attachment to neurons and elicitation of antibodies before that attachment prevents rabies. Only in the cases of zoster and tuberculosis vaccines does it appear that antibodies are not the primary mecha- nism of control, but that stimulation of specific T-cell subsets correlate with protection.16 Aside from these theoret- ical arguments, the fact is that passive administration of antibody works for many infections also preventable by vac- cination. Indeed, the efficacy of hepatitis A vaccine was pre- dictable from the fact that induced antibody levels are a thousand times higher than those shown to protect after administration of gamma globulin.17 As mentioned under Principle 1, higher levels of antibody are necessary to prevent mucosal colonization than disease, as for example, in the case of pharyngeal colonization after Haemophilus influenzae type b vaccine.18",40,Antibody,Antibody,1.0
Principle 5: Correlates May Be Relative,38,Correlates,Correlates,1.0
"Although high levels of antibodies are more protective than lower levels, after some vaccines breakthroughs may occur at high levels, even if less frequently than at lower levels. Fig. 3.1 shows a retrospective analysis of the relationship between antibody responses to influenza hemagglutinin and protec- tion against disease. At an anti-HA (hemagglutinin) titer of 1/40, generally thought to be an acceptable response, only approximately 50% of vaccine recipients are protected; even at titers four times higher, breakthrough infections occur.19 Similarly, high levels of pertussis antitoxin after immunization was related to protection both in household exposures and nonhousehold exposures, but mild disease occurred at inter- mediate levels of antibody. Owing to greater exposure, more",11,Influenza,Influenza – Antibody,0.9131046699738388
"Figure 3.1. Protection against influenza and anti-HA (hemagglu- tinatinin) antibodies. (L. Coudeville, personal communication.)",11,Influenza,Influenza – Antibody,1.0
"Figure 3.2. Antibody response to rubella vaccines. HI, hemag- glutination inhibition; NEUT., neutralization.",23,Rubella,Rubella,1.0
antibody was required to prevent infection within households than outside households (Table 3.3).20,11,Influenza,Influenza – Antibody,0.9105182106812478
Principle 6: Antibodies Must Be Functional,4,Vaccines,Vaccines,1.0
"Although neutralization of viruses and killing of bacteria are often mCoP, it has been increasingly realized that there are other important antibody functions. First, Fig. 3.2 shows a case in which neutralization was definitely important, where titers were measured by neutralization or by hemagglutination- inhibition after vaccination with two different strains of rubella vaccines. As can be seen, both strains induced hemag- glutination inhibiting antibodies, but RA27/3 stimulated con- siderably more neutralizing antibodies and proved to be the more protective vaccine.21",23,Rubella,Rubella,1.0
A study of meningococcal Group C polysaccharide vaccine conducted in Quebec showed the difference in function between antibodies measured by ELISA or by bacterial killing. Adults produced both types of antibodies and were highly protected; children 2 to 5 years old produced more antibodies and had moderate protection; and 1-year-old infants gener- ated ELISA but little bactericidal antibody and had no protection.22,13,Pneumococcal,Pneumococcal,1.0
"A striking example of the importance of antibody function has been reported after an HIV vaccine trial in Thailand. A regimen of priming with a canarypox vector presenting the viral envelope followed by a boost with envelope protein generated little neutralizing antibody, but did generate signifi- cant levels of antibody-dependent cellular cytotoxic antibody that potentiates natural killer cell activity. IgG3 antibody- dependent cell-mediated cytotoxicity (ADCC) antibodies directed against the V1-V2 loops of virus were shown to cor- relate with protection. This illustrated that there are many mechanisms by which antibody may protect.23–26",3,Hiv,Hiv,0.2470080904254164
Principle 7: T-Cell Responses May Be Correlates,22,Cd4,Cd4,0.4912566335682724
"It has usually been assumed that T-cell responses are the important protective correlate for bacille Calmette-Guérin (BCG) vaccine and tuberculosis in general, but it has been difficult to prove that assumption. Interferon-γ secretion has been thought to be important. A study of Mycobacterium bovis showed a correlation between interferon-γ–secreting T cells and protective immunity in cows.27 However, although pre- sumably related to T-cell function, it is uncertain as to which, and the mCoP for tuberculosis vaccine in humans remains elusive.28–30 On the other hand, malaria is an example where T-cell responses appear to be crucial, and although antibodies to circumsporozoite protein (CSP) are also generated, they do not appear to be a CoP.31,32 The RTS,S particle containing CSP generates tumor necrosis factor (TNF)-α producing CD4+ cells that appear to predict protection.33 In contrast, a vaccine based on intravenous injection of irradiated sporozoites depends for efficacy on CSP induction of CD8+ T cells that produce inter- feron in the liver, where natural sporozoites must first replicate to launch infection.34",1,Malaria,Malaria,0.4049020402142605
Although vaccination against chlamydia and tularemia,29,Chlamydia,Chlamydia,0.8327620584772216
"bacteria is still experimental, there is abundant evidence that T-cell responses will be necessary for efficacy.22,35–37",-1,Noise / Outlier,Noise / Outlier,0.0
"There is clearly much still to be learned about T-cell responses as correlates because of the numerous functional classes of these cells. Although CD8+ T-cell cytotoxicity is clearly one of the most important protective functions, CD4+ T cells exist in many varieties with different helper functions for B and T cells that influence protection directly or indirectly through cytokine secretion.38",22,Cd4,Cd4,1.0
Principle 8: More Than One Factor May Protect as Cocorrelates,28,Memory,Memory,0.8447648180596175
"A good example of cocorrelates may be derived from studies of influenza. The live, attenuated intranasal vaccine generates both serum antibody and nasal IgA mucosal antibody.39–41 In",21,Influenza,Influenza – Antibody – T21,1.0
"vaccinated children challenged with another dose of the intra- nasal vaccine, virus shedding occurred at a high rate in vac- cinees lacking both responses, at a low rate in vaccinees having both responses, and at an intermediate rate if only one response was present. Thus, the two responses were synergis- tic, or at least additive. In the case of inactivated influenza vaccine, two separate antibody responses seem important: that against the viral hemagglutinin and that against viral neuraminidase.42–44 The former block virus entry and the latter block virus exit from the cell. Antibody responses may be poor in the elderly, but granzyme produced by CD8+ cytotoxic T cells are also protective against symptomatic infection by lim- iting replication.45–48",11,Influenza,Influenza – Antibody,0.3351918173319324
"Pertussis vaccines, whether whole cell or acellular, contain multiple components of the bacteria. Toxins and adherence factors are important in pathogenesis, and studies show that whereas antibodies against any of these reduces risk, antibod- ies against multiple virulence factors reduce risk even more.49–51 T-helper cell (Th) 1 and Th17 responses also are important for duration of protection.52–54",0,Antibodies,Antibodies,1.0
"A recent illustration of probable cocorrelates is the chim- panzee adenovirus vectored vaccine against Ebola virus. Whereas monkeys that generate ELISA titers of 2000 or more almost always survive an Ebola challenge, passive antibody did not protect and it appeared that CD8+ T cells are needed for protection, particularly of antibody responses are low.55–58",17,Ebola,Ebola,1.0
Principle 9: Memory May Be a Mechanistic Correlate of Protection,28,Memory,Memory,1.0
"Hepatitis B vaccine is highly immunogenic at birth, but anti- bodies are frequently lost later in life. Nevertheless, vaccinees are usually protected because they have an anamnestic anti- body response when exposed to the virus.59–62 Indeed, memory B cells are demonstrable in hepatitis B vaccinees in the absence of serum antibody.63,64",18,Vaccine,Vaccine – Vaccinees,1.0
"An interesting discovery was made recently in simian immunodeficiency virus (SIV)–infected rhesus monkeys. A rhesus cytomegalovirus vector containing various genes of SIV was constructed. The vector induced effector CD8+ T cells directed against the SIV proteins and was able to abort early SIV infections in the monkeys.65–67 Thus, effector memory of T or B cells is important in diseases for which dissemination occurs early, such as HIV, H. influenzae type b and meningo- coccus, but central memory is important in long incubation period diseases such as hepatitis B that allow for mobilization of an anamnestic response.",12,Vaccine,Vaccine – Immunodeficiency,0.7906502272383975
Principle 10: There Are Convenient Nonmechanistic Correlates,38,Correlates,Correlates,1.0
"Zoster is the result of reactivation of varicella virus from dorsal spinal ganglia. The current vaccine consists of live varicella virus in large quantity or the gE protein of the virus. In both cases the vaccines elicit both antibodies and cellular responses. The best CoP is a CD4+ T-cell lymphocyte proliferation index, but there is also a statistical correlation with antibodies to viral glycoproteins.68,68a,68b This suggests that the cellular immunity is an mCoP, whereas the antibody is an nCoP, which makes sense if the vaccines maintain the viral latency in the dorsal root ganglia, but it is not impossible that the neutralization of virus by antibody in the skin is also important.",6,Vaccine,Vaccine – Varicella,0.7406753567812078
"Another example is from rotavirus vaccination. IgG anti- bodies can prevent infection when given orally or induced by inactivated rotavirus but the replicating live virus vaccines induce mucosal antibody and are effective.69 However, mea- surement of mucosal responses is difficult, whereas measure- ment of serum IgA antibodies is easy. Thus, in the absence of",-1,Noise / Outlier,Noise / Outlier,0.0
"a generally agreed mCoP, serum IgA provides a very useful nCoP.70–72",43,Serum,Serum,1.0
STATISTICAL ISSUES IN DEVELOPING IMMUNE CORRELATES OF PROTECTION,-1,Noise / Outlier,Noise / Outlier,0.0
Developing CoPs involves statistical issues in two main areas:,9,Preimmunization,Preimmunization,1.0
"development and selection of immunological assays and associated immune response biomarkers meriting study as correlates in preventive vaccine efficacy trials; and (b) statisti- cal evaluation of the selected biomarkers in efficacy trials for their utility as CoPs. For area (a), statistical power for detecting a CoP is eroded for biomarkers with low signal-to-noise ratios73,74 (e.g., from technical assay measurement error), making the standardized statistical evaluation and optimiza- tion of assays within and prior to efficacy trials fundamental for developing CoPs.25,75–78 Moreover, with systems vaccinol- ogy research measuring high-dimensional data on immune responses to vaccination,79–87 an important area of statistical research is classification of vaccinees into low-dimensional biomarker signature groupings79,88–90 for assessment as CoPs. From now on we focus on area (b).",42,Estimates,Estimates,1.0
"In the clinical trials statistical literature, a CoP is an immune",9,Preimmunization,Preimmunization,1.0
"response biomarker measured after vaccination that can be used to reliably predict vaccine efficacy (VE) against a clinical end point. Several approaches to defining and statistically evaluating CoPs based on efficacy trials have been pro- posed.4,91–103 For CoP assessment, these approaches have been applied to search for thresholds of the biomarker that dis- criminate vaccinees into disease cases (and hence unprotected) versus undiseased controls (and hence putatively pro- tected),9,104–108 or to study how protection depends on the distribution of response.109–111 However, many of these CoP methods do not define protected biomarker subgroups in terms of a causal effect of vaccination, such that an association of the biomarker with disease may not reflect a correlation with VE but rather with pathogen exposure or intrinsic sus- ceptibility to the disease.4,112–115 Addressing this limitation, the “VE curve” approach directly assesses how VE varies across vaccinated subgroups defined by the level of the bio- marker.4,113–119 With this approach, the most useful CoP has VE of zero for vaccinees with negative/absent immune response and VE near 100% for vaccinees with response above a thresh- old. A varicella zoster vaccine (VZV) efficacy trial120 illustrates this approach, where VE to prevent herpes zoster varied widely with fold rise in VZV antibody titers (P < .001), with estimated VE of 90% for vaccinees with a 5.26-fold rise compared to 70% and 0% for vaccinees with a 2.39- and zero-fold rise, respec- tively.6 These results provide a benchmark for high protective efficacy. As noted above, a useful CoP may or may not be a mechanism of protection.6",19,Vaccine,Vaccine – Immune – T19,1.0
The major challenge of the VE curve approach is that it,-1,Noise / Outlier,Noise / Outlier,0.0
"requires estimation of how the risk of the clinical end point for a placebo recipient depends on an unmeasured variable— the immune response to the vaccine that the individual would have had, if, counter to fact, the individual had been randomly assigned to receive the vaccine. Consequently, the VE curve statistical methods incorporate techniques for “filling in” the counterfactual immune responses of placebo recipi- ents.113,114,117,119,121–127 The “baseline immune response predic- tor” technique develops a model from vaccine recipients predicting individual immune response biomarkers from baseline variables, and applies this model to placebo recipi- ents using these baseline variables. The “closeout placebo vac- cination” technique crosses over placebo recipients at the end of study follow-up to receive the vaccine and have the immune response directly measured. Crucially, effective use of these approaches requires storing baseline samples in (almost) all",7,Vaccine,Vaccine – Immune,0.46436602702427454
"efficacy trial participants, to make possible measurement of preimmunization predictors of the candidate CoP in most disease cases; unavailability of baseline samples has been one of the greatest limiting factors for CoP assessment in efficacy trials.",9,Preimmunization,Preimmunization,1.0
"We conclude by listing five other statistical issues that are faced in developing CoPs in efficacy trials. First, immune responses are typically only measured in a case-control128–130 or case-cohort131–134 subsample, motivating research into opti- mal sampling design117,135–139 and analysis129,130,140 methods.",9,Preimmunization,Preimmunization,1.0
"Second, statistical methods are needed to develop cocorre- lates, for example, by estimating VE surfaces across vaccinee subgroups defined by the level of two immune response bio- markers114,119 or estimating VE curves for a univariable com- posite biomarker.126 Moreover, for assessing complex correlates3 based on high-dimensional immune response biomarkers, supervised machine learning methods are needed to estimate the best models of VE.88,89,141,142 Third, two types of CoP analy- ses are defined by measuring the immune response biomarker at a fixed time point shortly after vaccination or at serial time points including just before exposure and infection or disease. Both analyses are important, the former primarily for develop- ing practicable VE-predictive end points and the latter primar- ily for generating clues about mechanistic CoPs. Fourth, a highly predictive CoP for a particular disease end point, vac- cine, and study population may fail for a different end point, vaccine, or study population,143 indicating that metaanalysis of multiple efficacy trials combined with knowledge of mecha- nisms of protection is needed for bridging CoPs to new settings.4,55,94,97,106,115,144,145",19,Vaccine,Vaccine – Immune – T19,1.0
"Lastly, for genetically diverse pathogens, the whole discus- sion above applies to assessing CoPs against particular pheno- types or genotypes of the pathogen (e.g., through pathogen type-specific VE curves), with common application historically to assess serotype- or biotype-specific antibody titers as CoPs against disease with the same type.146–151 In contemporary effi- cacy trials, pathogen genomes infecting study participants are sequenced, enabling a statistical sieve analysis that assesses how VE varies with sequence characteristics.152 Immune response data can inform the sieve analysis by focusing the analysis on putatively protective epitopes such as highly vaccine-reactive peptides or specific reagents that were identi- fied as CoPs.153,154 Moreover, host characteristics other than immune responses (such as demographics, ecological factors, or genetics such as human leukocyte antigen [HLA] types restricting epitope-specific T-cell responses) may affect VE or type-specific VE, such that the overarching goal of VE curve CoP analysis may be stated as estimation of how VE varies jointly in pathogen sequence characteristics, immune response biomarkers, and any other host characteristics.3,73,87,155",19,Vaccine,Vaccine – Immune – T19,0.949850294790172
COMPLEXITY OF CORRELATES,38,Correlates,Correlates,1.0
"As Einstein said, “Everything must be made as simple as pos- sible, but not simpler.” We have attempted above to reduce this subject to simple principles, but one must recognize that in practice the determination of CoPs is difficult. First, it is necessary to repeat that CoP are not restricted to neutraliz- ing IgG antibody or CD8+ T cell cytotoxicity. Other immuno- logic responses, such as antibodies that stimulate natural killer cells,156 Th17 T cells that prevent mucosal infection,157 and T cells that secrete cytokines are examples of possible CoP.158",9,Preimmunization,Preimmunization,1.0
"The CoP for influenza vaccine appears at first to be straight- forward: hemagglutination-inhibiting antibody or perhaps neutralizing antibody. However, in children it appears that higher levels of antibody are necessary, perhaps because of the absence of prior influenza infections.159 In the elderly the situ- ation is even more complex, owing to immunosenescence, such that the presence of cytotoxic T cells may be necessary to protection against serious disease in the presence of a weak antibody response.46",11,Influenza,Influenza – Antibody,0.8224224165246784
"A CoP for pertussis vaccine has long been controversial, but the use of acellular vaccines with a variable number of",0,Antibodies,Antibodies,1.0
"components has been educational. As stated above it appears that high-titered antibodies against pertussis toxin, pertactin, and fimbrial hemagglutinogens each provide some degree of protection and that there is synergy among those antibodies.52 However, a T-cell response is critical to duration of antibody and to prevention of nasopharyngeal carriage, and Th17 cells are also important based on evidence from mouse and baboon models.160,161 Thus, B and T cell responses act together for the best efficacy.162",0,Antibodies,Antibodies,0.622507599472402
"The importance of CD4+ T cell immunity to protection by the RTS,S malaria vaccine based on CSP was discussed above. However, protection induced by the liver stage multiple epitope-thrombospondin–related adhesion protein (ME- TRAP) antigen is mediated by CD8+ T cells163 and the mero- zoite MSP2 and-3 antigensactbyinductionofopsonophagocytic antibodies.164,165",1,Malaria,Malaria,1.0
"In line with the doctrine that the immune system is redun- dant, there are multiple situations in which antibody is the first line of defense and therefore an mCoP, but where cellu- lar immunity provides a backup in the event antibodies are low. Such may be the case for Ebola virus and yellow fever virus.56,166 For some other agents the two arms of the immune system are synergistic, as in the case of the RTS,S malaria vaccine that induces both types of response against the cir- cumsporozoite antigen of the parasite.167,168 In other cases, the CoP varies with the type of vaccine. Whereas as described above, the canarypox vector/HIV protein vaccine for HIV depends for its efficacy on an ADCC antibody response,156 a rhesus cytomegalovirus vectored vaccine that protected monkeys against SIV acts through induction of effector T cells.66,67 In the case of human cytomegalovirus antibody to surface proteins protect against acquisition by contact,169 but cellular immunity to internal antigens seems to be key in preventing transplant-associated disease in hematogenous stem cell recipients.170",12,Vaccine,Vaccine – Immunodeficiency,0.4572622908160435
Also still to be defined are CoP relating to mucosal immune,9,Preimmunization,Preimmunization,0.9668583201354812
"responses. Mucosal IgA antibody produced by vaccination has been identified to be important to protection against influ- enza39,171 polio,172 and respiratory syncytial virus,173 and probably is important for rotavirus vaccine.70,174 Serum IgG antibody diffusing onto respiratory, gastrointestinal, and genital mucosae undoubtedly also can prevent infection but is poorly characterized.",-1,Noise / Outlier,Noise / Outlier,0.0
CONCLUSIONS,-1,Noise / Outlier,Noise / Outlier,0.0
"The immune system is redundant, but the mCoP after vac- cination in most cases is antibody that blocks the agent in the blood. Antibodies have varying functions and the mCoP will vary according to the vaccine. Cellular immunity may synergize with antibody or make up for its lack. Effector T-cell memory may be necessary for short incubation period dis- eases, whereas central memory with an anamnestic response is sufficient for long incubation period diseases. For some vaccines we do not know the true mCoP but we can use a nCoP that is not protective but is statistically correlated with protection. In general, there is a spectrum of correlates, ranging from pure antibody to the protective antigen in anthrax vaccine to the resurrection of cellular immunity to varicella virus that results from immunization with zoster vaccine.",-1,Noise / Outlier,Noise / Outlier,0.0
Table 3.4 gives our best estimates of CoPs for currently licensed vaccines.,42,Estimates,Estimates,1.0
References for this chapter are available at ExpertConsult.com.,26,Expertconsult,Expertconsult,1.0
REFERENCES,26,Expertconsult,Expertconsult,0.5663316907165119
Plotkin SA. Immunologic correlates of protection induced by vaccination. Pediatr Infect Dis J. 2001;20(1):63-75.,5,Immune,Immune,0.5637619545273527
Plotkin SA. Correlates of protection induced by vaccination. Clin Vaccine Immunol. 2010;17(7):1055-1065.,5,Immune,Immune,0.8091825914022942
Plotkin SA. Complex correlates of protection after vaccination.,5,Immune,Immune,1.0
Clin Infect Dis. 2013;56(10):1458-1465.,37,Clin,Clin,1.0
"Qin L, Gilbert PB, Corey L, et al. A framework for assessing immunological correlates of protection in vaccine trials. J Infect Dis. 2007;196(9):1304-1312.",41,Vaccine,Vaccine – Immunological,1.0
Plotkin SA. Vaccines: correlates of vaccine-induced immunity.,5,Immune,Immune,1.0
Clin Infect Dis. 2008;47(3):401-409.,37,Clin,Clin,1.0
"Plotkin SA, Gilbert PB. Nomenclature for immune correlates of protection after vaccination. Clin Infect Dis. 2012;54(11): 1615-1617.",5,Immune,Immune,0.719174383150598
"Andrews NJ, Waight PA, Burbidge P, et al. Serotype-specific effec- tiveness and correlates of protection for the 13-valent pneumo- coccal conjugate vaccine: a postlicensure indirect cohort study. Lancet Infect Dis. 2014;14(9):839-846.",13,Pneumococcal,Pneumococcal,0.5940515725428082
"Jokinen JT, Ahman H, Kilpi TM, et al. Concentration of anti- pneumococcal antibodies as a serological correlate of protec- tion: an application to acute otitis media. J Infect Dis. 2004;190(3):545-550.",36,Protec,Protec,1.0
"Chen X, Bailleux F, Desai K, et al. A threshold method for immu- nological correlates of protection. BMC Med Res Methodol. 2013;13:29.",-1,Noise / Outlier,Noise / Outlier,0.0
"Pan CH, Valsamakis A, Colella T, et al. Modulation of disease, T cell responses, and measles virus clearance in monkeys vacci- nated with H-encoding alphavirus replicon particles. Proc Natl Acad Sci USA. 2005;102(33):11581-11588.",33,Alphavirus,Alphavirus,1.0
"Panchanathan V, Chaudhri G, Karupiah G. Protective immunity against secondary poxvirus infection is dependent on antibody but not on CD4 or CD8 T-cell function. J Virol. 2006;80(13): 6333-6338.",27,Immunity,Immunity,1.0
"Hammarlund E, Lewis MW, Hansen SG, et al. Duration of antiviral immunity after smallpox vaccination. Nat Med. 2003;9(9):1131-1137.",4,Vaccines,Vaccines,1.0
"Chaudhri G, Panchanathan V, Bluethmann H, et al. Obligatory requirement for antibody in recovery from a primary poxvirus infection. J Virol. 2006;80(13):6339-6344.",27,Immunity,Immunity,1.0
"Onorato IM, Modlin JF, McBean AM, et al. Mucosal immunity induced by enhance-potency inactivated and oral polio vaccines. J Infect Dis. 1991;163(1):1-6.",-1,Noise / Outlier,Noise / Outlier,0.0
"Plotkin SA, Starr SE, Friedman HM, et al. Protective effects of Towne cytomegalovirus vaccine against low-passage cytomega- lovirus administered as a challenge. J Infect Dis. 1989;159(5): 860-865.",20,Cytomegalovirus,Cytomegalovirus,1.0
Plotkin SA. Vaccination against the major infectious diseases. C R Acad Sci III. 1999;322(11):943-951.,5,Immune,Immune,1.0
Lemon SM. Immunologic approaches to assessing the response to inactivated hepatitis A vaccine. J Hepatol. 1993;18(suppl 2):S15-S19.,18,Vaccine,Vaccine – Vaccinees,1.0
"Fernandez J, Levine OS, Sanchez J, et al. Prevention of Hae- mophilus influenzae type b colonization by vaccination: correla- tion with serum anti-capsular IgG concentration. J Infect Dis. 2000;182(5):1553-1556.",21,Influenza,Influenza – Antibody – T21,0.8796985555141533
"Coudeville L, Bailleux F, Riche B, et al. Relationship between haemagglutination-inhibiting antibody titres and clinical pro- tection against influenza: development and application of a bayesian random-effects model. BMC Med Res Methodol. 2010;10:18.",11,Influenza,Influenza – Antibody,1.0
"Taranger J, Trollfors B, Lagergard T, et al. Correlation between pertussis toxin IgG antibodies in postvaccination sera and sub- sequent protection against pertussis. J Infect Dis. 2000;181(3): 1010-1013.",0,Antibodies,Antibodies,1.0
"Plotkin SA, Farquhar JD, Ogra PL. Immunologic properties of RA27-3 rubella virus vaccine. A comparison with strains pres- ently licensed in the United States. JAMA. 1973;225(6):585-590.",23,Rubella,Rubella,0.9358382948366896
"De Wals P, De Serres G, Niyonsenga T. Effectiveness of a mass immunization campaign against serogroup C meningococcal disease in Quebec. JAMA. 2001;285(2):177-181.",13,Pneumococcal,Pneumococcal,0.9242881404348694
"Zolla-Pazner S, deCamp A, Gilbert PB, et al. Vaccine-induced IgG antibodies to V1V2 regions of multiple HIV-1 subtypes correlate with decreased risk of HIV-1 infection. PLoS ONE. 2014;9(2): e87572.",3,Hiv,Hiv,0.36598061417522915
"Zolla-Pazner S, deCamp AC, Cardozo T, et al. Analysis of V2 antibody responses induced in vaccinees in the ALVAC/AIDSVAX HIV-1 vaccine efficacy trial. PLoS ONE. 2013;8(1):e53629.",3,Hiv,Hiv,1.0
"Haynes BF, Gilbert PB, McElrath MJ, et al. Immune-correlates analysis of an HIV-1 vaccine efficacy trial. N Engl J Med. 2012;366(14):1275-1286.",3,Hiv,Hiv,0.5086388455764639
