Document,Topic,Auto_Label,Descriptive_Label,Probability
"Two Tdap (tetanus, diphtheria, and pertussis for adoles- cents and adults) vaccines (tetanus, diphtheria, and acellular pertussis vaccines, with the lowercase letters indicating a reduced antigen content for the diphtheria toxoid and one or more of the pertussis antigens) for use in adolescents and adults, Adacel (Sanofi Pasteur Ltd.) for use in persons 10 through 64 years of age, and Boostrix (GlaxoSmithKline Bio- logicals) for use in persons 10 years of age and older, are licensed in the United States. The quadrivalent (Groups A, C, Y, and W135) meningococcal conjugate vaccines, Menactra (Sanofi Pasteur Inc.) and Menveo (Novartis Vaccines and Diagnostics S.r.l.) do not contain any preservative. MenHibrix (GlaxoSmithKline Biologicals) is a bivalent meningococcal conjugate vaccine",4,Vaccines,Vaccines – Influenza,0.6132689765981362
"Simi- larly, the two meningococcal serogroup B vaccines BEXSERO (Novartis Vaccines and Diagnostics S.r.l.) and TRUMENBA (Wyeth Pharmaceuticals Inc.) and the HPV vaccines Gardasil 9 (Merck Sharp & Dohme Corp.) and Cervarix (GlaxoSmith- Kline Biologicals) do not contain any preservative.",15,Preservative,Preservative,1.0
A diphtheria and tetanus toxoid vaccine (DT) for use in children younger than 7 years of age is available from Sanofi Pasteur Inc.,9,Pertussis,Pertussis,1.0
"Vaccine adjuvants are not licensed separately; rather, the adjuvant is a constituent of the licensed vaccine, and it is the vaccine formulation, in toto, that is tested in clinical trials and is licensed. An adjuvant cannot be added or removed, or its amount in a licensed vaccine changed, without submitting a supplement to the vaccine license and obtaining approval from the FDA. The various aluminum salts (aluminum hydroxide, aluminum phosphate, alum [potassium aluminum sulfate], or mixed aluminum salts) are the most commonly used adjuvants in U.S.-licensed vaccines. One vaccine, Cervarix (GlaxoSmithKline Biologi- cals), which contains AS04, an adjuvant system composed of an aluminum salt and monophosphoryl lipid A, a detoxified lipopolysaccharide (LPS), has been licensed. In 2013, as part of the U.S. government’s national pandemic preparedness ini- tiative, an H5N1 monovalent influenza vaccine, approved for use in persons 18 years of age and older, containing the unique adjuvant, AS03, manufactured by ID Biomedical Cor- poration of Quebec was licensed. In 2015, an inactivated influenza vaccine, Fluad (Seqirus Vaccines Ltd.), which contains the squalene-based adjuvant MF59C.1, was licensed.",1,Vaccines,Vaccines – Adjuvants,0.7724903839078296
"For many years, the prevailing thought was that the aluminum salts functioned as depots for the vaccine immu- nogens.",1,Vaccines,Vaccines – Adjuvants,1.0
"Table 7.1 presents the specific aluminum salt (hydroxide, phosphate, sulfate, or mixed) and the quantity of aluminum that is contained in a number of commonly used vaccines. (The aluminum content that is listed for some vaccines noted in Table 7.1 represents the upper limit of the specification; the vaccine may routinely contain less aluminum.) By regulation (21 CFR §610.15[a]), the aluminum content of a vaccine cannot exceed 0.85 mg of aluminum per dose if the amount is assayed, or 1.14 mg/dose if determined by calculation based on the amount of the aluminum compound that is added.",1,Vaccines,Vaccines – Adjuvants,1.0
"regulation for aluminum content refers to an individual dose of a biological product; thus, for example, for a hypothetical combination vaccine derived from licensed components, the aluminum content for the combination vaccine may still not exceed 0.85 mg.",1,Vaccines,Vaccines – Adjuvants,1.0
"Recently, the FDA amended the CFR requirements5 for con- stituent materials including adjuvants to permit, when justi- fied, exceptions or alternatives such as the use of an increased aluminum content in a vaccine; this change may have a greater impact on certain therapeutic vaccines than on the preventive vaccines.",1,Vaccines,Vaccines – Adjuvants,1.0
"Concerns have been raised in recent years about the use of aluminum in vaccines and potential adverse outcomes that may be associated with its use at the levels that exist in indi- vidual vaccines and through the additive effects of multiple vaccinations. These concerns about the use of aluminum in vaccines prompted a workshop that was sponsored by the National Vaccine Program Office in May 2000. In their overall summary of the workshop, Eickhoff and Meyers26 noted that “based on 70 years of experience, the use of salts of aluminum as adjuvants in vaccines has proven safe and effective.” A more recent study by FDA scientists, using updated parameters for toxicokinetic assessments, including current recommended vaccines and aluminum excretion data, concluded that the risk from aluminum exposure from vaccines and the environment to infants was extremely low.27",1,Vaccines,Vaccines – Adjuvants,0.9891322168512255
"Various stabilizers are added to vaccines to help protect them from adverse conditions such as the freeze-drying process (for those vaccines that are freeze-dried) or heat. For freeze-dried (lyophilized) preparations of vaccines, it is also necessary to add materials that provide a bulk matrix for the vaccine. The amount of an immunogen that is contained in a vaccine can be extremely small, on the order of tens of micrograms or less. If sufficient amounts of various materials were not added to the vaccine before lyophilization, the vaccine would not be readily observable and would most likely adhere to the vial wall. By way of illustration of vaccine immunogen masses, ActHIB (Sanofi Pasteur SA), a polysaccharide conjugate vaccine that is marketed in a freeze-dried presentation, con- tains approximately 10 µg of purified polysaccharide conju- gated to 24 µg of tetanus toxoid. The immunogen mass for live viral vaccines is even less, on the order of nanograms (approximately 103 to 105 viral particles per dose). Thus, there is a need to provide a matrix to contain these vaccines during freeze-drying.",11,Vaccines,Vaccines – Immunogen,1.0
The types of material that are added to vaccines as stabiliz-,11,Vaccines,Vaccines – Immunogen,1.0
Table 7.2 lists the stabilizers that are used for a number of common vaccines.,11,Vaccines,Vaccines – Immunogen,0.6917684993133736
"The two animal- or human-derived proteins that are currently used as stabilizers in U.S.-licensed vaccines are human serum albumin (HSA) and gelatin. The FDA has, as of this writing, required that, if blood-derived HSA is used in vaccine manufacture, only U.S.- licensed HSA may be used.",2,Vaccine,Vaccine – Immunogens,1.0
"Thus, any bovine-derived gelatin that is added to vaccines, or used in the vaccine manufacturing process, must not be sourced from countries reporting BSE or from countries that do not meet the latest BSE-related stan- dards of the Office International des Epizooties (OIE) (see “Transmissible Spongiform Encephalopathy Agents” later).29",2,Vaccine,Vaccine – Immunogens,1.0
"Allergic responses to gelatin, although rare, have been described in the medical literature.30–33 It has been hypothe- sized that in Japan, use of partially hydrolyzed gelatin, which contained a small amount of high-molecular-weight gelatin, contributed to an increase in the incidence of allergic reac- tions.33,34 Nakayama and Aizawa noted that a change to hydro- lyzed modified porcine gelatin, together with discontinuation of the use of gelatin-containing DTaP vaccines, may have con- tributed to a decrease in the incidence of allergic reactions after administration of monovalent measles and mumps vaccine in Japan.34 A severe allergic reaction to gelatin is a contraindication to receiving gelatin-containing vaccines.",7,Immunol,Immunol,0.9746483379769805
"Various buffers (e.g., phosphate buffer) are also used in vaccines to maintain a particular pH range, and salts (e.g., NaCl) may be added to achieve isotonicity.",11,Vaccines,Vaccines – Immunogen,0.8116517029383867
"In principle, any or all of the materials that are used in the manufacturing process may be present in the final vaccine formulation. For the purposes of this chapter, materials that are present in the final vaccine formulation that derive from the manufacturing process are termed residuals.",2,Vaccine,Vaccine – Immunogens,0.6794448510295091
"viruses may be split by various chemical treatments (e.g., detergent) so that more purified inactivated influenza vaccines can be produced.",5,Vaccines,Vaccines – Recombinant,1.0
"Formaldehyde has a long and extensive history of use in the preparation of bacterial and viral vaccines. It was used by Ramon in 1923 to detoxify diphtheria, yielding a diphtheria toxoid vaccine termed an anatoxine.35 Requirements for the use of formaldehyde and the permitted residual amount of form- aldehyde that is allowed for diphtheria toxoid are provided in the NIH Minimum Requirements.9 Similar NIH Minimum Requirements exist for tetanus toxoid.10 These documents note that residual, free formaldehyde in the finished product should not be in excess of 0.02% (i.e., 0.1 mg for a 0.5-mL vaccine dose). Formaldehyde is also used to inactivate viruses (e.g., polio and influenza viruses) when preparing vaccines.",6,Formaldehyde,Formaldehyde,1.0
"7.1 lists the amount of residual formaldehyde that is present or allowed in these and various other U.S.-licensed vaccines; in the diphtheria and tetanus toxoids, the amount does not exceed 0.02%.",6,Formaldehyde,Formaldehyde,0.8984021311030524
"Similar requirements for residual formaldehyde exist else- where, for example, in Europe, as noted in the European Phar- macopoeia for various vaccines. Concern about the presence of residual formaldehyde in vaccines stems from the known toxic effects of formaldehyde, and from its carcinogenicity potential. The RfD for formalde- hyde (oral administration) is 0.2 mg/kg of bodyweight per day.36 The amount of residual formaldehyde in vaccines (which are administered infrequently, not daily) is below this level.",6,Formaldehyde,Formaldehyde,0.7029462313867674
"The amount of formaldehyde that is natu- rally, continuously present in the blood of humans, or turned over in a particular day, is markedly in excess of the amount that is present as a vaccine residual. A 2013 FDA-authored study41 of the risk posed by the residual formaldehyde in vac- cines concluded, “In the absence of any known adverse health effects from endogenously produced formaldehyde, which exists in blood and extravascular water at steady-state concen- trations that are more than 100-fold higher [than are residual in vaccines], we consider vaccine-related, exogenous formal- dehyde to be a miniscule part of the daily formaldehyde turn- over by the body, and, therefore, do not find it plausible that vaccine-related formaldehyde represents an unsafe compo- nent of infant vaccines.”",6,Formaldehyde,Formaldehyde,1.0
"various U.S.-licensed vaccines and include glutaraldehyde, which is used to inactivate pertussis toxin (PT) in seven",4,Vaccines,Vaccines – Influenza,0.9828838761921798
"acellular pertussis-containing vaccines (Adacel [Sanofi Pasteur Ltd.], Boostrix [GlaxoSmithKline Biologicals], DAPTACEL [each manu- factured by GlaxoSmithKline Biologicals], and Pentacel [Sanofi Pasteur Ltd.]), and β-propiolactone, which is used in the inac- tivation of three seasonal influenza virus vaccines (Afluria [Seqirus Pty Ltd.] and Fluvirin and Flucelvax [manufactured by Seqirus Vaccines Ltd. and Seqirus, Inc., respectively]), and two rabies vaccines (RabAvert [Novartis Vaccines and Diagnos- tics GmbH] and Imovax",4,Vaccines,Vaccines – Influenza,0.708059971872866
The CFR permits the addition of antibiotics (with the excep- tion of penicillin) in viral vaccine manufacture (21 CFR,8,Penicillin,Penicillin,0.7651356518906419
Table 7.2 lists the amount of residual antibiotics in several U.S.-licensed vaccines.,8,Penicillin,Penicillin,1.0
"Furthermore, 21 CFR §610.15(b) states that “extraneous protein known to be capable of producing allergenic effects in human subjects shall not be added to a final virus medium of cell culture produced vaccines intended for injection.” These regulations address the possibility that animal-derived proteins present in the final formulation of a vaccine can cause allergic reactions in some vaccine recipients. derived materials are used extensively in vaccine manufactur- ing, particularly in viral cultures. When viral vaccines are grown in embryonated chicken eggs (influenza and yellow fever vaccines) or chick embryo cell culture (measles or mumps virus vaccines), the label will state that residual chicken pro- teins may be present in the final formulation (see Table 7.2). Although hypersensitivity to any component of the vaccine is a contraindication, the MMR-II and yellow fever vaccine (YF- Vax) package inserts address the vaccination of persons with hypersensitivity to eggs or egg protein.",-1,Noise / Outlier,Noise / Outlier,0.0
"The two U.S.-licensed hepatitis B vaccines, Engerix-B (Glaxo-",-1,Noise / Outlier,Noise / Outlier,0.0
"Hepatitis B vaccine is contraindicated in persons with a history of hypersensitivity to yeast; however, the ACIP has noted that “no evidence exists that documents adverse reactions after vaccination of persons with a history of yeast allergy.”42 The HPV vaccines, Gardasil (Merck Sharp & Dohme Corp.) and Gardasil 9 (Merck Sharp & Dohme Corp.), are also manufac- tured in yeast cells; according to the package inserts, both vaccines contain less than 7 µg of yeast proteins per dose; hypersensitivity to yeast is given as a contraindication to",15,Preservative,Preservative,1.0
"receiving the vaccine. The other HPV vaccine, Cervarix (Glaxo- SmithKline Biologicals), is manufactured in insect cells; levels of insect cell proteins are reduced to less than 40 ng/dose.",5,Vaccines,Vaccines – Recombinant,0.926947990320188
"It has been reported43 that anaphylactic reactions to DTaP and Tdap vaccines may be caused by the presence of residual amounts of casein, a milk protein that is used in the culture media for these vaccines; the reactions occurred in children who already had high levels of milk allergy. The authors43 note, however, that these anaphylactic reactions are exceed- ingly rare, and that many highly sensitive children with milk allergy tolerate the vaccines.",12,Vaccines,Vaccines – Allergy,1.0
"Vaccine vial stoppers or syringe components (plunger or tip caps) may contain latex, a component of natural rubber; certain persons are sensitive to latex. Vaccine presentations that contain or may contain latex have statements in the Warning and Precautions section of the package insert to the effect that the vaccine may cause allergic reactions in latex- sensitive individuals.",14,Vaccine,Vaccine – Latex,1.0
"For bacterial vaccines, manufacturing residuals may include various bacterial cell constituents. Naturally, whole-cell vaccines—such as the previously used whole-cell pertussis vaccine—contain high levels of these components. At present, no parenteral whole-cell bacterial vaccine is in use in the United States; an oral, live attenuated bacterial vaccine, Typhoid Vaccine Live Oral Ty21a (Vivotif, Crucell Switzerland Ltd.), is approved for use.",13,Vaccines,Vaccines – Bacterial,1.0
"Vaccines derived from gram-negative bacteria may contain LPS, commonly termed endotoxin, a component of the bacte- rium’s outer membrane. Two tests are currently used to detect LPS in vaccines: the rabbit pyrogen test (which is a test for all pyrogens) and the limulus amebocyte lysate (LAL) test. The limulus lysate that is used to test for bacterial endotoxin in U.S.- licensed vaccines (and other FDA-regulated biological prod- ucts) is itself a U.S.-licensed product. The amount of endotoxin remaining in a final vaccine formulation depends on a number of factors, including the purification steps that are used in",8,Penicillin,Penicillin,0.7205138161878727
"vaccine production. One of the DTaP vaccine labels (Tripedia [Sanofi Pasteur Inc.], which is no longer available) includes the amount of endotoxin contributed by the inactivated pertussis compo- nents (<50 endotoxin units/mL).",4,Vaccines,Vaccines – Influenza,0.9828838761921798
Residual bacterial protein may be present in the final vaccine formulation of bacterial vaccines.,13,Vaccines,Vaccines – Bacterial,1.0
"Polysaccharide, conjugated polysaccharide, and purified protein vaccines undergo a number of purification steps that reduce the amount of residual bacterial protein. After licensure, purity and quality of the vaccine antigen is often assessed by sodium dodecylsulfate (SDS)–PAGE as a release test. However, there is a limit to the sensitivity of these methods, as is illustrated in publications of the National Institute of Allergy and Infec- tious Disease–sponsored multicenter acellular pertussis trial,51,52 which show that some children vaccinated with a fourth and fifth dose of Tripedia (DTaP [Sanofi Pasteur Inc.]; a two-component pertussis vaccine containing PT and fila- mentous hemagglutinin [FHA]), after previous doses of Tripe- dia, or a fourth dose of Tripedia after a primary series with whole-cell pertussis vaccine, had a booster response to pertac- tin and fimbriae, suggesting that there was sufficient antigen in Tripedia to stimulate an immune response.",4,Vaccines,Vaccines – Influenza,1.0
Cell substrates used in viral vaccine manufacture include,5,Vaccines,Vaccines – Recombinant,0.9669445084807213
Several recombinant DNA- derived viral vaccines are manufactured in insect cell lines. Residual protein from these differing cell lines is present to varying degrees in the vaccines produced from them.,5,Vaccines,Vaccines – Recombinant,1.0
"Residual cellular DNA from normal primary diploid cells or diploid cell strains, as well as from bacterial cells, may be present in the final vaccine formulation, and this DNA is not considered to pose a risk.",13,Vaccines,Vaccines – Bacterial,1.0
"This limit of 10 ng of residual DNA per dose does not apply to products derived from microorganisms, diploid cell strains, or primary animal cells, or to oral vaccines made with continuous cell lines.53 The U.S.-licensed Japanese encephalitis virus vaccine (Ixiaro, Valneva Scotland Ltd.), IPV vaccine (IPOL, Sanofi Pasteur SA), and the IPV component of the DTaP-HepB-IPV vaccine, Pediarix (GlaxoSmithKline Biologicals) are produced in the continuous Vero cell line. IPOL contains less than 10 pg of DNA per dose.55 One influenza virus vaccine, Flucelvax (Seqirus Inc.), is produced in MDCK cells, a canine continu- ous cell line; the vaccine contains less than 10 ng of MDCK DNA per dose.",5,Vaccines,Vaccines – Recombinant,0.8828843958007417
"Use of animal-derived materials, such as gelatin, fetal bovine serum (commonly referred to as fetal calf serum), or primary animal-derived cells, in vaccine manufacture raises concerns about the potential presence of adventitious contaminants.",2,Vaccine,Vaccine – Immunogens,0.8644306588194559
"Adventitious agent testing, performed to ensure that cell sub- strates used in vaccine manufacture are free from bacteria, fungi, mycoplasma, and mycobacteria, is described in detail in U.S.56,57 and international58,59 guidance documents.",3,Vaccine,Vaccine – Preservatives,0.6851226997109301
A final vaccine contains materials in addition to the active immunogen.,14,Vaccine,Vaccine – Latex,1.0
Vaccine Additives and Manufacturing Residuals in Vaccines Licensed in the United States	83.e1,2,Vaccine,Vaccine – Immunogens,1.0
"Baylor NW, Egan W, Richman P. Aluminum salts in vaccines:",1,Vaccines,Vaccines – Adjuvants,1.0
Abscesses complicating DTP vaccination.,-1,Noise / Outlier,Noise / Outlier,0.0
Outbreak of pyogenic abscesses after diphtheria and tetanus toxoids and pertussis vaccine.,9,Pertussis,Pertussis,0.8774378154689637
The preservation of poliomyelitis vaccine with stabilized merthiolate.,3,Vaccine,Vaccine – Preservatives,0.6123388770584255
Deleterious effect of thi- merosal on the potency of inactivated poliovirus vaccine. Vaccine.,3,Vaccine,Vaccine – Preservatives,0.6678215913696073
"Require- ments for diphtheria, tetanus, pertussis, and combined vaccines.",9,Pertussis,Pertussis,0.6452590078295558
"Cox NH, Forsyth A. Thiomersal allergy and vaccination reac- tions.",0,Vaccine,Vaccine – Organomercurial,0.895170721739025
Recommendations regarding the use of vaccines that contain thimerosal as preserva- tive.,0,Vaccine,Vaccine – Organomercurial,0.9613591746430815
Summary of the joint statement on thimerosal in vaccines.,0,Vaccine,Vaccine – Organomercurial,0.9613591746430815
Letter to vaccine manufacturers regarding plans for continued use of thimerosal as a vaccine preservative.,0,Vaccine,Vaccine – Organomercurial,1.0
Letter to vaccine manufacturers regarding plans for continued use of thimerosal as a vaccine preservative: update.,0,Vaccine,Vaccine – Organomercurial,1.0
Immunization safety review: vaccines and autism.,0,Vaccine,Vaccine – Organomercurial,0.5207447818995019
"Annex 4: guidelines on regulatory expectations related to the elimination, reduction or replace- ment of thiomersal in vaccines. www.who.int/entity/biologicals/ publications/trs/areas/vaccines/thiomersal/Annex%204%20    (95-102)TRS926thiomersal.pdf>.",0,Vaccine,Vaccine – Organomercurial,0.7877017904430794
"Global Advisory Committee on Vaccine Safety, 9–10 June 2005.",0,Vaccine,Vaccine – Organomercurial,0.6569123589289567
Vaccine.,10,Vaccine,Vaccine – General Aspects,1.0
Vaccine. Correction: Vaccine.,10,Vaccine,Vaccine – General Aspects,1.0
Aluminum toxicokinetics regard- ing infant diet and vaccinations. Vaccine.,1,Vaccines,Vaccines – Adjuvants,1.0
"Eickhoff TC, Myers M. Conference report: workshop summary: aluminum in vaccines. Vaccine.",1,Vaccines,Vaccines – Adjuvants,1.0
Vaccine.,10,Vaccine,Vaccine – General Aspects,1.0
"Anaphylaxis to measles, mumps, and rubella vaccine mediated by IgE to gelatin, J Allergy Clin Immunol.",7,Immunol,Immunol,1.0
"Sakaguchi M, Inouye S. IgE sensitization to gelatin: the probable role of gelatin containing diphtheria-tetanus-acellular pertussis (DTaP) vaccines. Vaccine. 2000;18:2055-2058.",7,Immunol,Immunol,0.7711898771936923
Allergenic components of vaccines and avoidance of vaccine-related adverse events.,-1,Noise / Outlier,Noise / Outlier,0.0
Prevalence of anti-gelatin IgE antibodies in people with anaphylaxis after measles-mumps-rubella vaccine in the United States.,7,Immunol,Immunol,0.8306071117965459
"Nakayama T, Aizawa C. Change in gelatin content of vaccines associated with reduction in reports of allergic reactions.",7,Immunol,Immunol,1.0
Pharmacokinetic modeling as an approach to assessing the safety of residual formaldehyde in infant vaccines. Vaccine.,6,Formaldehyde,Formaldehyde,0.9199495735755634
"Kattan JD, Konstantinou GN, Cox AL, et al. Anaphylaxis to diph- theria, tetanus, and pertussis vaccines among children with cow’s milk allergy.",12,Vaccines,Vaccines – Allergy,1.0
"Slater JE, Rabin RL, Martin D. Comments on cow’s milk allergy and diphtheria, tetanus, and pertussis vaccines.",12,Vaccines,Vaccines – Allergy,1.0
83.e2	SECTION 1 General Aspects of Vaccination,10,Vaccine,Vaccine – General Aspects,0.5272641069283425
Rational approaches to reduce adverse reactions in man to vaccines containing tetanus and diphtheria toxoids. Vaccine.,9,Pertussis,Pertussis,1.0
A safety and immunogenicity comparison of 12 acellular pertussis vaccines and one whole-cell pertussis vaccine given as a fourth dose in 15- to 20-month-old children.,4,Vaccines,Vaccines – Influenza,0.8650035672816633
"Pichicero ME, Edwards KM, Anderson EL, et al. Safety and immunogenicity of six acellular pertussis vaccines and one whole-cell pertussis vaccine given as a fifth dose in four- to six- year-old children.",4,Vaccines,Vaccines – Influenza,1.0
Guidance for industry: Characterization and qualification of cell substrates and other biologi- cal starting materials used in the production of viral vaccines for infectious disease indications.,5,Vaccines,Vaccines – Recombinant,0.7897744050741056
Letter to viral vaccine IND sponsors: use of PCR-based reverse transcriptase assay.,5,Vaccines,Vaccines – Recombinant,0.926947990320188
