Document,Topic,Auto_Label,Descriptive_Label,Probability
"Process development involves making preparations of the test vaccine that satisfy regulatory requirements for clinical testing including clinical lots, preclinical toxicology testing, and analytical assessment, and finally, scale-up methods that lead to a consistent manufacturing process at one-tenth of full scale. Assay development involves the definition of specific methods to test the purity of raw materials, stability and potency of the vaccine product, and immunologic and other criteria to predict vaccine efficacy.",0,Vaccine,Vaccine – Animal,1.0
"Clinical development involves studies of the effects of vaccines on patients for safety, immu- nogenicity, and efficacy through a staged process: phase 1, early safety and immunogenicity in small numbers; phase 2, safety, dose ranging, and immunogenicity in 200 to 400 individuals; sometimes phase 2b, nonlicensure, proof-of-concept trials for efficacy; and phase 3, safety and efficacy trials that permit licen-",0,Vaccine,Vaccine – Animal,1.0
"Bulk manufacturing includes cell culture and/or fermentation-based manufactur- ing followed by a variety of separation processes to purify the vaccine. The finishing operations include formulation with adjuvant/stabilizer followed by vial or syringe filling (includ- ing lyophilization in the case of live viral vaccines) followed by labeling, packaging, and controlled storage.",0,Vaccine,Vaccine – Animal,1.0
"critically important to the overall success of a vaccine develop- ment program. Postlicensure studies of safety and efficacy (phase 4) of vaccines are essential and represent a large additional cost. It is important to note that, unlike pharmaceuticals, vaccines that pass early proof-of-con- cept studies in humans have a very high probability of achiev- ing licensure.",0,Vaccine,Vaccine – Animal,1.0
"The first stage of vaccine development involves acceptance of a candidate from a basic research laboratory and develop- ment of a small-scale process and formulation to make mate- rial for Phase I study, analytical release assays, preclinical toxicology, immunological assays to evaluate clinical responses, an investigational new drug (IND) filing, and well-designed Phase I/IIa studies.",0,Vaccine,Vaccine – Animal,1.0
"Immunologic and other assays must be established to support dose-ranging studies, and a regulatory plan for vaccine process and product submis- sions must be written.",0,Vaccine,Vaccine – Animal,1.0
"It results in the identification, manufacture, filling, and release of clinical-grade vaccine—usually in a pilot plant— demonstration of safety and a dose response in a Phase II clinical study; validation of critical assays to support Phase III clinical studies; consistency of lot manufacture (ability to produce three or more consecutive production-scale lots that meet all product specifications based on validated analytical methods); and completion of technology transfer to final site",0,Vaccine,Vaccine – Animal,1.0
Global vaccine geographical breakout,-1,Noise / Outlier,Noise / Outlier,0.0
Global vaccine market growth,6,Vaccine,Vaccine – Growth,0.8524304270666659
Global vaccine market growth. Worldwide projected vaccine business growth from 2005 to 2020.,6,Vaccine,Vaccine – Growth,1.0
"For vaccine targets for which animal studies are not predictive of efficacy in humans, such as HIV, malaria, and tuberculosis (TB), small Phase IIb proof-of-concept studies based on adaptive clinical trial designs may be used to gain confidence before committing significant resources for process development, analytic development, and factory construction.",0,Vaccine,Vaccine – Animal,1.0
"In general, the analytical and release assays are particularly difficult to develop because, in most cases, vaccines are con- sidered “not well-characterized” biologicals by regulatory agencies.",0,Vaccine,Vaccine – Animal,1.0
"The final stage is Biologics License Application (BLA) prep- aration, licensure, and vaccine launch, which requires 1.5 to 2 years.",0,Vaccine,Vaccine – Animal,1.0
"With few exceptions, each vaccine requires a different plant because of unique manufacturing requirements and the regulatory difficulties associated with changing over to a dif- ferent product. Despite the complexity of bulk vaccine manufacturing, 3 to 5 years post–product launch, the fully burdened bulk cost of production for most of the older vaccines declines to as little as $0.50 to $1.00 per dose, and significant elements of product cost are primarily driven by activities related to filling, vialing, and packaging (Table 4.2). Established vaccines with a limited number of suppliers can generate very high profit margins over the product life cycle.",3,Cost,Cost,1.0
"Furthermore, it is far better to produce consistency lots in the final vaccine production factory to demonstrate the ability to manufacture the vaccine reliably and to use those lots in the Phase III efficacy trials.",0,Vaccine,Vaccine – Animal,1.0
"Estimates of cost of development of a new drug or vaccine have risen from $231 million in 1991, to $802 million in 2003, to $1 billion in 2010.7–9",3,Cost,Cost,1.0
"First, the number of new vaccines brought to licensure annually by a company or the industry is very small compared with other products, and correlates with R&D expenditures of $600 million to $800 million for each new product. Thus, if a company spends $100 million annually for vaccine R&D, one might expect one new product every 6 to 8 years, and this appears to hold true. Second, biotechnology companies that are focused on one vaccine and have success- fully brought it to market have spent $500 million to $700 million on R&D as exemplified by the development of the live attenuated influenza vaccine by Aviron, now Medimmune. In summary, vaccine development from concept to licensure is a lengthy process as illustrated by timelines for some of the cur- rently licensed vaccines (Table 4.3).",3,Cost,Cost,1.0
"To understand the predominant role of major pharmaceutical companies in the development of vaccines, one must examine the role of a vaccine development company in relation to its",8,Vaccine,Vaccine – Companies,1.0
The relative contributions of the various partners to the delicate fabric of vaccine R&D is shown in Table 4.4.10 Several branches of the U.S. government play major roles in vaccine R&D.,2,Vaccines,Vaccines – Government,0.8418479405206848
"The U.S. National Institutes of Health (NIH) is the major funding source via intramural and extramural (largely aca- demic) programs of fundamental research (e.g., gene-based vaccines or T-cell memory studies) and directed research on pathogens (e.g., HIV), which may lead to new vaccine candi- dates. The NIH, through its vaccine trials network, has increased its role in clinical development domestically and internationally. In addition, the Dale and Betty Bumpers Vaccine Research Center at the NIH was established in 1999 primarily to pursue the development of HIV vaccines.",2,Vaccines,Vaccines – Government,1.0
"The CDC conducts disease surveillance and epidemiological studies to ascertain the prev- alence and incidence of specific diseases; this information provides a rationale for prioritizing vaccine development. These studies by the CDC are performed in addition to studies conducted by the vaccine companies, such as Phase IV studies. Through the Advisory Committee on Immunization Practices (ACIP), the CDC recommends usage of vaccines, and is responsible for most of the public purchases (directly through the Vaccines for Children program for approximately 41%, and indirectly through other federal, state, and local govern- ment purchases for approximately 16%, together totaling approximately 57% of all childhood vaccines in the United States), thereby playing a major role in determining the demand and potential profit associated with vaccines. Profes- sional organizations such as the American Academy of Pedi- atrics and the American Academy of Family Physicians also make recommendations for vaccine usage. There is no federal vaccine program for adults, although Medicare does reimburse for influenza and pneumococcal conjugate vaccines. However, the Affordable Care Act of 2010 requires health plans to cover vaccines recommended by the ACIP prior to September 2009 with no copayments or other cost-sharing requirements when those services are delivered by an in-network provider.",-1,Noise / Outlier,Noise / Outlier,0.0
The Department of Defense (DOD) does targeted vaccine,4,Vaccines,Vaccines – Dod,0.7472919856217659
"Thus, the DOD assesses infec- tious disease risks in specific theaters and establishes prioriti- zation of vaccine targets, especially those not being funded and developed in the private sector.",-1,Noise / Outlier,Noise / Outlier,0.0
"The U.S. Army Medical Material Development Activity is its advanced product development agency, which aligns closely with the Walter Reed Army Institute of Research, the U.S. Army Medical Research Institute for Infectious Dis- eases, and the Naval Medical Research Center in conducting or supporting surveillance studies and vaccine trials. USAM- RMC’s longstanding overseas laboratories (e.g., in Thailand and Kenya) provide opportunities for the United States to partner with host nations in the development and evaluation of vaccines of shared interest. Some of the more recent efforts have focused on vaccines against malaria, dengue, HIV, noro- virus, and Ebola. The Biomedical Advanced Research and Development Authority (BARDA) within the Health and Human Services Department was established in 2006 to facili- tate development and purchase of vaccines and other products for public health emergencies. In addition, BARDA is funding a variety of early stage novel vaccine approaches for pandemic influenza.",2,Vaccines,Vaccines – Government,0.9432908961142648
supports limited R&D targeted toward those vaccines that potentially will have the greatest impact on children younger than age 5 years in developing countries.,-1,Noise / Outlier,Noise / Outlier,0.0
"U.S. Food and Drug Administration (FDA), is responsible for licensing new vaccines. CBER establishes standards for manufacturing processes, facilities, and pre- and postlicensing clinical studies to ensure that licensed vaccines are safe and effective (see Table 4.4).",-1,Noise / Outlier,Noise / Outlier,0.0
impact on the nature and direction of vaccine development and its costs. CBER remains the premier vaccine regulatory agency in the world.,-1,Noise / Outlier,Noise / Outlier,0.0
"Nongovernmental organizations (NGOs) are playing an increasing role in vaccine research. The Bill and Melinda Gates Foundation supports several organizations including the International AIDS Vaccine Initiative, the Malaria Vaccine Initiative, Aeras (dedicated to developing TB vaccines), and others with significant funding for development of vaccines that would have the greatest impact on diseases of developing countries.",2,Vaccines,Vaccines – Government,1.0
"Appropriate Technology in Health (PATH), is a nonprofit group that forges private sector partnerships to develop vaccine technologies suitable for the developing world. These product development partnership organizations (PDPs; essentially not-for-profit biotech companies) bring together specialized knowledge, animal models, immunologic assays, and field sites for vaccine testing as well as early capital investment to reduce the scientific technical risks, opportunity costs, and financial risk to their biotech and large pharma industrial partners. They also provide opportunities for validation of novel vaccine technologies and platforms.",-1,Noise / Outlier,Noise / Outlier,0.0
"The role of large, full-service vaccine companies (Table 4.5)12 is predominantly in development.",8,Vaccine,Vaccine – Companies,1.0
"Perhaps most impor- tantly, their management is structured to make rapid go/no-go decisions required to minimize risk and assess efficient vaccine development.",-1,Noise / Outlier,Noise / Outlier,0.0
"nology companies, are engaged in vaccine research. They are often started by university scientists, supported by venture capitalists, and are capable of basic research on a vaccine idea.",7,Venture,Venture,1.0
"Although 60 or so small companies claim engagement in vaccine R&D, only about a dozen or so consider it a major activity, and only a very few, such as MedImmune, have made it to the market or close to the market on their own. More have licensed their products or technology plat- forms to larger companies that have then completed devel- opment, yielding new vaccines such as those for hepatitis B and Haemophilus influenzae type b. For example, the hepatitis B innovation came from the research laboratories of Chiron Corporation that succeeded in making hepatitis B surface antigen in yeast, and thus enabling Merck and GlaxoSmith- Kline to commercialize the modern hepatitis B vaccines. In the case of H. influenzae type b (Hib), Praxis Biologics and Connaught Laboratories pioneered the development of Hib polysaccharide and conjugate vaccines.",1,Vaccines,Vaccines – Developed,0.8590749257365725
"have been the introduction of multiple ideas into early vaccine development, and testing them to determine if they should be",0,Vaccine,Vaccine – Animal,1.0
A strong venture capital and investment community that views vaccine companies as potentially financially reward- ing as other investment opportunities.,7,Venture,Venture,1.0
FUNDING SOURCES FOR VACCINE RESEARCH AND DEVELOPMENT,2,Vaccines,Vaccines – Government,0.820112718304332
"Funding sources for vaccine R&D include government, profits from sales of product, risk capital, and charitable foundations. Similarly, vaccine R&D sponsored through the DOD, FDA, CDC, and USAID is competitive with other public needs as determined by the executive and legislative branches of government. Recent funding for bioterrorism vaccines (anthrax, smallpox) and emerging pathogens (Ebola, West Nile virus, severe acute respiratory syndrome [SARS], Middle East respiratory syndrome [MERS], pandemic influenza) could have long-reaching impact on vaccine research and manufac- turing and could potentially create new entrants into the vaccine business.",2,Vaccines,Vaccines – Government,1.0
"Investors are attracted to the potential profits of a new vaccine, a forecast determined in part by sales of current vaccines. Large vaccine companies, which are divisions of much larger pharmaceutical companies, seek a profit by selling products. On average, pharmaceutical companies reinvest approximately 18% of their profits from product sales into R&D, and this proportion applies to vaccine sales as well as other pharmaceutical products (Pharmaceuti- cal Research Manufacturers Association, personal communica- tion, 2001).",3,Cost,Cost,1.0
"Because vaccine companies are subsidiaries of large com- panies, vaccine R&D and manufacturing must compete with other product areas for resources. Comparisons of the eco- nomics of the vaccine industry with the pharmaceutical indus- try in Europe, and separately in the United States, were performed by the Mercer Consulting Company in 1995 (Fig.",9,Vaccine,Vaccine – Companies – T9,1.0
Vaccine industry	Pharmaceutical industry,8,Vaccine,Vaccine – Companies,1.0
"In addition, other candidate vaccines might be licensed from small companies.",-1,Noise / Outlier,Noise / Outlier,0.0
"This system works extremely well for vaccines with large potential markets in the developed world when technical fea- sibility is demonstrated. It does not work for vaccines for diseases that exist predominantly in the poorer regions of the world (e.g., TB); it works imperfectly for diseases of the devel- oped world that affect relatively few persons because of geo- graphic restriction (e.g., Lyme disease) or diseases limited to specific risk groups (e.g., cytomegalovirus The last problem has to be solved by a strong basic program in vaccine-related sci- ences, particularly for HIV, Staphylococcus aureus, malaria, and other challenging targets. Niche vaccines for developed-world markets are much more attractive to biotech than to large",-1,Noise / Outlier,Noise / Outlier,0.0
"Major U.S. vaccine suppliers value-added chain (versus pharmaceutical industry averages). (From Mercer Management Consulting Testimony on vaccine policy before the U.S. House of Representatives Committee on Commerce, June 15, 1995.)",7,Venture,Venture,0.8549018831108086
"Sig- nificantly more was spent on production and distribution (32%, which includes production, distribution, and returns of product) in the vaccine industry compared with the pharma- ceutical industry (19%), whereas the pharmaceutical industry spent more than the vaccine industry on sales, marketing, and administrative expenses (35% vs. 24%, respectively).",3,Cost,Cost,1.0
"Consequently, within companies, there is an expectation that sales-to-expense ratios for vaccines will be similar to those of other pharmaceutical products, and that revenues will increase every year. Although some of this increase may be accomplished with sales volume, prices stabilize as vaccine products mature, and increased revenues are no longer pos- sible; hence, the requirement for a steady rollout of new prod- ucts. However, unlike pharmaceuticals, old vaccines continue to be profitable for a variety of reasons, including:",3,Cost,Cost,1.0
The absence of a regulatory pathway for generic vaccines deters potential entrants from engaging in a complex and expensive approval process.,4,Vaccines,Vaccines – Dod,0.5295372947048758
"The birth cohort is renewable, providing an ongoing unmet need for vaccines.",-1,Noise / Outlier,Noise / Outlier,0.0
"As a result, sole-sourced vaccines, manufactured in fully depreciated assets, are profitable for pharmaceutical compa- nies. One such example is the MMR vaccine, which after 40 years still has no competition in the United States. A typical vaccine company will have several vaccine candidates in early development, defined as all R&D through Phase I clinical testing (Table 4.6).14-17 Those that are most promising",9,Vaccine,Vaccine – Companies – T9,1.0
"vaccine efforts for West Nile virus, Japanese encephalitis virus, the CMV-transplant indication, and dengue.",1,Vaccines,Vaccines – Developed,1.0
"To involve large companies in development and manufac- turing of vaccines to meet needs such as biodefense or health needs of poorer countries, incentives must be established to convince these companies that they should develop and man- ufacture such products. Such incentives might take the form of guaranteed purchase of certain volumes of a vaccine if speci- fied standards are met, direct contracting by a government agency, or some other publicly funded mechanism.18,19 The use of Advanced Market Commitments to create a funding mechanism for vaccines needed in the developing world has been endorsed by the G8 and pilot projects may be starting soon. This will not solve the problem of the high technical risk and opportunity costs associated with such vaccines, but it may contribute to the solution if combined with early investment. Indeed, they may already have donated or sold vaccines at very low prices to poorer countries.",2,Vaccines,Vaccines – Government,1.0
"Indeed, they already supply the majority of doses of older vaccines for such countries. As their expertise and capacity in vaccine R&D increases they will perhaps evolve into major participants in supplying new vaccines to the developing world.",-1,Noise / Outlier,Noise / Outlier,0.0
"The vaccine industry has slowly mushroomed in India with several key companies emerging including Bharat Biotech, Biological E., Panacea Biotec, and others, but the largest one is the privately held Serum Institute of India. The Indian vaccine industry has significantly benefited from technology transfer from the West.",1,Vaccines,Vaccines – Developed,1.0
"Serum Institute of India is the world’s largest producer of vaccines by number of doses, producing 1.3 billion doses",1,Vaccines,Vaccines – Developed,1.0
Serum Institute is also one of the largest suppliers of measles- containing vaccines and the diphtheria-tetanus-pertussis (DTP) vaccines to U.N. agencies (UNICEF and Pan American Health Organization The Institute makes its measles vaccine in MRC-5 cells instead of chick embryos and has,-1,Noise / Outlier,Noise / Outlier,0.0
productivity estimated at 10- to 20-fold higher than the measles vaccines made by Merck and GlaxoSmithKline. This privately held vaccine company has relentlessly invested in production facilities/infrastructure that surpasses some of the best biotech manufacturing facilities in the United States. So powerful has its growth been that one out of every two chil- dren immunized worldwide get at least one vaccine produced by the Serum Institute.,-1,Noise / Outlier,Noise / Outlier,0.0
"Vaccines recently developed by the Serum Institute are Nasovac (live attenuated trivalent influenza vaccine), MenAf- riVac (meningococcal A conjugate vaccine), Pentavac (DTP Hepatitis B-Hib vaccine), and inactivated polio vaccine. The Institute continues to invest in R&D and is currently working on a rotavirus vaccine, a polyvalent meningococcal conjugate vaccine, a pneumococcal conjugate vaccine, and HPV Vaccine, combination vaccines containing acellular pertussis, and others.",1,Vaccines,Vaccines – Developed,0.991187442165755
"China ranks as the world’s largest vaccine consuming and manufacturing country, with an estimated annual output of 1 billion doses.21 Today, CNBG/ Sinopharm supplies 85% of the doses of the 14 Chinese National Immunization Program vaccines. China’s vaccine manufacturing capabilities are currently intensely focused on supplying their own domestic needs for the pediatric birth cohort of 17 million newborns annually. There are 46 regis- tered vaccine manufacturers in China and 24 licensed vac- cines. Several of the manufacturers are members of the Developing Countries Vaccine Manufacturers’ Network (DCVMN). In 2013, the World Health Organization prequali- fied the Chinese-made Japanese encephalitis virus vaccine made by the Chengdu Institute for Biological Products in col- laboration with PATH.22 China became the first country ever",1,Vaccines,Vaccines – Developed,1.0
"to approve a hepatitis E vaccine, which was developed by Xiamen Innovax Biotech.",1,Vaccines,Vaccines – Developed,1.0
"Brazil has four notable vaccine manufacturing companies. Bio-Manguinhos/Fiocruz is a government-owned entity that supplies the full demand for most vaccines under the Brazilian National Immunization Program (NIP). They also have a R&D collaboration with GlaxoSmithKline for a dengue vaccine. Butantan Institute is another government-owned institution that supplies the full demand for a smaller number of vaccines under the Brazilian NIP. Ataulfo de Paiva Foundation is non- profit private institution that primarily supplies the BCG vaccine for the Brazilian market. Since 2009, it has supplied the meningococcal conjugate vaccine after transferring the technology from Novartis.",-1,Noise / Outlier,Noise / Outlier,0.0
"The Indian vaccine industry is the most advanced among these three developing countries, and is already providing a signifi- cant portion of the world’s vaccine supply as well as develop- ing new vaccines. China is on the verge of the transition from a domestic-only provider to a vaccine exporter, and is demon- strating solid progress in vaccine innovation. Together, these emerging players from middle-income coun- tries will have increasing influence in the global vaccine indus- try during the coming years.",1,Vaccines,Vaccines – Developed,1.0
"The public expectation is for low vaccine prices, although this has changed somewhat in recent years with the introduction of several new, higher priced vaccines, such as varicella, rotavirus, pneumococcal conjugate vaccine, zoster vaccine, and HPV vaccine (Fig. 4.3). Large companies believe that vaccines should be priced according to value to society such as reduction in health care and related costs, relief from pain and suffering, and/or prevention of death, and that they should be rewarded for taking the enormous risks inherent in early vaccine develop- ment. Such prices far exceed manufacturing costs, but are essential to produce the revenue streams that allow vaccines to be competitive for R&D and manufacturing resources within large pharmaceutical companies or that make biotech compa- nies attractive investment opportunities. In general, vaccine prices have declined when more than two companies have competed in a single vaccine market and profitability has fallen sharply. The influenza vaccine market highlights this cyclical ebb and flow of competitors, most recently with the H1N1 outbreak and shortages in 2009 leading to expanded competi- tion and a vaccine surplus, followed by lower prices in 2010.",1,Vaccines,Vaccines – Developed,0.8763714209269778
A vigorous large-company vaccine industry is dependent,9,Vaccine,Vaccine – Companies – T9,1.0
U.S. vaccine price evolution. Prices for vaccines are increasing relative to traditionally mandated products.,-1,Noise / Outlier,Noise / Outlier,0.0
Freedom to price vaccines is restricted to the private market. Less than 50% of the vaccines for children sold in the United States are sold in the private market; the rest are sold to the federal or state governments at reduced prices.,11,Vaccine,Vaccine – Market,1.0
"In addition to the burden of partial price controls, the vaccine industry is subject to intense regulation. It cannot sell products until the vaccine and the facility in which it is manu- factured are approved by the FDA or other regulatory authori- ties; each batch must be released by the appropriate regulatory agency; and the usage, and therefore market size, is largely determined in the United States by the CDC and in Europe by national regulatory authorities. Thus, the vaccine industry does not operate in a free-market environment, and its behav- ior reflects these constraints.",-1,Noise / Outlier,Noise / Outlier,0.0
Vaccine business growth in the future will have three important drivers:,-1,Noise / Outlier,Noise / Outlier,0.0
"New vaccines for CMV, herpes simplex virus (HSV), respira- tory syncytial virus (RSV), norovirus, Clostridium difficile, enterotoxigenic Escherichia coli (ETEC), “improved influ- enza,” and others that will gradually shift the focal point of immunization activities from the pediatric sector to the adolescent and adult sectors.",1,Vaccines,Vaccines – Developed,1.0
"Toward the end of the 2020s, the PDPs for TB, malaria, and HIV are expected to produce effective vaccines for these diseases. A Boston Consulting Group study reports a surprising greater than $600 million per year market for a new TB vaccine (personal communi- cation, 2012). Assuming such vaccines become reality, there is little doubt that the international donor commu- nity, working through organizations such as the Global Alliance for Vaccines and Immunization, will provide ade- quate funds for purchase of effective malaria, HIV, and TB vaccines, all of which are cost-effective, both in terms of cost per life saved and macroeconomic development of poor countries.",2,Vaccines,Vaccines – Government,1.0
Vaccine Market,11,Vaccine,Vaccine – Market,1.0
Estimates of the total worldwide vaccine market revenue are,6,Vaccine,Vaccine – Growth,1.0
"The top four Western suppliers (see Table 4.1) account for approximately 85% of these sales; the remainder comes from regional vaccine companies, the largest of which are located in middle-income countries such as India, China, and Brazil (see Table 4.5). In the coming years, as the eradication of polio becomes a reality, the developing country manufacturers will phase out their oral polio vaccine production. However, the need for inactivated polio vaccine will grow as developing countries adopt it into their pediatric immunization plans.",-1,Noise / Outlier,Noise / Outlier,0.0
"polio vaccine grows in developing countries, alternative approaches for local production will be explored, including access to bulk injected polio vaccine, tech transfer by big pharma as a part of their strategic alliances in developing markets, and potential introduction of alternative injected polio vaccine strains such as the Sabin strain. Another key driver will be the expansion of vaccine markets in India, China, and Brazil. Vaccine uptake rates in India, China and Brazil are still low compared with western countries (e.g., India’s flu vaccine uptake in 2014 was 1.0 million doses vs. 140 million doses in the United States).23,24 The immuniza- tion rates are also expected to increase in other low-income countries, which will increase vaccine dose requirements sub- stantially. As the DCVMN expands its role, one would expect significant downward pressure on vaccine prices.",-1,Noise / Outlier,Noise / Outlier,0.0
"support, industrial expertise, and market forces has led to the establishment of a robust vaccine industry that will continue into the future. The industry is changing, however, with the growth of new markets in emerging economies and with the pressing need for new vaccines for the developing world. The current efforts of PDPs and public creation of markets in response to this need will be successful if lessons learned from the industrial vaccine effort are incorporated into these gov- ernment and philanthropically driven expectations.",10,Vaccine,Vaccine – Reliability,1.0
New scientific opportunities and old obstacles in vaccine development.,0,Vaccine,Vaccine – Animal,1.0
U.S. vaccine Supply falls seriously short.,0,Vaccine,Vaccine – Animal,0.7022149951163671
Lessons learned from a review of the development of selected vaccines. National Vaccine Advisory Committee.,4,Vaccines,Vaccines – Dod,1.0
Gregerson J. Vaccine development: the long road from initial idea to product licensure.,0,Vaccine,Vaccine – Animal,0.728338159299199
United States vaccine research: a delicate fabric of political and private collaboration. National Vaccine Advisory Committee.,4,Vaccines,Vaccines – Dod,1.0
"Influenza vaccine manufacturers, May 13, 2009.",5,Vaccine,Vaccine – Business,0.8067846923971702
Testimony on vaccine policy before the U.S. House of Representatives Committee on Commerce.,4,Vaccines,Vaccines – Dod,1.0
Vaccine advance-purchase agreements for low income countries: practical issues.,2,Vaccines,Vaccines – Government,1.0
Improving vaccine supply and development: who needs what?,0,Vaccine,Vaccine – Animal,1.0
<http://india.nlembassy.org/ binaries/content/assets/postenweb/i/india/netherlands-embassy-  in-new-delhi/import/vaccines-report.pdf>.,1,Vaccines,Vaccines – Developed,1.0
"Hendriks J, Liang Y, Zeng B. China’s emerging vaccine industry.",1,Vaccines,Vaccines – Developed,1.0
Vaccines.,5,Vaccine,Vaccine – Business,1.0
