Document,Topic,Auto_Label,Descriptive_Label,Probability
"For most of the 20th century, adjuvant discovery and develop- ment was based on observations and experimentation with no clear immunological knowledge of the mechanism behind the adjuvant effect. This, however, dramatically changed in 1996 with the discovery of the Toll-like receptors (TLR) family in Drosophila and their relation to fungal resistance by Lemaitre and colleagues.3 One year later, in 1997, Janeway4 identified the link between human TLR4 and its key role in initiating an adaptive immune response, the first necessary step to a long-lasting immune response. The discovery by Poltorak and colleagues5 that TLR4 functioned as a lipopoly- saccharide (LPS)-sensing receptor and, hence, the use of LPSs or their derivatives as adjuvants, brought the final piece to the understanding of the mechanism of actions of TLR agonist molecules.6",34,Immunol,Immunol – Tlr4,1.0
"In the early 1980s, Edgar Ribi7 established that it was pos-",-1,Noise / Outlier,Noise / Outlier,0.0
"sible to produce a molecule that retained the immune poten- tiation activity of LPS without the associated toxicity. Approximately 30 years later, in 2009, the molecule mono- phosphoryl lipid (MPL) A was the first new adjuvant in a vaccine (Cervarix vaccine against human papillomavirus",41,Tlr4,Tlr4,1.0
61,23,Directions,Directions,1.0
[HPV]) approved for use by the U.S. Food and Drug Administration.,22,Vaccines,Vaccines – Cervi,1.0
"It is now well understood that the immune system uses pathogen-associated molecular patterns (PAMPs) to activate pathogen-recognition receptors such as TLR, and also a host of other more recently discovered receptors: retinoic-acid– inducible gene-based-I–like receptors (RLRs),8 and cytosolic nucleotide oligomerization domain (NOD)-like receptors (NLRs).9,10 These receptors bind various pathogen ligands (ranging from, for example, bacterial cell wall and cell mem- brane components to bacterial or viral nucleotides, to fungal lipids) to trigger different types of immune responses and, if combined with an antigen, can initiate and enhance specific arms of the immune responses to that antigen. For the purpose of brevity, readers are directed to other sources for a detailed description of how pathogen components stimulate various cytokine pathways and how they direct different arms of the immune response11; Fig. 6.1 shows this information schematically. As shown in Fig. 6.1, different TLRs, located on the plasma membrane or intracellularly, respond to",40,Tlrs,Tlrs,1.0
"different pathogen-derived signals to induce proinflammatory cytokines such as tumor necrosis factor (TNF)-α, interleukin (IL)-6, or type 1 interferon, leading to a predominantly T-helper cell 1 (Th1) response. However, certain TLR2 agonists have been reported to activate Th2 responses.12",33,Rna,Rna,1.0
"Table 6.1 lists the various agonists that activate the TLRs, as well as the adaptor molecules, also known as TLR agonists, and examples of adjuvants, which function through these receptors.",-1,Noise / Outlier,Noise / Outlier,0.0
"Based on this understanding, it is possible to recognize today how most of the adjuvants function. This knowledge should allow rapid screening of compound libraries for mol- ecules that bind these receptors and that may have adjuvant activity leading to the rational design of new adjuvants aimed at stimulating specific arms of the immune response. The level of knowledge associated with the mechanism of action of those specific molecules and, as a consequence, the pattern of cytokines induced should also allow an assessment of the impact of an adjuvant on the safety of a vaccine. However, this has not yet led to the discovery of new molecules with defined",1,Vaccines,Vaccines – Adjuvants,0.926337917367325
"Figure 6.1. Activation of the innate immune system via interaction of bacterial or viral components with specific Toll-like receptors (TLRs), mes- saging through the myeloid differentiation 88 (MyD88) or TRIF pathway, and subsequent secretion of interleukin (IL)-10, tumor necrosis factor (TNF)-α and IL-6, or type 1 interferon. dsDNA, double-stranded DNA; IRAK, interleukin receptor–associated kinase; IRF, interferon regulatory factor; LPS, lipopolysaccharide; MAPK, mitogen-activated protein kinase; NF-κB, nuclear factor κB; ssRNA, single-stranded RNA; Th, T-helper cell; TRAF, TNF receptor–associated factor; Treg, T-regulatory cell; TRIF, TIR domain–containing adapter-inducing interferon-β.",33,Rna,Rna,1.0
Evolution of Adjuvants Across the Centuries	63,43,Adjuvants,Adjuvants – Adju,1.0
"activities, but in certain cases has enabled a better understand- ing of the mode of action of specific adjuvants and helped to support their safety profile within a given vaccine.13 A clear understanding of the pathogenesis of immune-mediated dis- orders and their triggers is required, however, to ascertain the potential impact of the adjuvant. For several adjuvants the exact mechanism of action remains elusive (such as the sapo- nins, which are described later) or may present multiple modes of action (such as aluminum salts).",-1,Noise / Outlier,Noise / Outlier,0.0
"This is only the first step in defining the value of a molecule as an adjuvant. Further evaluation of the compound in vivo and its safety profile will define its real potential as an adju- vant for vaccines.14,15",32,Vaccine,Vaccine – Adjuvant,1.0
DEFINING ADJUVANTS: CLASSIFICATION AND EVALUATION,27,Adjuvants,Adjuvants – Categorization,1.0
This section is limited to a review of the types of adjuvants that are incorporated in licensed vaccine formulations or for which there is extensive clinical experience.,13,Anti,Anti,0.5684466133509354
A Categorization of Adjuvants Based on Mechanism of Action,27,Adjuvants,Adjuvants – Categorization,1.0
"The majority of adjuvant reviews during recent decades have tried to classify adjuvants according to their mechanism of action and typically classified adjuvants as vehicles or immuno- stimulants. Immunostimulants are substances that act directly on the immune system, such as TLR ligands. Vehicles are thought to act primarily by presenting antigens to the immune system. In this group are various aluminum salts, emulsions, immunostimulatory immune complexes (ISCOMs), and bio- degradable microparticles. It is now known that most of the vehicles act directly on the immune system, and antigen pre- sentation may be only a minor component of the adjuvant activity (e.g., see the later discussions of modes of action of aluminum salts [“Aluminum Salt Adjuvants”] and oil-in-water emulsions [“Oil-in-Water Emulsions”]). This classification seems outdated, and it may be preferable to classify adjuvants according to their receptor or, when the receptor is unknown, by their physical or chemical nature.",31,Immune,Immune – Adjuvants,1.0
Currently 10 adjuvants are approved for use in vaccines,13,Anti,Anti,0.4813471749594993
"(three aluminum salts with different counter-ions, four oil-in- water emulsions, aluminium/MPL combination, virosomes,",9,Emulsions,Emulsions,0.7111931209585803
"and polyoxidonium). Table 6.2 lists the approved vaccines containing these adjuvants. Numerous other adjuvants are in vaccines that are under development. Noteworthy, AS01, the combination of liposome, MPL and QS21, will most likely be the next new adjuvant present in a licensed vaccine, in this case the malaria RTS,S vaccine. These and their classifications by receptor or physicochemical nature are presented in Table",2,Vaccine,Vaccine – Saponins,0.4844127302080976
"6.3 and discussed in the following sections. Many more adju- vants are in preclinical development; however, they are too numerous to discuss in this chapter.16",-1,Noise / Outlier,Noise / Outlier,0.0
Aluminum Salt Adjuvants,39,Adjuvants,Adjuvants – Gupta,1.0
"Aluminum-containing adjuvants have historically served as immunostimulants in vaccines and continue to be the most widely used adjuvants. Several aluminum compounds are used and are known as aluminum hydroxide, aluminum phos- phate, and alum. All three of these commonly used names are scientific misnomers. Although this family of adjuvants has been used the longest, it is only recently that we have begun to understand their mechanism of action and the complexity of formulating them with antigens.",6,Adjuvants,Adjuvants – Alum,0.8000595821353517
"The following sections summarize the structure and prop- erties of different aluminum salts, the mechanisms by which they stimulate the immune response, and the effect of freezing on aluminum-adjuvanted vaccines.",38,Vaccines,Vaccines – Freezing,1.0
"Structure and Properties. Aluminum hydroxide adjuvant is not Al(OH)3, but rather crystalline aluminum oxyhydroxide (AlOOH).17 This difference is important because crystalline aluminum hydroxide has a low surface area (approximately 20 to 50 m2/g) and as such is a poor adsorbent. Crystalline aluminum oxyhydroxide has a surface area of approximately 500 m2/g,18 which makes it an excellent adsorbent. This high surface area is a result of its morphology. The primary particles are fibers having dimensions of approximately 5 × 2 × 200 nm.",10,Adjuvant,Adjuvant – Aluminium,0.8415728241542223
"Aluminum oxyhydroxide is a stoichiometric compound. The surface is composed of Al-OH and Al-O-Al groups. The Al-OH surface groups can accept a proton, resulting in a posi- tive surface charge, or donate a proton, resulting in a negative surface charge. As shown in Fig. 6.2, the isoelectric point (IEP) of Al-OH is 11.4. Thus, aluminum oxyhydroxide exhibits a positive surface charge at pH 7.4, which is the pH of interstitial fluid.",10,Adjuvant,Adjuvant – Aluminium,1.0
"Figure 6.2. Isoelectric points of aluminum hydroxide adjuvant (right) and aluminum phosphate adjuvant (left). (From Rinella JVJ, White JL, Hem SL. Effect of pH on the elution of model antigens from aluminum-containing adjuvants. J Colloid Interface Sci. 1998;205: 161–165.)",-1,Noise / Outlier,Noise / Outlier,0.0
"Aluminum phosphate adjuvant is a chemically amorphous aluminum hydroxyphosphate in which some of the hydroxyl groups of aluminum hydroxide are replaced by phosphate groups. The disordered, amorphous state is responsible for the high surface area and high adsorptive capacity.",10,Adjuvant,Adjuvant – Aluminium,0.6615700796461281
The surface of aluminum phosphate adjuvant is composed of Al-OH and Al-OPO3 groups. The IEP varies from 9.4 to 4.5 depending on the degree of phosphate substitution.19 Com- mercial aluminum phosphate adjuvants have IEP values in the,10,Adjuvant,Adjuvant – Aluminium,0.8229580314665873
"4.5 to 5.5 range. In contrast with aluminum oxyhydroxide, commercial aluminum phosphate adjuvants are negatively charged at pH 7.4 (see Fig. 6.2).",10,Adjuvant,Adjuvant – Aluminium,1.0
"Alum, which is water-soluble, is chemically aluminum potassium sulfate, AlK(SO4)2. The earliest vaccines containing aluminum adjuvants were prepared by in situ precipitation. A solution of alum was mixed with a solution of the antigen dissolved in a phosphate buffer. It is common practice to refer to the adjuvant produced by in situ precipitation as alum. The precipitate is amorphous aluminum hydroxyphosphate and has similar composition and properties as aluminum phos- phate adjuvant.17,20",6,Adjuvants,Adjuvants – Alum,1.0
The techniques that can be used to characterize aluminum- containing adjuvants have been reviewed by White and Hem.21,39,Adjuvants,Adjuvants – Gupta,1.0
"Effect of Freezing. Vaccines containing aluminum hydroxide adjuvant or aluminum phosphate adjuvant should not be allowed to freeze and should not be used if suspected of having been exposed to freezing temperatures.22 Freezing may affect the aluminum-containing adjuvant and the adsorbed antigen. Coagulates, which cannot be redispersed by shaking, form when aluminum-containing adjuvants are frozen. Ther- mostability of vaccines is of increasing importance, and as demonstrated for aluminium salts does not only concern excursion at high temperature, but also at low temperature, such as freezing.",38,Vaccines,Vaccines – Freezing,1.0
"Adsorption Mechanisms. The major mechanisms responsi- ble for the adsorption of antigens are electrostatic attraction, hydrophobic forces, and ligand exchange. Electrostatic attrac- tion is probably the most frequently used adsorption mechanism.",8,Adjuvant,Adjuvant – Adsorption,0.9729549588413738
"Electrostatic attraction can be optimized by determining the IEP of the antigen and then selecting an adjuvant that will have the opposite surface charge at the desired pH. For example, at pH 7.4, aluminum hydroxide adjuvant (IEP = 11.4) adsorbs albumin (IEP = 4.8) but does not adsorb lyso- zyme (IEP = 11.0). In contrast, aluminum phosphate adjuvant (IEP = 4.0) adsorbs lysozyme but not albumin at pH 7.4.23",8,Adjuvant,Adjuvant – Adsorption,0.5786709024600996
Care must be taken in selecting a buffer for an aluminum hydroxide adjuvant–containing vaccine. Electrostatic attrac- tion for an acidic antigen may be reduced or reversed if a phosphate buffer is used. Acetate and tromethamine (TRIS) are examples of buffers that do not alter the IEP of aluminum hydroxide adjuvant.17,8,Adjuvant,Adjuvant – Adsorption,0.39064358837660706
Aluminum hydroxide adjuvant can also be pretreated to lower the IEP to optimize electrostatic adsorption of basic antigens.24,8,Adjuvant,Adjuvant – Adsorption,0.5411890702702791
"Hydrophobic forces can also contribute to the adsorption of antigens by aluminum-containing adjuvants. The contribu- tion of hydrophobic attractive forces can be determined by observing the effect of ethylene glycol on adsorption.25 Ethylene glycol stabilizes the hydration layer of proteins, which renders hydrophobic interactions thermodynamically unfavorable.",8,Adjuvant,Adjuvant – Adsorption,1.0
"Mechanisms of Action of Aluminum Salt Adjuvants. There is still no consensus regarding the mechanisms by which aluminum-containing adjuvants potentiate the immune response. Several mechanisms are frequently cited to explain how aluminum-containing adjuvants increase antibody pro- duction. The depot mechanism was initially thought of as the dominant one; later the promotion of uptake of antigens by antigen-presenting cells (APCs)26 and, more recently, a direct immune-stimulating mechanism were proposed.",36,Adjuvants,Adjuvants – Immune,0.8020875801076166
"The depot mechanism postulates that the aluminum- containing adjuvant and the adsorbed antigen remain at the site of injection. The antigen is released slowly to stimulate the production of antibodies. This hypothesis is supported by the observation with some antigens that stronger binding to the aluminum salt crystals can result in higher immune responses. This hypothesis is, however, inconsistent with the observation that alum injection sites can be excised shortly after injection with no impact on immunogenicity.27",36,Adjuvants,Adjuvants – Immune,1.0
"It has also been proposed that adsorption of antigen to aluminum-containing adjuvants converts the soluble antigen to a particulate form. APCs take up particulate matter more efficiently by phagocytosis. Thus, antigen, which remains adsorbed, is taken into macrophages and dendritic cells. A dendritic cell culture study28 revealed that antigens that elute from the aluminum-containing adju- vants are internalized by macropinocytosis, while those that remain adsorbed are internalized by phagocytosis. Antigen internalization by dendritic cells was enhanced when the antigen remained adsorbed to the aluminum-containing adjuvant following administration and when the aggregate size of the adjuvant was smaller than dendritic cells.",6,Adjuvants,Adjuvants – Alum,0.744908614746816
"Several groups have identified a role for a direct stimulation of the immune system through innate immune receptors and identified activation of the Natch domain, leucine-rich repeat, and PYD-containing protein (NALP)-3 inflamma- some pathway by alum as the mechanism of action.29–31 The precise mechanism by which alum stimulated NALP3 remained unknown. This has been refined and alum crystals",25,Adjuvants,Adjuvants – Alum – T25,1.0
"have been shown to interact directly with membrane lipids on the surface of dendritic cells. The resulting lipid sorting triggers signaling cascades, independent of the inflamma- some, that promote CD4+ T-cell activation.32",25,Adjuvants,Adjuvants – Alum – T25,1.0
It is likely that all three proposed mechanisms contribute to the immunostimulation produced by aluminum-containing adjuvants.,36,Adjuvants,Adjuvants – Immune,1.0
"Safety of Aluminum-Containing Vaccines. Aluminum salts as adjuvants have the longest and largest safety track record of all adjuvanted vaccines, with more than 3 billion vaccine doses used during the past 80 years with a positive risk-to- benefit ratio. Focal histologic lesions were observed in patients with diffuse muscular symptoms that included persistent myalgias, arthralgias, and persistent fatigue. In the approxi- mately 130 cases studied, these lesions were identified as mac- rophagic myofasciitis (MMF).33 Intracytoplasmic inclusions in the infiltrating macrophages have been identified as contain- ing aluminum by electron microscopy, microanalysis, and atomic adsorption spectroscopy. The presence of aluminum in the deltoid muscle biopsies suggested to Gherardi and col- leagues that the source of the aluminum was aluminum hydroxide adjuvant.34 However, no relationship between the presence of aluminum and MMF and the clinical symptoms has been established. The Vaccine Safety Advisory Committee of the World Health Organization (WHO) reviewed MMF at a meeting in 1999. The committee found that there was no basis for recommending a change in vaccination practices involving vaccine selection, schedule, delivery practices, or information involving aluminum-containing vaccines. The committee recommended that “research studies be under- taken to evaluate the clinical, epidemiological, and basic science aspects of MMF.”35 The U.S. Food and Drug Adminis- tration, while recognizing the desirability of new adjuvants, confirmed its support of aluminum salts in vaccines.36 Research studies undertaken to assess the neurotoxicity of aluminum when it is administered intramuscularly or in a vaccine, showed a difference between the control group and the aluminum-based vaccine tested.37 A repeat of the experiment, however, did not confirm any differences between the control group and the two vaccines containing aluminum. To date, even though it is established that aluminium salt can be recov- ered at the injection site months or years after intramuscular injections, no link between the presence of aluminium salt and the MMF syndrome has been clearly established.",30,Vaccines,Vaccines – Adjuvants – T30,0.7653796142649086
Water-in-Oil Emulsions,9,Emulsions,Emulsions,1.0
"Water-in-oil emulsions, of which the Freund adjuvant is the best-known example, were included in a commercial influenza vaccine in the United Kingdom in the 1960s. The vaccine was later withdrawn owing to occasional abscesses observed at the site of injection. Initial large-scale clinical studies on 18,000 military recruits conducted in 195338,39 resulted in some nodules at the injection sites, which were attributed to impuri- ties (short-chain fatty acids) in the Arlacel-A surfactant. However, when this surfactant was purified, the incidence of cysts was reduced. A 10-year follow-up on these volunteers40 showed that cyst-like reactions had required hospitalization in 0.1% to 0.6% of the volunteers, but otherwise there were no adverse effects of the vaccine. A subsequent 35-year follow-up41 demonstrated that not only were there no adverse correlations with different diagnoses, including autoimmune diseases, but also, for some of the disease categories, there was decreased mortality. In contrast with these data from a large clinical trial, studies in rodents in 1972 demonstrated that when male Swiss mice were injected with mineral oil–based",3,Squalene,Squalene,0.314042433131353
"emulsions, the mice developed tumors,42 and the unaccept- ability of mineral oil–based emulsions for human use was concluded.",9,Emulsions,Emulsions,1.0
"As a result, water-in-oil emulsions based on metabolizable oil were developed using squalene instead of mineral oil. The best-known examples of these are the Montanide adjuvants such as ISA 720 produced by the company Seppic. ISA 720 water-in-oil emulsion has been widely tested in more than 70 clinical trials in which it was often shown to induce immune responses rarely surpassed by other adjuvants. However, as with mineral oil–based emulsions, cysts or sterile abscesses at the site of injection are not infrequent and tend to increase in frequency on boosting.43 In addition, instability of the antigen in contact with the emulsion was observed.44 Finally, the dif- ficulty in performing reproducible formulation at the time of administration led to a preformulation that may be incompat- ible with antigen stability. These challenges suggest that for prophylactic vaccines, researchers should, when possible, avoid using water-in-oil emulsions. For therapeutic vaccines, however, the risk of cysts and the challenges of formulation may be less significant. Such a vaccine (CIMAvax), which con- tains a mineral oil–based water-in oil-emulsion, Montanide ISA 51, has been licensed in Cuba for non–small cell lung cancer.45",3,Squalene,Squalene,0.35603686981321225
Oil-in-Water Emulsions,9,Emulsions,Emulsions,1.0
"Oil-in-water emulsion adjuvants were initially developed as an alternative to water-in-oil emulsions; the lower viscosity makes them easier to inject. The first emulsion of this class to be developed for human use was the SAF adjuvant made by Syntex Corporation. This emulsion was based on nonbiode- gradable squalane, the catalytically hydrogenated form of squalene, and was designed as a vehicle to carry a synthetic immunostimulant, threonyl muramyl dipeptide (MDP).46 The SAF adjuvant, while displaying strong adjuvant activity, was too reactogenic for use, partially because of MDP. However, because it was less effective without the immunostimulant, the emulsion was abandoned. Later, Chiron Corporation devel- oped a range of oil-in-water emulsions by replacing squalane with squalene as another vehicle for muramyl derivatives. One of these emulsions (MF59) demonstrated some adjuvant properties and was further evaluated. MF59 and the majority of the later-developed oil-in-water emulsions used squalene, a natural, metabolizable product found in all plant and animal cells where it is a precursor of cholesterol. The com- mercial source is generally from shark liver, where it is abun- dant; alternative sources such as phytosqualene are being explored.47 However, to date, only squalene from shark origin allows for a product with a purity level acceptable for human use.",3,Squalene,Squalene,0.4491227129052294
Despite extensive clinical studies with a wide range of anti-,13,Anti,Anti,1.0
"gens, MF59 was approved only in one vaccine, FLUAD, an influenza vaccine for older adults, and licensed in several European countries from 1997 onward. While there was benefit of the adjuvanted vaccine in terms of antibody response to the influenza hemagglutinin in the target population,48 the really significant benefit of MF59 and other oil-in-water emul- sions became clear during investigations on pandemic influ- enza vaccines. The emergence of avian H5N1 influenza with occasional human-to-human transmission and the fear that this could become a pandemic led to intensive research in academic and pharmaceutical environments for ways to immunize a largely immunologically naïve population in the context of limited antigen supplies. This was especially critical when it was shown that for an H5N1 pandemic strain, sixfold more antigen was required to induce an immune response to a level equivalent to the seasonal influenza vaccine (90 µg",0,Vaccines,Vaccines – Mf59,1.0
"compared with 15 µg).49 It was shown that MF59 enabled immunization with significantly reduced doses of antigen, down to 7.5 µg, nearly a 12-fold dose reduction.50",-1,Noise / Outlier,Noise / Outlier,0.0
"In parallel to the development of MF59, several other oil-in-water emulsions were developed. For example an oil-in- water emulsion containing α-tocopherol as the immunostim- ulating compound was formulated by GlaxoSmithKline. This emulsion was tested earlier as part of the initial development of a malaria vaccine, alone (AS03) or in combination with the immunostimulants MPL and QS21 (described later).51 AS03 demonstrated potent dose-sparing potential for pan- demic influenza antigens, allowing for dose sparing down to",3,Squalene,Squalene,0.23382589333989368
3.75 µg.52,10,Adjuvant,Adjuvant – Aluminium,0.4254317015472153
"In response to the need for dose sparing and the demon- strated potential of oil-in-water emulsions, Sanofi Pasteur developed AF03. This adjuvant is also squalene based; however, unlike the other emulsions, which are made by microfluidiza- tion of the components, the emulsification of AF03 is achieved without mechanical energy and uses a temperature-induced self-emulsification process (PCT application WO2007080308). With the outbreak of the H1N1 influenza pandemic, Euro- pean regulatory authorities approved three oil-in-water emul- sions containing pandemic influenza vaccines, with MF59,",3,Squalene,Squalene,0.24998043960892014
"AS03, and AF03 as adjuvants.",27,Adjuvants,Adjuvants – Categorization,0.23348251821160948
"Other emulsions are under development, such as SE (stable emulsion), a squalene-based emulsion, originally developed by researchers at Corixa as a vehicle for MPL and synthetic TLR4 agonists.53 This emulsion differs from the others in that the emulsifier is a natural phospholipid rather than a surfac- tant such as Tween-80. SE has been tested in clinical trials in combination with MPL in the context of a Leishmania vaccine,54 as well as in combination with the TLR-4 agonist GLA (gluco- pyranosyl lipid adjuvant) in a schistosomiasis vaccine,55 and in an influenza vaccine.56 CoVaccine is an experimental adju- vant comprising sucrose fatty acid sulfate ester, combined with squalane, in the form of an oil-in-water emulsion. This adju- vant has been reported to allow for dose sparing in the context of influenza vaccines.57 A single immunization with CoVaccine HT-adjuvanted H5N1 influenza virus vaccine induces protec- tive cellular and humoral immune responses in ferrets and is undergoing clinical evaluation.",29,Vaccine,Vaccine – Emulsions,0.8183179382395666
Table 6.4 gives an overview of oil-in-water emulsions used,9,Emulsions,Emulsions,1.0
as adjuvants in licensed and investigational vaccines.,13,Anti,Anti,0.5684466133509354
"Adjuvant Effect of Oil-in-Water Emulsions on Naïve Versus Primed Persons. Oil-in-water emulsion adjuvants are highly effective at enhancing immunogenicity and allowing for dose reduction in pandemic influenza vaccines when the vaccinees are naïve. In contrast, the adjuvant effect for seasonal vaccines in healthy adults is quite poor.58 This suggests that these adju- vants are excellent for priming but do not boost efficiently preexisting immune responses. The benefit for priming is also evident in the studies on the use of MF59-adjuvanted seasonal vaccine in infants, who usually respond poorly to a single administration of seasonal vaccine. These studies show a strong effect of MF59 on immunogenicity59 and on efficacy of seasonal influenza vaccines, with the effect being strongest in the youngest ages.60 The adjuvanted vaccine demonstrated 89% efficacy against vaccine-matched strains during two influ- enza seasons compared with 45% for the nonadjuvanted sea- sonal influenza vaccines group. On the basis of these data, Canada approved in early 2015 the use of MF59-adjuvanted seasonal influenza vaccine (FLUAD Pediatric) for the pediatric population (6 months to 2 years of age).",-1,Noise / Outlier,Noise / Outlier,0.0
The situation is slightly different in the elderly population.,-1,Noise / Outlier,Noise / Outlier,0.0
"Older adults have, in general, been primed to seasonal influ- enza; however, immunological senescence results in a decreased ability to induce sufficient antibody responses to",-1,Noise / Outlier,Noise / Outlier,0.0
"conventional influenza vaccines. FLUAD, the MF59-containing seasonal influenza vaccine that has been licensed in numerous countries for the past decade, has been shown to enhance the immune response in this nonresponder population.61 A similar candidate vaccine using the AS03 oil-in-water emul- sion has been tested in elderly adults for impact on influenza symptoms, demonstrating that the adjuvanted vaccine had advantages over the nonadjuvanted vaccine.62",17,Influenza,Influenza,1.0
"Enhancing the Breadth of the Immune Response. Possi- bly one of the most important breakthroughs in adjuvant research during the last few years was the observation during the development of H5N1 pandemic influenza vaccines that oil-in-water adjuvants not only enhance the immune response and allow for dose reduction, but also enhance diversity and affinity of the antibodies induced.63 This qualitative and quan- titative expansion of the antibody repertoire has tremendous relevance for vaccination against pathogens, which undergo frequent antigenic drifts, such as influenza, as this would reduce the need for a perfect match between the antigen and the circulating pathogen strain.",0,Vaccines,Vaccines – Mf59,1.0
"This observation was first demonstrated in the ferret chal- lenge model with the AS03-adjuvanted H5N1 vaccine through cross-neutralizing antibodies and lethal challenge.64 The cross- neutralizing antibodies were confirmed later in clinical set- tings using the same AS03-adjuvanted H5N1 vaccine.65 Data published with MF59-adjuvanted H5N1 vaccine showed the induction of epitope spreading from HA2 to HA1 hemagglu- tinin and to neuraminidase, suggesting that this is a common feature of this family of adjuvants. MF59 adjuvant enhances diversity and affinity of antibody-mediated immune response to pandemic influenza vaccines.66",0,Vaccines,Vaccines – Mf59,1.0
